war,en
"Tikang hadto nga adlaw, nagkasarabot an mga punoan nga Judiyo hin pagpatay kan Jesus.",So from that day on they plotted to take his life.
"Nagpinamiling kan Jesus an mga tawo. Han katirok na nira didto han Templo, naggiparupakiana hira, “Ano an iyo hunahuna? Diri ba hiya mapakanhi ha Pyesta?”","They kept looking for Jesus, and as they stood in the temple courts they asked one another, “What do you think? Isn’t he coming to the festival at all?”"
"Nagsugo na an mga puno han kapadian ngan mga Parisiyo nga adton maaram kon hain hi Jesus, kinahanglan magpahibaro dayon ha ira basi dakpon nira.",But the chief priests and the Pharisees had given orders that anyone who found out where Jesus was should report it so that they might arrest him.
"Unom pa ka adlaw san-o umabot an Pyesta han Paglabay, napakadto hi Jesus ha Betania, an bungto ni Lazaro nga ginbanhaw ni Jesus.","Six days before the Passover, Jesus came to Bethany, where Lazarus lived, whom Jesus had raised from the dead."
"Nag-andam hira didto hin panihapon para ha iya, ngan nagdurot hi Marta, samtang nakigsaro hi Lazaro kan Jesus.","Here a dinner was given in Jesus’ honor. Martha served, while Lazarus was among those reclining at the table with him."
"Nagsiring an usa han mga tinun-an ni Jesus, hi Judas Iscariote—an maglilingo ha iya,","But one of his disciples, Judas Iscariot, who was later to betray him, objected,"
“Kay ano nga waray lugod ibaligya ini nga pahamot hin sais syintos pesos ngan ihatag an kwarta ha mga kablas?”,“Why wasn’t this perfume sold and the money given to the poor? It was worth a year’s wages. ”
"Kundi nagsiring hi Jesus, “Pasagdi la niyo hiya! Tugoti hiya pagbuhat hini kay gin-aandam niya ini para han adlaw han paglubong ha akon.","“Leave her alone,” Jesus replied. “It was intended that she should save this perfume for the day of my burial."
"Dayuday kaupod niyo an mga kablas, kundi diri ako dayuday kaupod niyo.”","You will always have the poor among you, but you will not always have me.”"
"Nakabati in kadam-an nga mga Judiyo nga nakadto hi Jesus ha Betania, sanglit napakadto hira, diri la tungod kan Jesus, kundi pagkita liwat kan Lazaro nga ginbanhaw ni Jesus.","Meanwhile a large crowd of Jews found out that Jesus was there and came, not only because of him but also to see Lazarus, whom he had raised from the dead."
Sanglit nagkasarabot an mga puno han kapadian hin pagpatay kan Lazaro;,"So the chief priests made plans to kill Lazarus as well,"
kay tungod ha iya damo nga mga Judiyo in nahibulag ha ira ngan tinmoo na kan Jesus.,for on account of him many of the Jews were going over to Jesus and believing in him.
"Pagkabuwas, hinbatian han kadam-an nga mga tawo nga kinmadto han Pyesta han Paglabay, nga maabot hi Jesus ha Jerusalem.",The next day the great crowd that had come for the festival heard that Jesus was on his way to Jerusalem.
"Sanglit nanguha hira hin mga palwa ngan tinmapo hira kan Jesus; ngan naggogoliat hira, “Dayawon an Dyos! Dayawon hiya nga nakanhi ha ngaran han Ginoo! Dayawon an Hadi han Israel!”","They took palm branches and went out to meet him, shouting, “Hosanna! ” “Blessed is he who comes in the name of the Lord!” “Blessed is the king of Israel!”"
"Nakaagi hi Jesus hin asno ngan iya ginsakyan, sugad han nahisurat:","Jesus found a young donkey and sat on it, as it is written:"
"“Ayaw kahadlok, syudad han Sion! Aanhi naabot an imo Hadi nga nasakay hin nati nga asno.”","“Do not be afraid, Daughter Zion; see, your king is coming, seated on a donkey’s colt.”"
Nagsumat han nahinabo an mga tawo nga kaupod ni Jesus han pagtawaga niya kan Lazaro tikang ha lubnganan ngan pagbanhawa ha iya.,Now the crowd that was with him when he called Lazarus from the tomb and raised him from the dead continued to spread the word.
"Sanglit gintapo hiya han kadam-an, kay hinbatian nira nga ginbuhat niya ini nga urosahon.","Many people, because they had heard that he had performed this sign, went out to meet him."
"Ngan may hinsiring an mga Parisiyo, “Kitaa daw! Waray gud naton mahihimo! Kitaa, nagsusunod na ha iya an ngatanan nga mga tawo!”","So the Pharisees said to one another, “See, this is getting us nowhere. Look how the whole world has gone after him!”"
May mga Griego nga kaupod han mga kinmadto ha Jerusalem hin pagsingba ha panahon han pyesta.,Now there were some Greeks among those who went up to worship at the festival.
"Hinmarani hira kan Felipe nga taga-Betsaida, ha Galilea ngan nagsiring, “Karuyag namon makigkita kan Jesus.”","They came to Philip, who was from Bethsaida in Galilee, with a request. “Sir,” they said, “we would like to see Jesus.”"
"Kinmadto hi Felipe pagsumat kan Andres, ngan kinmadto hira nga duha pagsumat kan Jesus.",Philip went to tell Andrew; Andrew and Philip in turn told Jesus.
"Nagbaton hi Jesus ha ira, “Inmabot na yana an takna nga pagpapasidunggan an Anak han Tawo.","Jesus replied, “The hour has come for the Son of Man to be glorified."
Mawawad-an han iya kalugaringon an nahigugma han iya kinabuhi; kundi makakaangkon lugod han kinabuhi nga dayon adton nagdudumot han iya kinabuhi dinhe hini nga kalibutan.,"Anyone who loves their life will lose it, while anyone who hates their life in this world will keep it for eternal life."
"Amay ko, paghimayaa an imo ngaran!” Ngan nagyakan in tingog tikang ha langit, “Ginhimaya ko na ini, ngan paghihimayaon ko na liwat.”","Father, glorify your name!” Then a voice came from heaven, “I have glorified it, and will glorify it again.”"
"Nakabati han tingog an kadam-an nga nagkakatukdaw didto, ngan nagsiring, “Nagdalugdog!” An iba nagsiring, “Nagyakan ha iya in usa nga anghel!”",The crowd that was there and heard it said it had thundered; others said an angel had spoken to him.
"Kundi nagsiring hi Jesus ha ira, “Diri tungod ha akon nga nagyakan ini nga tingog, kundi tungod ha iyo.","Jesus said, “This voice was for your benefit, not mine."
Ginhuhukman na yana an kalibutan; pupukanon na yana an punoan hini nga kalibutan.,Now is the time for judgment on this world; now the prince of this world will be driven out.
"Kakabigon ko ngadi ha akon an ngatanan nga mga tawo, kon isahon na ako tikang ha tuna.” (","And I, when I am lifted up from the earth, will draw all people to myself.”"
"Ha pagsiring niya hini, iginpasabot niya an paagi han kamatayon nga iya pag-aantoson.)",He said this to show the kind of death he was going to die.
"Sanglit too kamo han kapawa, samtang aada pa ha iyo ini, basi mahimo kamo nga mga anak han kapawa.” Katapos ni Jesus magsiring hini, linmakat hiya ngan tinmago.","Believe in the light while you have the light, so that you may become children of light.” When he had finished speaking, Jesus left and hid himself from them."
"Bisan kon ginbuhat niya ini ngatanan nga mga urosahon ha atubangan nira, waray gihapon hira tumoo ha iya,","Even after Jesus had performed so many signs in their presence, they still would not believe in him."
"basi matuman an iginsiring ni Isaias nga manaragna: “Ginoo, hin-o in tinmuod han iginsumat namon nga mensahe? Hin-o an ginpakita han Ginoo han iya gahom?”","This was to fulfill the word of Isaiah the prophet: “Lord, who has believed our message and to whom has the arm of the Lord been revealed?”"
"Tungod hini waray hira makatoo, kay nagsiring liwat hi Isaias:","For this reason they could not believe, because, as Isaiah says elsewhere:"
"Ginsiring ini ni Isaias kay hinkit-an niya an gahom ni Jesus, ngan nagyakan hiya mahitungod ha iya.",Isaiah said this because he saw Jesus’ glory and spoke about him.
Ginpalabi nira an pagdayaw ha ira han mga tawo kay han pagdayaw ha ira han Dyos.,for they loved human praise more than praise from God.
"Namulong hi Jesus hin dako nga tingog, “An bisan hin-o nga natoo ha akon; natoo diri la ha akon kundi ha iya liwat nga nagpadara ha akon.","Then Jesus cried out, “Whoever believes in me does not believe in me only, but in the one who sent me."
An bisan hin-o nga nakakakita ha akon nakakakita liwat ha iya nga nagpadara ha akon.,The one who looks at me is seeing the one who sent me.
"Kinmanhi ako usa nga kapawa han kalibutan, basi diri na magpabilin ha kasisidman an ngatanan nga natoo ha akon.","I have come into the world as a light, so that no one who believes in me should stay in darkness."
May-ada maghuhukom hadton nasalikway ha akon ngan diri nakarawat han akon mensahe. An pulong nga akon iginyakan amo an maghuhukom ha iya ha kataposan nga adlaw!,There is a judge for the one who rejects me and does not accept my words; the very words I have spoken will condemn them at the last day.
"Tinuod ito, kay waray ako magyakan ha akon la kalugaringon, kundi an Amay nga nagpadara ha akon amo an nagsugo ha akon kon ano an akon igsisiring ngan igyayakan.","For I did not speak on my own, but the Father who sent me commanded me to say all that I have spoken."
"Ngan maaram ako nga nahatag han dayon nga kinabuhi an iya sugo. Sanglit kon ano an akon igsisiring, amo man ito an pinapagyakan ha akon han Amay.”",I know that his command leads to eternal life. So whatever I say is just what the Father has told me to say.”
Tarangka ha panihapon hi Jesus ngan an iya mga tinun-an. Ginlarang na han Yawa nga maglilingo kan Jesus hi Judas nga anak ni Simon Iscariote.,"The evening meal was in progress, and the devil had already prompted Judas, the son of Simon Iscariot, to betray Jesus."
"Maaram hi Jesus nga itinubyan ha iya han Amay an bug-os nga gahom, ngan maaram hiya nga tikang hiya ha Dyos, ngan tikadto na hiya sa Dyos.","Jesus knew that the Father had put all things under his power, and that he had come from God and was returning to God;"
"Sanglit binmuhat hi Jesus ngan maglubas han iya bawbaw nga bado, ngan magbagkos hin twalya.","so he got up from the meal, took off his outer clothing, and wrapped a towel around his waist."
"Inmipis hiya hin tubig ngada ha palanggana ngan nagtikang hin panmusa han mga tiil han mga tinun-an, ngan ginpahiran han twalya nga iya iginbagkos.","After that, he poured water into a basin and began to wash his disciples’ feet, drying them with the towel that was wrapped around him."
"Hinmarani kan Simon Pedro nga nagsiring ha iya, “Ginoo, mamumusa ka ba han akon mga tiil?”","He came to Simon Peter, who said to him, “Lord, are you going to wash my feet?”"
"Nagbaton hi Jesus ha iya, “Diri ka pa maaram yana kon ano an akon ginbubuhat, kundi hibabaroan mo ini onina.”","Jesus replied, “You do not realize now what I am doing, but later you will understand.”"
"Nagsiring hi Pedro, “Diri gud ako matugot nga mamusa ka han akon mga tiil!” Nagbaton hi Jesus, “Kon diri ako mamusa han imo mga tiil, diri ka na magigin tinun-an ko.”","“No,” said Peter, “you shall never wash my feet.” Jesus answered, “Unless I wash you, you have no part with me.”"
"Nagbaton hi Simon Pedro, “Kon amo man ini, Ginoo, diri la an akon mga tiil, kundi ilakip liwat hin paghugas an akon mga kamot ngan ulo!”","“Then, Lord,” Simon Peter replied, “not just my feet but my hands and my head as well!”"
"Maaram na hi Jesus kon hin-o an maglilingo ha iya, sanglit nagsiring hiya, “Malinis na kamo kundi diri ngatanan.”)","For he knew who was going to betray him, and that was why he said not every one was clean."
"Katapos niya pamusa han ira mga tiil, nagsul-ot na liwat hi Jesus han iya bawbaw nga bado, ngan binmalik ha iya lingkoran ha lamesa. Nagpakiana hiya, “Nasayod ba kamo han ginbuhat ko ha iyo?","When he had finished washing their feet, he put on his clothes and returned to his place. “Do you understand what I have done for you?” he asked them."
"Natawag kamo ha akon nga magturutdo ngan Ginoo, ngan may kamatuoran, kay amo gud ito ako.","“You call me ‘Teacher’ and ‘Lord,’ and rightly so, for that is what I am."
"Sanglit kon ako nga iyo Ginoo ngan Magturutdo namusa han iyo mga tiil, angay man liwat kamo maggiparupamusa han iyo mga tiil.","Now that I, your Lord and Teacher, have washed your feet, you also should wash one another’s feet."
"Gintagan ko kamo hin susbaranan, basi sugaron niyo hin pagbuhat han ginbuhat ko ha iyo.",I have set you an example that you should do as I have done for you.
Susumatan ta kamo hin tinuod: waray oripon nga labaw han iya agaron; waray sinugo nga labaw han nagsugo ha iya.,"Very truly I tell you, no servant is greater than his master, nor is a messenger greater than the one who sent him."
Yana maaram na kamo hini nga kamatuoran; palaran kamo kon buhaton ini niyo!,"Now that you know these things, you will be blessed if you do them."
"Ginsusumat ko ini ha iyo yana, nga diri pa ini nahinanabo, basi kon mahinabo na ini, tumoo kamo nga hi ‘Ako Amo Ako.’","“I am telling you now before it happens, so that when it does happen you will believe that I am who I am."
"Nagsusumat ako ha iyo hin tinuod: an bisan hin-o nga nakarawat han akon sinusugo, nakarawat man ha akon; ngan an nakarawat ha akon, nakarawat man han nagsugo ha akon.”","Very truly I tell you, whoever accepts anyone I send accepts me; and whoever accepts me accepts the one who sent me.”"
"Katapos ni Jesus magsiring hini, inalpan hiya hin dako nga kabido, ngan nagsiring hin dayag, “Susumatan ta kamo hin tinuod: maglilingo ha akon in usa ha iyo.”","After he had said this, Jesus was troubled in spirit and testified, “Very truly I tell you, one of you is going to betray me.”"
Naggipasirosiplat hira nga nanhiburong kon hin-o gud an iya karuyag sidngon.,"His disciples stared at one another, at a loss to know which of them he meant."
Nalingkod sapit ni Jesus an hinigugma niya nga tinun-an.,"One of them, the disciple whom Jesus loved, was reclining next to him."
"Nagsenyas hi Simon Pedro ha iya ngan nagsiring, “Pakianhi daw hiya kon hin-o an iya hinnanabihan.”","Simon Peter motioned to this disciple and said, “Ask him which one he means.”"
"Sanglit sinmiring kan Jesus adto nga tinun-an ngan nagpakiana, “Hin-o man hiya, Ginoo?”","Leaning back against Jesus, he asked him, “Lord, who is it?”"
"Han pakakarawat gud la ni Judas han tinapay, sinmulod dayon ha iya hi Satanas. Nagsiring hi Jesus ha iya, “Dagmit ngan tumana an kinahanglan mo buhaton!”","As soon as Judas took the bread, Satan entered into him. So Jesus told him, “What you are about to do, do quickly.”"
Waray nakasabot han mga nakada ha lamesa kay ano nga ginsiring ini ni Jesus ha iya.,But no one at the meal understood why Jesus said this to him.
Ginkarawat ni Judas an tinapay ngan ginmawas hiya dayon. Gab-i adto.,"As soon as Judas had taken the bread, he went out. And it was night."
"Han paggawas na ni Judas, nagsiring hi Jesus, “Iginpapakita na yana an himaya han Anak han Tawo, ngan pinaagi ha iya, ginpapakita liwat an himaya han Dyos.","When he was gone, Jesus said, “Now the Son of Man is glorified and God is glorified in him."
"Kon iginpapakita an himaya han Dyos pinaagi ha iya, magpapakita man an Dyos han himaya han Anak han Tawo ha iya ngahaw, ngan bubuhaton ito niya dayon.","If God is glorified in him, God will glorify the Son in himself, and will glorify him at once."
Ihinahatag ko ha iyo in bag-o nga sugo: magsihigugmaay kamo. Kinahanglan magsihigugmaay kamo sugad han akon paghigugma ha iyo.,"“A new command I give you: Love one another. As I have loved you, so you must love one another."
"Kon magsihigugmaay kamo, mahibabaro an ngatanan nga akon kamo mga tinun-an.”","By this everyone will know that you are my disciples, if you love one another.”"
"Nagpakiana ha iya hi Simon Pedro, “Ngain ka man kakadto, Ginoo ?” Nagbaton hi Jesus, “Diri ka pa yana makakasunod ngadto han akon kakadtoan, kundi masunod ka ha akon onina.”","Simon Peter asked him, “Lord, where are you going?” Jesus replied, “Where I am going, you cannot follow now, but you will follow later.”"
"Nagpakiana hi Pedro, “Ginoo, kay ano hin diri ko pakasunod ha imo yana? Andam man ako pagpakamatay tungod ha imo!”","Peter asked, “Lord, why can’t I follow you now? I will lay down my life for you.”"
"Nagbaton hi Jesus, “Ungod ba nga andam ka pagpakamatay tungod ha akon? Susumatan ko ikaw hin tinuod: diri pa matugaok an manok, iglilirong mo na akon hin makatulo.”","Then Jesus answered, “Will you really lay down your life for me? Very truly I tell you, before the rooster crows, you will disown me three times!"
"Nagsiring ha ira hi Jesus, “Ayaw kamo kabaraka ngan kagupong. Too kamo han Dyos ngan too man kamo ha akon.",“Do not let your hearts be troubled. You believe in God ; believe also in me.
"Damo in mga kwarto didto han balay han akon Amay, ngan makadto ako hin pag-andam hin dapit para ha iyo. Diri ako magsusumat hini ha iyo kon diri pa ini tinuod.","My Father’s house has many rooms; if that were not so, would I have told you that I am going there to prepare a place for you?"
"Ngan katapos ko kadto ngan pag-andam hin dapit para ha iyo, mabalik ako ngan pauupdon ko kamo ha akon, basi kon hain ako aadto man liwat kamo.","And if I go and prepare a place for you, I will come back and take you to be with me that you also may be where I am."
Maaram na kamo kon uunanhon niyo pagsangpot ngadto han akon kakadtoan.”,You know the way to the place where I am going.”
"Nagsiring ha iya hi Tomas, “Ginoo, diri kami maaram kon tikain ka; uunanhon man namon paghibaro han dalan nga tipakadto?”","Thomas said to him, “Lord, we don’t know where you are going, so how can we know the way?”"
"Nagbaton ha iya hi Jesus, “Amo ako an dalan, an kamatuoran, ngan an kinabuhi; waray makakadto han Amay kon diri pinaagi ha akon.”","Jesus answered, “I am the way and the truth and the life. No one comes to the Father except through me."
"Nagsiring hiya ha ira, “Yana nga nakakilala na kamo ha akon, makilala man kamo han akon Amay; ngan tikang yana nakilala na kamo ha iya, ngan hinkit-an na hiya niyo.”","If you really know me, you will know my Father as well. From now on, you do know him and have seen him.”"
"Nagsiring ha iya hi Felipe, “Ginoo, ipakita ha amon an Amay ngan igo na ito para ha amon.”","Philip said, “Lord, show us the Father and that will be enough for us.”"
"Tuohi niyo nga aada ako han Amay ngan an Amay aadi ha akon; kon diri man, tuohi ako niyo tungod hini nga mga buhat.",Believe me when I say that I am in the Father and the Father is in me; or at least believe on the evidence of the works themselves.
"Ngan bubuhaton ko an bisan ano nga iyo pangaroon ha akon ngaran, basi pagdayawon an Amay pinaagi han Anak.","And I will do whatever you ask in my name, so that the Father may be glorified in the Son."
Bubuhaton ko an bisan ano nga pangaroon niyo ha akon ngaran.,"You may ask me for anything in my name, and I will do it."
"“Kon nahigugma kamo ha akon, magtutuman kamo han akon mga sugo.","“If you love me, keep my commands."
"Pangangaroon ko han Amay, ngan tatagan kamo niya hin lain nga Parabulig, an Espiritu han kamatuoran, nga magpapabilin ha iyo ha kadayonan.","And I will ask the Father, and he will give you another advocate to help you and be with you forever—"
“Diri ko kamo babayaan nga mag-uusaan; mabalik ako ngada ha iyo.,I will not leave you as orphans; I will come to you.
"Ha diri maiha diri na makita ha akon an kalibutan, kundi makita kamo ha akon; ngan mabubuhi kamo kay buhi man ako.","Before long, the world will not see me anymore, but you will see me. Because I live, you also will live."
"Kon umabot na ito nga adlaw, hibabaroan niyo nga aada ako han akon Amay, ngan aadi kamo ha akon, sugad nga aada ako ha iyo.","On that day you will realize that I am in my Father, and you are in me, and I am in you."
"Nagpakiana hi Judas (diri hi Judas Iscariote), “Ginoo, uunanhon hin pagpakilala mo han imo kalugaringon ha amon, ngan diri ngadto ha kalibutan?”","Then Judas (not Judas Iscariot) said, “But, Lord, why do you intend to show yourself to us and not to the world?”"
"Diri nagtutuman han akon mga pulong an bisan hin-o nga diri nahigugma ha akon. Diri akon an mensahe nga hinbatian niyo, kundi natikang han Amay nga nagsugo ha akon.",Anyone who does not love me will not obey my teaching. These words you hear are not my own; they belong to the Father who sent me.
“Iginsumat ko ini ha iyo samtang upod pa ako niyo.,“All this I have spoken while still with you.
"Iginsusumat ko ini ha iyo yana, nga diri pa ini nahinanabo, basi kon mahinabo na ini, tumoo kamo.","I have told you now before it happens, so that when it does happen you will believe."
"Diri na ako maghihimangraw ha iyo hin maiha, kay maabot na an punoan hini nga kalibutan. Waray hiya gahom ha akon,","I will not say much more to you, for the prince of this world is coming. He has no hold over me,"
"kundi kinahanglan mahibaro an kalibutan nga nahigugma ako han Amay; sanglit ginbubuhat ko an ngatanan nga iginsugo niya ha akon. “Tana, kalakat kita.",but he comes so that the world may learn that I love the Father and do exactly what my Father has commanded me. “Come now; let us leave.
"“Amo ako an tinuod nga balagon, ngan an akon Amay an magmarangno.","“I am the true vine, and my Father is the gardener."
"Binabanggi niya an ngatanan nga sanga nga diri nabunga. Tinatag-an niya hin paghawan an kada sanga nga nabunga, basi mamunga hin darodamo.","He cuts off every branch in me that bears no fruit, while every branch that does bear fruit he prunes so that it will be even more fruitful."
Nalinisan na kamo pinaagi han mensahe nga akon iginhimangraw ha iyo.,You are already clean because of the word I have spoken to you.
"“Ako an balagon ngan kamo an mga sanga. Mabunga hin damo an bisan hin-o nga magpabilin didi ha akon, ngan ako dida ha iya, kay waray niyo mahihimo kon bulag kamo ha akon.","“I am the vine; you are the branches. If you remain in me and I in you, you will bear much fruit; apart from me you can do nothing."
"Ilinalabog ha gawas an bisan hin-o nga diri nagpapabilin ha akon, ngan nauuga sugad hin sanga; gintitirok in sugad nga mga sanga, ngan ilinalabog ha kalayo, ngan sunogon.","If you do not remain in me, you are like a branch that is thrown away and withers; such branches are picked up, thrown into the fire and burned."
"Kon magpabilin kamo didi ha akon, ngan magpabilin an akon mga pulong dida ha iyo, mangangaro kamo hin bisan ano nga inuungara niyo, ngan katutumanan kamo.","If you remain in me and my words remain in you, ask whatever you wish, and it will be done for you."
"Ginhihimaya an akon Amay tungod han iyo pamunga hin damo; ngan pinaagi hini, nagigin mga tinun-an ko kamo.","This is to my Father’s glory, that you bear much fruit, showing yourselves to be my disciples."
Hinihigugma ko kamo sugad gud han paghigugma ha akon han Amay; pagpabilin kamo didi han akon gugma.,"“As the Father has loved me, so have I loved you. Now remain in my love."
"Kon tumanon niyo an akon mga sugo, magpapabilin kamo ha akon gugma, sugad gud han pagtuman ko han mga sugo han akon Amay ngan nagpapabilin ako dida han iya gugma.","If you keep my commands, you will remain in my love, just as I have kept my Father’s commands and remain in his love."
"“Iginsumat ko ini ha iyo basi mahingada ha iyo an akon kalipay, ngan basi mahingpit an iyo kalipay.",I have told you this so that my joy may be in you and that your joy may be complete.
"Amo ini an akon sugo: pagsihigugmaay kamo, sugad han paghigugma ko ha iyo.",My command is this: Love each other as I have loved you.
"An gidadakoi nga gugma nga maaangkon hin usa ka tawo tungod han iya kasangkayan, amo an pagtubyan han iya kinabuhi para ha ira.",Greater love has no one than this: to lay down one’s life for one’s friends.
"Ngan kasangkayan ko kamo, kon buhaton niyo an akon iginsusugo ha iyo.",You are my friends if you do what I command.
Sanglit amo ini an igsusugo ko ha iyo: paggihigugmaay kamo.”,This is my command: Love each other.
"“Kon magdumot ha iyo an kalibutan, kinahanglan hisabotan niyo nga una ako pagdumtan han kalibutan.","“If the world hates you, keep in mind that it hated me first."
"Kundi bubuhaton nira ini ngatanan ha iyo, kay akon man kamo sakop; kay diri hira nakilala han nagsugo ha akon.","They will treat you this way because of my name, for they do not know the one who sent me."
"Diri unta hira salaan kon waray pa ako kumanhi ngan maghimangraw ha ira; kundi yana, waray na hira baribad han ira sala.","If I had not come and spoken to them, they would not be guilty of sin; but now they have no excuse for their sin."
"An bisan hin-o nga nagdudumot ha akon, nagdudumot man han akon Amay.",Whoever hates me hates my Father as well.
"Kundi kinahanglan mahinabo ini, basi matuman an iginsurat dida han ira Balaod: ‘Gindumtan ako nira hin waray la hinungdan.’",But this is to fulfill what is written in their Law: ‘They hated me without reason.’
"“Maabot an Parabulig, an Espiritu han kamatuoran, nga natikang han Amay. Susugoon ko hiya nganhi ha iyo tikang han Amay, ngan magpapamatuod hiya mahitungod ha akon.","“When the Advocate comes, whom I will send to you from the Father—the Spirit of truth who goes out from the Father—he will testify about me."
"Ngan magpapamatuod liwat kamo mahitungod ha akon, kay nagin kaupod ko man kamo tikang pa gud ha tinikangan.","And you also must testify, for you have been with me from the beginning."
“Iginsumat ko ini ha iyo basi diri lumuya an iyo pagtoo ha akon.,“All this I have told you so that you will not fall away.
Paiiwason kamo nira ha ira mga sinagoga. Maabot an panahon nga an magpapatay ha iyo makakahunahuna nga nag-aalagad hiya han Dyos.,"They will put you out of the synagogue; in fact, the time is coming when anyone who kills you will think they are offering a service to God."
"Bubuhaton nira ha iyo ini nga mga butang, kay waray hira makakilala han Amay o ha akon.",They will do such things because they have not known the Father or me.
"Kundi yana, makadto na ako han nagsugo ha akon; kundi waray ha iyo napakiana ha akon, ‘Tikain ka?’","but now I am going to him who sent me. None of you asks me, ‘Where are you going?’"
"Ngan yana nga ginsumatan ko na kamo, nagmamabidoon kamo.","Rather, you are filled with grief because I have said these things."
"Ngan kon umabot na hiya, magpapamatuod hiya ha mga tawo han kalibutan nga mga sayop hira mahitungod han sala, mahitungod han pagkamatadong, ngan mahitungod han paghukom han Dyos.","When he comes, he will prove the world to be in the wrong about sin and righteousness and judgment:"
"Sayop hira mahitungod han sala, kay diri hira natoo ha akon;","about sin, because people do not believe in me;"
"mahitungod han pagkamatadong, kay makadto ako han Amay ngan diri na kamo makita ha akon;","about righteousness, because I am going to the Father, where you can see me no longer;"
"mahitungod han paghukom, kay ginhukman na an punoan hini nga kalibutan.","and about judgment, because the prince of this world now stands condemned."
"“Damo pa gad an akon igsurumat ha iyo, kundi diri pa ini niyo maaakos yana.","“I have much more to say to you, more than you can now bear."
"Paghihimayaon ako niya, kay natikang ha akon an igsusumat niya ha iyo.",He will glorify me because it is from me that he will receive what he will make known to you.
Akon an ngatanan nga kanan Amay; sanglit nagsiring ako nga natikang ha akon an igsusumat ha iyo han Espiritu.,All that belongs to the Father is mine. That is why I said the Spirit will receive from me what he will make known to you.”
"“Ha diri maiha, diri na kamo makita ha akon; ngan ha diri liwat maiha makita na liwat kamo ha akon.”","Jesus went on to say, “In a little while you will see me no more, and then after a little while you will see me.”"
"Nagpakiana pa hira, “Ano an buot niya sidngon han ‘diri maiha’? Diri kita nasabot han iya ginyiyinakan!”","They kept asking, “What does he mean by ‘a little while’ ? We don’t understand what he is saying.”"
"Susumatan ta kamo hin tinuod: magtatangis ngan magngunguyngoy kamo, kundi maglilipay an kalibutan; magmamabidoon kamo, kundi magigin kalipayan an iyo kabidoan.","Very truly I tell you, you will weep and mourn while the world rejoices. You will grieve, but your grief will turn to joy."
"Amo man ini dida ha iyo: mabidoon kamo yana, kundi makikigkita liwat ako ha iyo, ngan magmamalipayon gud kamo hin kalipay nga waray makakaagaw ha iyo.","So with you: Now is your time of grief, but I will see you again and you will rejoice, and no one will take away your joy."
"Ngada yana waray pa kamo mangaro hin bisan ano ha akon ngaran; pangaro ngan makarawat kamo, basi mahingpit an iyo kalipay.","Until now you have not asked for anything in my name. Ask and you will receive, and your joy will be complete."
"Kon umabot na adto nga adlaw mangangaro kamo ha iya ha akon ngaran; ngan diri ako nasiring nga mangangaro ako ha iya para ha iyo,",In that day you will ask in my name. I am not saying that I will ask the Father on your behalf.
kay nahigugma ha iyo an Amay ngahaw. Nahigugma hiya ha iyo kay nahigugma man kamo ha akon ngan tinmoo kamo nga tinmikang ako han Dyos.,"No, the Father himself loves you because you have loved me and have believed that I came from God."
Tikang gud ako han Amay ngan kinmanhi ako ha kalibutan; ngan yana mabaya na ako han kalibutan ngan mabalik ako ngadto han Amay.”,I came from the Father and entered the world; now I am leaving the world and going back to the Father.”
"Ngan nagsiring an iya mga tinun-an, “Kitaa, dayag na kaupay an imo pagyakan, ngan diri ka na nagamit hin mga pananglitan.","Then Jesus’ disciples said, “Now you are speaking clearly and without figures of speech."
Maaram na kami yana nga sayod ka han ngatanan; diri ka nagkikinahanglan nga may magpinakiana pa ha imo. Nakakapatoo ini ha amon nga tikang ka han Dyos.”,Now we can see that you know all things and that you do not even need to have anyone ask you questions. This makes us believe that you came from God.”
"Nagbaton ha ira hi Jesus, “Natoo na ba kamo yana?",“Do you now believe?” Jesus replied.
"Katapos ni Jesus maghimangraw hini, hinmangad hiya ha langit ngan nagsiring, “Amay ko, inmabot na an takna. Paghimayaa an imo Anak, basi paghimayaon ka man han imo Anak.","After Jesus said this, he looked toward heaven and prayed: “Father, the hour has come. Glorify your Son, that your Son may glorify you."
Kay gintagan mo man hiya hin gahom hin pagmando han ngatanan nga mga tawo basi humatag hiya han dayon nga kinabuhi ngadto han ngatanan nga igintubyan mo ha iya.,For you granted him authority over all people that he might give eternal life to all those you have given him.
"Ngan amo ini an dayon nga kinabuhi; nga kumilala ha imo an mga tawo, nga ikaw la an matuod nga Dyos, ngan kumilala kan Jesu-Cristo nga imo ginsugo.","Now this is eternal life: that they know you, the only true God, and Jesus Christ, whom you have sent."
Iginpakita ko ha tuna an imo himaya; ginhuman ko na an iginpabuhat mo ha akon.,I have brought you glory on earth by finishing the work you gave me to do.
"Amay ko, himayaa ako yana ha imo atubangan sugad han himaya nga akon hadto han kaupod pa ako nimo, han waray pa himoa an kalibutan.","And now, Father, glorify me in your presence with the glory I had with you before the world began."
"“Iginpakilala ko ikaw han mga tawo nga imo ginkuha ha kalibutan. Imo hira, ngan gintubyan mo hira ha akon. Gintuman nira an imo pulong,",“I have revealed you to those whom you gave me out of the world. They were yours; you gave them to me and they have obeyed your word.
ngan yana maaram hira nga tikang ha imo an ngatanan nga iginhatag mo ha akon.,Now they know that everything you have given me comes from you.
