bik	tl
Nag-atubang siya ki Jesus dangan nagsabi sa tataramon na Hebreyo, “Rabboni!” (An kahulogan kaini, “Maestro.”)	Nang magdadapit-hapon na ng araw na iyon, na unang araw ng linggo, habang nakasara ang mga pinto sa kinaroroonan ng mga alagad dahil sa takot sa mga Judio, dumating si Jesus at tumayo sa gitna, at sa kanila'y sinabi, “Kapayapaan ang sumainyo.”
Sinabihan siya ni Jesus, “Dai mo ako pagkapotan ta dai pa ako nakakasakat duman sa sakong Ama. Alagad dumuman ka sa mga tugang ko saka sabihan mo sinda na masakat na ako duman sa sakong Ama asin saindong Ama, sa sakong Dios asin saindong Dios.”	At nang masabi niya ito ay kanyang ipinakita sa kanila ang kanyang mga kamay at tagiliran. Kaya't ang mga alagad ay nagalak nang makita nila ang Panginoon.
Kaya nagduman si Maria Magdalena dangan sinabihan an mga disipulo na nahiling niya an Kagurangnan. Inosipan niya sinda na an Kagurangnan iyo an nagsabi saiya kan mga bagay na ini.	Muling sinabi sa kanila ni Jesus, “Kapayapaan ang sumainyo. Kung paanong sinugo ako ng Ama ay sinusugo ko rin naman kayo.”
Pagkabanggi kan Domingo man sanang idto, nagtiripon an mga disipulo. Binaratan an mga pintoan kan harong na pinagtitiriponan ninda huli sa takot ninda sa mga Judio. Dangan naglaog si Jesus, puminatahaw sainda saka nagsabi, “Mapasaindo an katoninongan.”	At nang masabi niya ito, sila'y hiningahan niya, at sa kanila'y sinabi, “Tanggapin ninyo ang Espiritu Santo.
Pakataram kaini, ipinahiling niya sainda an saiyang mga kamot saka hirog. An mga disipulo napano nin kaogmahan pagkahiling ninda sa Kagurangnan.	Kung inyong patawarin ang mga kasalanan ng sinuman, ang mga iyon ay ipinatatawad sa kanila. Sinumang hindi ninyo patawarin ng mga kasalanan, iyon ay hindi ipinatatawad.”
Nagsabi giraray sainda si Jesus, “Mapasaindo an katoninongan. Siring na ako sinugo kan Ama, sinusugo ko man kamo.”	Ngunit si Tomas, isa sa labindalawa na tinatawag na Kambal ay hindi nila kasama nang dumating si Jesus.
Pakataram kaini, hinangosan niya sinda saka sinabihan, “Akoa nindo an Espiritu Santo.	Kaya't sinabi sa kanya ng ibang mga alagad, “Nakita namin ang Panginoon.” Ngunit sinabi niya sa kanila, “Malibang makita ko sa kanyang mga kamay ang bakas ng mga pako, at mailagay ko ang aking daliri sa binutas ng mga pako, at mailagay ko ang aking kamay sa kanyang tagiliran ay hindi ako maniniwala.”
An kiisay man na kasalan na saindong patawadon, napapatawad; an kiisay man na kasalan na dai nindo patawadon, dai napapatawad.”	Pagkaraan ng walong araw ay muling nasa loob ng bahay ang kanyang mga alagad, at kasama nila si Tomas. Nakasara ang mga pinto, subalit pumasok si Jesus, at tumayo sa gitna, at sinabi, “Kapayapaan ang sumainyo.”
Si Tomas (na inaapod Kambal), saro kan doseng disipulo, dai ninda kaiba kan mag-abot si Jesus.	At sinabi niya kay Tomas, “Ilagay mo rito ang iyong daliri at tingnan mo ang aking mga kamay. Ilapit mo rito ang iyong kamay at ilagay mo sa aking tagiliran. Huwag kang mag-alinlangan kundi sumampalataya.”
Kaya sinabihan siya kan ibang mga disipulo, “Nahiling mi an Kagurangnan!”	Sumagot si Tomas at sinabi sa kanya, “Panginoon ko at Diyos ko!”
Alagad sinabihan sinda ni Tomas, “Sagkod dai ko nahihiling an labot kan mga pako sa saiyang mga kamot asin ikalaog diyan an sakong muro, dangan an sakong kamot sa saiyang hirog, dai ako matubod.”	Sinabi sa kanya ni Jesus, “Sapagkat ako'y nakita mo ay sumampalataya ka. Mapapalad ang hindi nakakita, gayunma'y sumasampalataya.”
Pakalihis nin sarong semana, nagtiripon giraray an mga disipulo duman sa laog kan harong; kaiba na ninda si Tomas. An mga pintoan binaratan, alagad naglaog si Jesus, puminatahaw sainda saka nagsabi, “Mapasaindo an katoninongan.”	Gumawa si Jesus ng marami pang ibang mga tanda sa harapan ng kanyang mga alagad, na hindi naisulat sa aklat na ito.
Dangan sinabihan niya si Tomas, “Hilinga an sakong mga kamot asin bugtakan digdi an saimong muro; dangan laogan an kamot mo sa sakong hirog. Dai ka magduwa-duwa kundi magtubod!”	Ngunit ang mga ito ay isinulat upang kayo'y sumampalataya na si Jesus ang Cristo, ang Anak ng Diyos; at sa pagsampalataya ay magkaroon kayo ng buhay sa kanyang pangalan.
Pakatapos kaini, nagpahiling giraray si Jesus sa mga disipulo niya sa baybayon kan Danaw nin Tiberias. Arog kaini an pangyari:	Pagkatapos ng mga bagay na ito ay nagpakitang muli si Jesus sa mga alagad sa tabi ng dagat ng Tiberias, at siya'y nagpakita sa ganitong paraan.
magkairiba si Simon Pedro, si Tomas (na inaapod Kambal), si Natanael (na taga Cana sa Galilea), an mga aki ni Zebedeo, asin an duwa pa kan mga disipulo ni Jesus.	Magkakasama noon sina Simon Pedro, si Tomas na tinatawag na Kambal, at si Nathanael na taga-Cana ng Galilea, at ang mga anak ni Zebedeo, at dalawa pa sa kanyang mga alagad.
Nagsabi si Simon Pedro sainda, “Maninira ako.”	Sinabi sa kanila ni Simon Pedro, “Mangingisda ako.” Sinabi nila sa kanya, “Kami ay sasama rin sa iyo.” Sila'y umalis at sumakay sa bangka. Nang gabing iyon ay wala silang nahuli.
Nagsabi sinda, “Maiba kami saimo.” Kaya naglunad sinda sa sakayan, alagad mayo sindang nadakop sagkod mag-aga.	Ngunit nang mag-uumaga na, si Jesus ay tumayo sa tabing-dagat. Subalit hindi nakilala ng mga alagad na iyon ay si Jesus.
Kan nagsisirang na an aldaw, nagtindog si Jesus sa baybayon, alagad dai siya namidbid kan mga disipulo.	Sinabi ni Jesus sa kanila, “Mga anak, mayroon ba kayong nahuling isda?” Sumagot sila sa kanya, “Wala.”
Hinapot sinda ni Jesus, “Mga aki, may nadakop lamang kamo?”	At sinabi niya sa kanila, “Ihulog ninyo ang lambat sa kanang bahagi ng bangka at mayroon kayong makikita.” Inihulog nga nila, at hindi na nila ito mahila dahil sa dami ng mga isda.
Nagsimbag sinda, “Mayo lamang.”	Kaya't ang alagad na minamahal ni Jesus ay nagsabi kay Pedro, “Ang Panginoon iyon.” Kaya't nang marinig ni Simon Pedro na iyon ang Panginoon, ay nagbigkis siya ng kanyang tunika (sapagkat siya'y walang damit), at tumalon sa dagat.
Kaya sinabihan niya sinda, “Itsahan nindo an saindong hikot sa too kan sakayan asin makakadakop kamo.” Kaya initsa ninda an hikot asin dai na ninda ini naguguyod, huli ta kadakul kan sirang nadakop ninda.	Subalit ang ibang alagad ay lumapit sa bangka na hila ang lambat na punô ng isda, sapagkat sila'y hindi malayo sa lupa, kundi halos siyamnapung metro ang layo.
An padangat na disipulo ni Jesus nagsabi ki Pedro, “An Kagurangnan iyan!” Pagkadangog kaini ni Pedro, nagsulot siya nin gubing (huli ta huba siya) dangan luminukso sa tubig.	Nang sila'y makadaong sa lupa, nakakita sila roon ng mga nagbabagang uling, at may isdang nakalagay sa ibabaw, at tinapay.
Idinoong kan ibang mga disipulo an sakayan, guyod an hikot na pano nin sira huli ta bako sindang harayo sa baybayon; mga sanggatos na metro an distansya ninda sa baybayon.	Sinabi sa kanila ni Jesus, “Dalhin ninyo rito ang ilang isdang nahuli ninyo ngayon.”
Pakahawas ninda, nahiling ninda na may baga na duman, na may sira na idinadarang saka may tinapay.	Kaya't si Simon Pedro ay sumampa sa bangka, at hinila ang lambat sa lupa na punô ng malalaking isda, na isandaan at limampu't tatlo, at kahit gayon karami ay hindi nasira ang lambat.
Sinabihan sinda ni Jesus, “Magdara kamo digdi nin nagkapirang sira na bago pa sana nindong madakop.”	Sinabi sa kanila ni Jesus, “Halikayo at mag-almusal.” Sinuman sa mga alagad ay hindi nangahas na siya'y tanungin, “Sino ka?” yamang alam nila na iyon ay ang Panginoon.
Kaya naglunad si Pedro sa sakayan dangan ginuyod sa baybayon an hikot na pano nin darakulang sira—syento singkwenta y tres gabos. Maski kadakul an sira, dai nagisi an hikot.	Lumapit si Jesus, dinampot ang tinapay, at ibinigay sa kanila pati ang isda.
Sinabihan sinda ni Jesus, “Madya asin pamahaw na kamo.” Mayo nin siisay man sa mga disipulo na nangahas maghapot kun siisay siya, huli ta aram ninda na siya an Kagurangnan.	Ito nga ang ikatlong pagpapakita ni Jesus sa mga alagad, pagkatapos na siya'y bumangon mula sa mga patay.
Dangan nagrani si Jesus, kinua an tinapay saka itinao sainda. Siring man an ginibo niya sa sira.	Pagkatapos nilang makapag-almusal, sinabi ni Jesus kay Simon Pedro, “Simon, anak ni Juan, minamahal mo ba ako nang higit kaysa mga ito?” Sinabi niya sa kanya, “Opo, Panginoon, nalalaman mo na minamahal kita.” Sinabi ni Jesus sa kanya, “Pakainin mo ang aking mga kordero.”
Iyo ini an ikatolong pagpahiling ni Jesus sa saiyang mga disipulo poon na mabuhay siya liwat.	Sa ikalawang pagkakataon ay sinabi niya sa kanya, “Simon, anak ni Juan, minamahal mo ba ako?” Sinabi niya sa kanya, “Opo, Panginoon; nalalaman mo na minamahal kita.” Sinabi niya sa kanya, “Alagaan mo ang aking mga tupa.”
Pakapamahaw ninda, naghapot si Jesus ki Simon Pedro, “Simon, aki ni Juan, namomotan mo ako labi pa ki sa mga ini?”	Sinabi niya sa kanya sa ikatlong pagkakataon, “Simon, anak ni Juan, minamahal mo ba ako?” Nalungkot si Pedro sapagkat tatlong ulit nang sinabi sa kanya, “Minamahal mo ba ako?” At sinabi niya sa kanya, “Panginoon, nalalaman mo ang lahat ng mga bagay. Nalalaman mo na minamahal kita.” Sinabi sa kanya ni Jesus, “Pakainin mo ang aking mga tupa.
Nagsimbag siya, “Opo, Kagurangnan, aram mo na namomotan taka.”	Katotohanang sinasabi ko sa iyo, nang ikaw ay bata pa, binibigkisan mo ang iyong sarili at lumalakad ka kung saan mo ibig; ngunit pagtanda mo'y iuunat mo ang iyong mga kamay, at bibigkisan ka ng iba, at dadalhin ka kung saan hindi mo ibig.”
Sinabihan siya ni Jesus, “Pakakana an mga kordero ko.”	Ito'y sinabi niya upang ipahiwatig kung sa anong kamatayan luluwalhatiin niya ang Diyos. At pagkatapos nito ay sinabi niya sa kanya, “Sumunod ka sa akin.”
Hinapot giraray siya ni Jesus, “Simon, aki ni Juan, namomotan mo ako?”	Pagtalikod ni Pedro, nakita niya ang alagad na minamahal ni Jesus na sumusunod. Siya rin iyong nakahilig na malapit kay Jesus sa hapunan at nagsabi, “Panginoon, sino ang magkakanulo sa iyo?”
Nagsimbag siya, “Opo, Kagurangnan, aram mo na namomotan taka.”	Nang makita siya ni Pedro ay sinabi niya kay Jesus, “Panginoon, at paano naman ang taong ito?”
Sinabihan siya ni Jesus, “Atamana an mga karnero ko.”	Sinabi sa kanya ni Jesus, “Kung ibig kong siya'y manatili hanggang sa ako'y dumating ay ano nga sa iyo? Sumunod ka sa akin.”
Ikatolong beses na hinapot siya ni Jesus, “Simon, aki ni Juan, namomotan mo ako?”	Kaya't kumalat ang sabi-sabi sa mga kapatid na ang alagad na iyon ay hindi mamamatay. Subalit hindi sinabi ni Jesus sa kanya na hindi siya mamamatay, kundi, “Kung ibig kong siya'y manatili hanggang sa ako'y dumating ay ano nga sa iyo?”
Namondo si Pedro huli ta hinapot siya ni Jesus nin ikatolong beses kun namomotan niya siya, kaya sinabihan niya si Jesus, “Kagurangnan, aram mo an gabos; aram mong namomotan taka!”	Ito ang alagad na nagpapatotoo sa mga bagay na ito at ang sumulat ng mga ito; at nalalaman namin na ang kanyang patotoo ay tunay.
Sinabihan siya ni Jesus, “Pakakana an sakong mga karnero.	Subalit marami pa ring ibang mga bagay na ginawa si Jesus, na kung susulating isa-isa, sa palagay ko, kahit sa sanlibutan mismo ay hindi magkakasiya ang mga aklat na isusulat.
Ginagalangan kong Teofilo:	Yamang marami ang nagsikap mag-ayos ng isang kasaysayan tungkol sa mga bagay na naganap sa gitna natin,
Dakul na an nagsurat nin maigot dapit sa mga bagay na nangyari sa tahaw nyato.	ayon sa ipinaalam sa atin ng mga taong buhat sa pasimula ay mga saksing nakakita at mga tagapangaral ng salita,
Isinurat ninda an mga bagay na inosip sato kan mga nakahiling kaiyan poon sa kapinonan, asin nagtukdo kan Marahay na Bareta.	ay minabuti ko naman, pagkatapos na siyasating mabuti ang lahat ng mga pangyayari buhat sa pasimula, na sumulat ng isang maayos na salaysay para sa iyo, kagalang-galang na Teofilo,
Ngunyan, ginagalangan na Teofilo, pakatapos kong adalan an gabos poon sa kapinonan, pinagmarahay ko man na isurat an pasurunod-sunod na nangyari para saimo,	upang malaman mo ang katiyakan ng mga bagay na itinuro sa iyo.
tanganing maaraman mo an bilog na katotoohan dapit sa gabos na itinukdo na saimo.	Nang panahon ni Haring Herodes ng Judea, may isang paring ang pangalan ay Zacarias, mula sa pangkat ni Abias. Ang naging asawa niya ay isa sa mga anak na babae ni Aaron na ang pangalan ay Elizabeth.
Kan si Herodes an hade sa Judea, may sarong padi na an ngaran Zacarias na kabilang sa grupo ni Abias. An agom niyang si Isabel gikan man sa kapadian na kapagarakian ni Aaron.	Sila'y kapwa matuwid sa harapan ng Diyos, at nabubuhay na walang kapintasan ayon sa lahat ng mga utos at alituntunin ng Panginoon.
An mag-agom na ini parehong banal; nagkukuyog sinda kan gabos na katogonan asin pagboot nin Kagurangnan.	Subalit wala silang anak, sapagkat baog si Elizabeth at sila'y kapwa matanda na.
Alagad mayo sindang aki huli ta baog si Isabel asin pareho sindang gurang nang marahay.	Samantalang naglilingkod siya sa Diyos bilang pari at ang kanyang pangkat ang nanunungkulan,
Turno kaidto kan mga pading grupo ni Zacarias na maglingkod sa Templo. Sarong aldaw, si Zacarias iyo an padi na naglingkod sa atubang nin Dios.	ayon sa kaugalian ng mga pari, napili siya sa pamamagitan ng palabunutan na pumasok sa templo ng Panginoon at magsunog ng insenso.
Kaugalean nin mga padi na magripa tanganing aramon kun siisay an matutong kan insenso sa altar; asin si Zacarias an napili. Kaya naglaog siya sa templo nin Kagurangnan.	At sa oras ng paghahandog ng insenso, ang napakaraming tao ay nananalangin sa labas.
Sa oras nin pagtutong kan insenso, namimibi sa luwas an dakul na tawo.	Nagpakita sa kanya ang isang anghel ng Panginoon na nakatayo sa gawing kanan ng dambana ng insenso.
Nagpahiling saiya an sarong anghel nin Kagurangnan na nagtitindog sa too kan altar nin insenso.	Nang makita niya ang anghel, nasindak at natakot si Zacarias.
Kan mahiling ni Zacarias an anghel, nakubhanan siya asin inabtan nin makuring takot.	Subalit sinabi sa kanya ng anghel, “Huwag kang matakot, Zacarias, sapagkat pinakinggan ang panalangin mo at ang asawa mong si Elizabeth ay magsisilang sa iyo ng isang anak na lalaki at tatawagin mo siya sa pangalang Juan.
Alagad sinabihan siya kan anghel, “Dai ka matakot, Zacarias! Dinangog nin Dios an pamibi mo; mangangaki nin lalaki an saimong agom, asin Juan an ingangaran mo sa aki.	Ikaw ay magkakaroon ng kaligayahan at kagalakan at marami ang matutuwa sa kanyang pagsilang.
Dakulang kaogmahan an maabot saimo, asin dakul an maoogma sa saiyang pagkamundag,	Sapagkat siya'y magiging dakila sa harapan ng Panginoon, at hindi siya iinom ng alak o matapang na inumin. Siya'y mapupuno ng Espiritu Santo mula pa sa sinapupunan ng kanyang ina.
huli ta siya magigin dakulang tawo sa atubang nin Kagurangnan. Dai siya mainom nin arak o anoman na maisog na inomon. Mapapano siya kan Espiritu Santo maski nasa tulak pa sana siya kan saiyang ina.	Marami sa mga anak ni Israel ang panunumbalikin niya sa Panginoon nilang Diyos.
Kadakul na mga aki nin Israel an ibabalik niya sa Kagurangnan na saindang Dios.	Siya'y lalakad sa unahan niya sa espiritu at kapangyarihan ni Elias, upang papanumbalikin ang mga puso ng mga magulang sa kanilang mga anak, at ang mga suwail sa karunungan ng mga matuwid, upang ihanda ang isang bayang nakalaan sa Panginoon.”
Maeenot siya sa Kagurangnan, may kosog asin kapangyarihan na arog ki Propeta Elias, tanganing an mga ama makiolian sa mga aki, asin tanganing pabalikon an mga tawong masombikal sa kadonongan kan mga matanos. Aandamon niya para sa Kagurangnan an sarong banwaan.”	Sinabi ni Zacarias sa anghel, “Paano ko malalamang gayon nga? Sapagkat ako ay matanda na at ang aking asawa ay puspos na ng mga araw.”
Hinapot ni Zacarias an anghel, “Paano ko maaaraman ini? Gurang na ako asin gurang na an sakong agom?”	At sinagot siya ng anghel, “Ako si Gabriel na tumatayo sa harapan ng Diyos. Ako'y sinugo upang makipag-usap at ipahayag sa iyo itong magandang balita.
Nagsimbag an anghel, “Ako si Gabriel na naglilingkod sa atubang nin Dios. Sinugo ako nganing taraman ka asin darahon saimo an marahay na baretang ini.	Subalit ngayon, sapagkat hindi ka naniwala sa aking mga salita na magaganap sa kanilang kapanahunan, ikaw ay magiging pipi at di makapagsasalita, hanggang sa araw na mangyari ang mga bagay na ito.”
Alagad huli ta dai ka nagtubod sa mga sinabi ko na mangyayari pag-abot kan talaan na panahon, mapopola ka sagkod sa aldaw na maotob an mga itinaram ko saimo.”	Samantala, hinihintay ng mga tao si Zacarias at nagtaka sila sa kanyang pagtatagal sa loob ng templo.
An mga tawo nagparahalat ki Zacarias. Nagngalas sinda huli ta haloyon siya duman sa laog kan templo.	Nang lumabas siya, hindi siya makapagsalita sa kanila. Inakala nila na siya'y nakakita ng isang pangitain sa templo. Siya'y nakipag-usap sa kanila sa pamamagitan ng mga hudyat, at siya'y nanatiling pipi.
Kan magluwas na siya, dai na siya nakakataram, mga senyas na sana an ginamit niya; kaya aram nindang nakahiling siya nin bisyon sa laog kan Templo. Poon kaidto, nagin pola si Zacarias.	Nang matapos na ang mga araw ng kanyang paglilingkod, siya'y umuwi sa kanyang bahay.
Kan tapos na an panahon kan paglingkod ni Zacarias sa Templo, nagpuli siya.	Pagkalipas ng mga araw na ito ay naglihi ang kanyang asawang si Elizabeth. Siya ay nagtago nang limang buwan, na nagsasabi,
Dai nahaloy nangidam an agom niyang si Isabel; dai ini nagluwas-luwas sa harong sa laog nin limang bulan.	“Ganito ang ginawa ng Panginoon sa akin nang mga araw na ako'y kanyang bigyang-pansin upang alisin ang aking kahihiyan sa gitna ng mga tao.”
An sabi ni Isabel, “Ngunyan naherakan ako nin Kagurangnan; ginibo niya ini nganing mahale an kasopogan ko!”	Nang ikaanim na buwan, sinugo ng Diyos ang anghel na si Gabriel sa isang bayan ng Galilea, na tinatawag na Nazaret,
Kan ikaanom nang bulan kan pagbados ni Isabel, an anghel na si Gabriel sinugo nin Dios sa sarong banwaan nin Galilea, na an ngaran Nazaret,	sa isang birheng nakatakdang ikasal sa isang lalaki, na ang pangalan ay Jose, mula sa sambahayan ni David. Ang pangalan ng birhen ay Maria.
sa sarong birhen na ikinasal ki Jose na gikan sa kapagarakian ni David, asin an ngaran kan birhen Maria.	Lumapit ang anghel sa kanya, at sinabi, “Magalak ka, ikaw na pinagpala! Ang Panginoon ay sumasaiyo.”
Nagdolok ki Maria an anghel dangan nagsabi, “An katoninongan mapasaimo, paladan na babae! An Kagurangnan yaon saimo!”	Subalit siya'y lubhang naguluhan sa sinabing iyon at inisip niya sa kanyang sarili kung anong uri ng pagbati kaya ito.
Natikbahan si Maria kan mga tataramon na ini asin pinag-isip-isip niya kun ano an kahulogan kaiyan.	Sinabi sa kanya ng anghel, “Huwag kang matakot, Maria, sapagkat nakatagpo ka ng paglingap sa Diyos.
Kaya sinabihan siya kan anghel, “Dai ka matakot, Maria, huli ta nawiwilihan ka nin Dios.	At ngayon, maglilihi ka sa iyong sinapupunan at magsisilang ka ng isang anak na lalaki, at tatawagin mo siya sa pangalang Jesus.
Mangingidam ka asin mangangaki nin lalaki; Jesus an ingangaran mo saiya.	Siya'y magiging dakila at tatawaging Anak ng Kataas-taasan at ibibigay sa kanya ng Panginoong Diyos ang trono ng kanyang amang si David.
Magigin dakula siya saka aapodon na Aki kan Kahorohalangkaweng Dios. Itatao saiya nin Kagurangnan na Dios an trono ni David na saiyang ginikanan.	Siya'y maghahari sa sambahayan ni Jacob magpakailanman at hindi magwawakas ang kanyang kaharian.”
Maghahade siya sa kapagarakian ni Jacob sagkod lamang; an saiyang kahadean mayo nin kataposan!”	Sinabi ni Maria sa anghel, “Paanong mangyayari ito, samantalang ako'y wala pang nakikilalang lalaki.”
“Paanong mangyari ini ta ako sarong birhen?” an hapot ni Maria.	At sumagot ang anghel sa kanya, “Bababa sa iyo ang Espiritu Santo at lililiman ka ng kapangyarihan ng Kataas-taasan. Kaya't ang batang banal ay tatawaging Anak ng Diyos.
Nagsimbag an anghel, “Mahilig saimo an Espiritu Santo asin lilindongan ka kan kapangyarihan kan Kahorohalangkaweng Dios. Kaya banal an ipapangaki mo na aapodon Aki nin Dios.	Si Elizabeth na iyong kamag-anak ay naglihi rin ng isang anak na lalaki, bagama't siya'y matanda na. Ito ang ikaanim na buwan niya, na dati'y tinatawag na baog.
Natatandaan mo an pinsan mong si Isabel? Pinagsasabi na dai siya mangangaki, alagad nangidam siya maski ngani gurang na nin marahay. Ngunyan anom na bulan na siyang bados,	Sapagkat sa Diyos ay walang salitang hindi mangyayari.”
huli ta mayo nin imposible sa Dios.”	At sinabi ni Maria, “Narito ako na alipin ng Panginoon; mangyari sa akin ang ayon sa iyong salita.” Pagkatapos, iniwan siya ng anghel.
Nagsabi si Maria, “Oripon ako nin Kagurangnan; mangyari logod sako sosog sa saimong tataramon.” Dangan binayaan siya kan anghel.	Nang mga araw na iyon ay tumindig si Maria at nagmadaling pumunta sa isang bayan ng Judea, sa lupaing maburol.
Pakalihis nin nagkapirang aldaw, nag-andam si Maria asin hidaling nagduman sa sarong banwaan sa kabubuldan nin Juda.	Pumasok siya sa bahay ni Zacarias at bumati kay Elizabeth.
Pagdagos niya sa harong ni Zacarias, nagtaong galang siya ki Isabel.	Nang marinig ni Elizabeth ang bati ni Maria, gumalaw ang sanggol sa kanyang sinapupunan at napuno si Elizabeth ng Espiritu Santo.
Pagkadangog ni Isabel kan pagtaong galang ni Maria, huminiro an aki sa tulak niya. Napano kan Espiritu Santo si Isabel,	Sumigaw siya nang malakas at sinabi, “Pinagpala ka sa mga babae, at pinagpala ang bunga ng iyong sinapupunan!
asin nagtaram nin makosog, “Paladan ka sa gabos na babae asin paladan an aki na dinadara mo sa saimong tulak!	Bakit nangyari ito sa akin, na ako ay dapat dalawin ng ina ng aking Panginoon?
Siisay ako na pagsongkoon kan ina nin sakong Kagurangnan?	Sapagkat nang ang tinig ng iyong pagbati ay aking nadinig, gumalaw sa tuwa ang sanggol sa aking sinapupunan.
Huli ta pakadangog ko kan saimong pagtaong galang, huminiro sa kaogmahan an aki sa sakuyang tulak.	Mapalad ang babaing sumampalataya na matutupad ang mga bagay na sinabi sa kanya ng Panginoon.”
Paladan ka ta nagtubod kang maootob an sinabi saimo nin Kagurangnan!”	Sinabi ni Maria,
Nagsabi si Maria,	“Dinadakila ng aking kaluluwa ang Panginoon,
“An sakong puso nag-oomaw sa Kagurangnan;	at nagagalak ang aking espiritu sa Diyos na aking Tagapagligtas.
an sakong kalag nag-oogma sa Dios na sakong Paraligtas;	Sapagkat nilingap niya ang abang kalagayan ng kanyang alipin.
huli ta hiniling niya an kapakumbabaan nin saiyang oripon!	Sapagkat tiyak na mula ngayon ay tatawagin akong mapalad ng lahat ng salinlahi.
Poon ngunyan aapodon akong paladan kan gabos na kapagarakian,	Sapagkat siya na makapangyarihan ay gumawa para sa akin ng mga dakilang bagay
huli ta an Makakamhan guminibo para sako nin dakulang mga bagay;	at banal ang kanyang pangalan.
asin Banal an saiyang ngaran.	Ang kanyang awa ay sa mga natatakot sa kanya
An saiyang pagkaherak yaon sa may pagkatakot saiya,	sa lahat ng sali't-saling lahi.
sa gabos na henerasyon.	Siya'y nagpakita ng lakas sa pamamagitan ng kanyang bisig;
Nagpahiling siya nin kosog nin saiyang kamot,	pinagwatak-watak niya ang mga palalo sa mga haka ng kanilang puso.
winarak niya an mga mapaabaw-abaw sagkod an gabos nindang kaisipan.	Ibinaba niya ang mga makapangyarihan sa kanilang mga trono,
Pinababa niya sa mga trono an mga mapangyari,	at itinaas ang mga may abang kalagayan.
asin ilinangkaw an mga mapakumbaba.	Ang mga gutom ay binusog niya ng mabubuting bagay,
Binasog niya nin mga marahay na bagay an mga nagugutom,	at ang mayayaman ay pinaalis niya na walang dalang anuman.
asin isinubol niya sa kadaihan an mga mayaman.	Tinulungan niya ang Israel na kanyang alipin,
Tinabangan niya an Israel na saiyang banwaan,	bilang pag-alaala sa kanyang kahabagan.
sa paggiromdom kan saiyang pagkaherak,	Tulad nang sinabi niya sa ating mga magulang,
siring sa itinaram niya sa satong mga ginikanan,	kay Abraham at sa kanyang binhi magpakailanman.”
ki Abraham asin sa gabos niyang kapagarakian sagkod pa man.”	Si Maria ay nanatiling kasama niya nang may tatlong buwan, at umuwi siya sa kanyang bahay.
Nag-erok si Maria sa kaibahan ni Isabel sa laog nin mga tolong bulan, dangan nagpuli na siya.	Dumating na kay Elizabeth ang panahon ng panganganak at siya'y nagsilang ng isang anak na lalaki.
Nag-abot an oras kan pangaki ni Isabel, asin nangaki siya nin sarong lalaki.	Nabalitaan ng kanyang mga kapitbahay at mga kamag-anak na nagpakita ang Panginoon ng dakilang awa sa kanya at sila'y nakigalak sa kanya.
Nabaretaan kan saiyang mga kataed asin mga kadugo an dakulang balaog na iwinaras saiya nin Kagurangnan asin nag-ogma sinda sa kaibahan niya.	Nang ikawalong araw ay dumating sila upang tuliin ang sanggol. Siya'y tatawagin sana nila na Zacarias, ayon sa pangalan ng kanyang ama,
Sa ikawalong aldaw kan aki, nagduman sinda tanganing serkomsisyonon siya. Ngangaranan kutana nindang Zacarias an aki, sunod sa ngaran nin saiyang ama,	ngunit sumagot ang kanyang ina at nagsabi, “Hindi. Ang itatawag sa kanya ay Juan.”
alagad nagsabi an saiyang ina, “Bako! Juan an ingangaran saiya.”	At sinabi nila sa kanya, “Wala kang kamag-anak na may ganitong pangalan.”
“Tadaw? Mayo ka man nin kadugo na arog kaiyan an ngaran!” an sabi ninda.	Sinenyasan nila ang kanyang ama, kung ano ang ibig niyang itawag sa sanggol.
Kaya pinasabot ninda an ama kan aki sa paghapot kun ano an boot niyang ingaran sa aki.	Humingi siya ng isang sulatan at kanyang isinulat, “Ang kanyang pangalan ay Juan.” At namangha silang lahat.
Naghagad si Zacarias nin masusuratan asin ini an isinurat niya, “Juan an saiyang ngaran.” Nagngalas sinda gabos!	Biglang nabuksan ang kanyang bibig, nakalaya ang kanyang dila, at siya'y nagsalita na pinupuri ang Diyos.
Kan oras man sanang idto nakataram na liwat si Zacarias; asin inomaw niya an Dios.	Nagkaroon ng takot ang lahat ng nakatira sa palibot nila, at ang lahat ng mga bagay na ito ay pinag-usapan sa buong lupaing maburol ng Judea.
Inabtan nin takot an saindang mga kataed, asin nakalakop sa gabos na kabubuldan nin Juda an bareta dapit sa nangyaring ini.	Lahat ng mga nakarinig ay inilagay ang mga ito sa kanilang puso, na sinasabi, “Magiging ano nga kaya ang batang ito?” Sapagkat ang kamay ng Panginoon ay sumasakanya.
Pinag-isip-isip ini kan gabos na nakadangog; nagsarabi sinda, “Magigin ano daw an aking ini?” Huli ta malinaw na nasa saiya an kapangyarihan nin Kagurangnan.	Si Zacarias na kanyang ama ay napuno ng Espiritu Santo at sinabi ang propesiyang ito,
Napano kan Espiritu Santo si Zacarias na ama ni Juan, asin nagpropesia,	“Purihin ang Panginoon, ang Diyos ng Israel,
“Omawon an Kagurangnan,	sapagkat kanyang dinalaw at tinubos ang kanyang bayan,
an Dios nin Israel!	at nagtaas ng isang sungay ng kaligtasan para sa atin
Huli ta dinalaw niya asin ilinigtas an saiyang banwaan.	sa sambahayan ni David na kanyang lingkod,
