source,reference,translation
"and he shall wipe away every tear from their eyes; and death shall be no more; neither shall there be mourning, nor crying, nor pain, any more: the first things are passed away.","“Masdan ninyo, ang tabernakulo ng Diyos ay nasa mga tao.","At siya'y lilinisin ang bawat luha mula sa kanilang mga mata, at hindi na magkakaroon ng kamatayan, at hindi na magkakaroon ng paghihirap, pagtangis, o sakit. Ang unang mga bagay ay lumipas na."
"even as he chose us in him before the foundation of the world, that we should be holy and without blemish before him in love:","ayon sa pagkapili niya sa atin sa kanya bago itinatag ang sanlibutan, upang tayo'y maging banal at walang dungis sa harapan niya sa pag-ibig.","gaya ng pinili niya sa atin sa kanya bago pa nilikha ang sanlibutan, upang tayo'y maging banal at walang pagkakamali sa harap niya sa pag-ibig."
And fear came on all that dwelt round about them: and all these sayings were noised abroad throughout all the hill country of Judæa.,"Nagkaroon ng takot ang lahat ng nakatira sa palibot nila, at ang lahat ng mga bagay na ito ay pinag-usapan sa buong lupaing maburol ng Judea.","At natatakot ang lahat ng mga naninirahan sa paligid nila, at ang lahat ng mga bagay na ito ay pinagsasalita sa buong bundok na lupain ng Judea."
"For as many as are led by the Spirit of God, these are sons of God.",Sapagkat ang lahat ng pinapatnubayan ng Espiritu ng Diyos ay sila ang mga anak ng Diyos.,Sapagka't ang lahat ng inaakay ng Espiritu ng Diyos ay mga anak ng Diyos.
"And a vision appeared to Paul in the night: There was a man of Macedonia standing, beseeching him, and saying, Come over into Macedonia, and help us.","Nang gabing iyon ay lumitaw ang isang pangitain kay Pablo: may isang lalaking taga-Macedonia na nakatayo at nakikiusap sa kanya na sinasabi, “Tumawid ka patungo sa Macedonia, at tulungan mo kami.”","Sa isang pangitain sa gabi ay nakita ni Pablo ang isang lalaking taga-Macedonia na tumayo at hiniling sa kanya, Sumapit ka sa Macedonia at tulungan mo kami."
These things speak and exhort and reprove with all authority. Let no man despise thee.,Ipahayag mo ang mga bagay na ito. Mangaral ka at sumaway na may buong kapamahalaan. Huwag mong hayaang hamakin ka ng sinuman.,"Ang mga bagay na ito'y inyong ipangaral, patunayan, at babala sa lahat ng kapangyarihan. Huwag kang maibabahala ng sinuman."
"This is that Moses, who said unto the children of Israel, A prophet shall God raise up unto you from among your brethren, like unto me.","Ito'y yaong naroon sa kapulungan sa ilang na kasama ang anghel na nagsalita sa kanya sa Bundok ng Sinai, at kasama ang ating mga ninuno. Tumanggap siya ng mga buháy na aral upang ibigay sa atin.","Ito'y si Moises na nagsabi sa mga anak ng Israel, Ipapadala sa inyo ng Diyos ang isang propeta mula sa inyong mga kapatid na katulad ko."
"So when they got out upon the land, they see a fire of coals there, and fish laid thereon, and bread.","Nang sila'y makadaong sa lupa, nakakita sila roon ng mga nagbabagang uling, at may isdang nakalagay sa ibabaw, at tinapay.","Nang sila'y lumabas sa lupa, nakita nila ang isang apoy ng karbon, at ang isda na nakalalagay doon, at tinapay."
"And it came to pass, when he went into the house of one of the rulers of the Pharisees on a sabbath to eat bread, that they were watching him.","Isang Sabbath, nang pumasok si Jesus sa bahay ng isa sa mga pinuno ng mga Fariseo upang kumain, kanilang minamatyagan siya.","Nang pumasok siya sa bahay ng isa sa mga pinuno ng mga Pariseo sa isang araw ng Sabbath upang kumain ng tinapay, siya'y tinitingnan nila."
"For as I passed along, and observed the objects of your worship, I found also an altar with this inscription, TO AN UNKNOWN GOD. What therefore ye worship in ignorance, this I set forth unto you.","Ang Diyos na gumawa ng sanlibutan at ng lahat ng mga bagay na naririto, siya na Panginoon ng langit at ng lupa, ay hindi tumitira sa mga templong ginawa ng tao;","Sapagka't nang ako'y lumilipad at tumingin sa mga bagay na inyong kinikilala, natagpuan ko rin ang isang altar na may nakasulat na, Kaya sa isang Hindi Kilalaang Diyos. Kaya't kung ano ang inyong sinasamba nang hindi ninyo nalalaman, ito ang sinasabi ko sa inyo."
Thus Paul went out from among them.,"Subalit sumama sa kanya ang ilang mga tao at nanampalataya. Isa sa kanila si Dionisio na taga-Areopago, at ang isang babaing ang pangalan ay Damaris at iba pang mga kasama nila.",Kaya't lumabas si Pablo sa gitna nila.
"Epaphras, who is one of you, a servant of Christ Jesus, saluteth you, always striving for you in his prayers, that ye may stand perfect and fully assured in all the will of God.","Binabati kayo ni Epafras, na isa sa inyo, na alipin ni Cristo Jesus, na siyang laging nagsisikap para sa inyo sa kanyang pananalangin, upang kayo'y tumayong sakdal at lubos na nakakatiyak sa lahat ng kalooban ng Diyos.","Binabati kayo ni Epafras, na isa sa inyo, isang alipin ni Cristo Jesus, na laging nagsisikap para sa inyo sa kanyang mga panalangin, upang kayo'y tumayo nang ganap at lubos na matatag sa lahat ng kalooban ng Diyos."
"Therefore, if I come, I will bring to remembrance his works which he doeth, prating against us with wicked words: and not content therewith, neither doth he himself receive the brethren, and them that would he forbiddeth and casteth them out of the church.","Kaya't pagdating ko riyan, ay ipapaalala ko ang kanyang mga ginagawa, na nagsasalita ng masasamang salita laban sa amin. At hindi pa nasisiyahan sa ganito, hindi niya tinatanggap ang mga kapatid, at hinahadlangan ang mga nagnanais tumanggap sa kanila at pinapalayas sila sa iglesya.","Kaya't kung ako'y dumating, alalahanin ko ang kanyang mga gawa, na ginagawa niya, na nagsasalita tungkol sa amin ng mga maliliit na salita; at hindi siya sapat sa mga ito, at siya mismo ay hindi tumatanggap ng mga kapatid, at ang mga nais niyang ipinapahintulot at ipinapalabas sila sa iglesya."
"And one of the four living creatures gave unto the seven angels seven golden bowls full of the wrath of God, who liveth for ever and ever.",Sinong hindi matatakot,"At binigyan ng isa sa apat na mabubuhay ang pitong anghel ng pitong baso ng ginto na puno ng galit ng Diyos, na nabubuhay magpakailanman."
"And he saith unto them, My soul is exceeding sorrowful even unto death: abide ye here, and watch.","Sinabi niya sa kanila, “Ako'y lubhang nalulungkot, hanggang sa kamatayan; manatili kayo rito at manatiling gising.”","Sinabi niya sa kanila, Ang aking kaluluwa ay labis na nagdurusa hanggang sa kamatayan. Manatili kayo dito at magbantay."
"One only is the lawgiver and judge, even he who is able to save and to destroy: but who art thou that judgest thy neighbor?","Iisa ang tagapagbigay ng kautusan at hukom, siya na may kapangyarihang magligtas at pumuksa. Kaya, sino ka na humahatol sa iyong kapwa?","Isa lamang ang tagapagbigay ng kautusan at hukom, siya na maaaring magligtas at magparusa; ngunit sino ka na naghuhusga sa iyong kapuwa?"
"And behold, Jesus met them, saying, All hail. And they came and took hold of his feet, and worshipped him.","At doo'y sinalubong sila ni Jesus, na nagsasabi, “Kapayapaan ay sumainyo.” At paglapit nila sa kanya ay niyakap ang kanyang mga paa at siya'y sinamba.","At narito'y tinatagan sila ni Jesus, na sinasabi, Halo sa lahat. At sila'y dumating at kinuha ang kanyang mga paa at nagdarasal sa kanya."
"Thomas therefore, who is called Didymus, said unto his fellow-disciples, Let us also go, that we may die with him.","Si Tomas na tinatawag na Kambal ay nagsabi sa mga kapwa niya alagad, “Pumunta rin tayo upang mamatay na kasama niya.”","Kaya't sinabi ni Tomas, na tinatawag na Didimo, sa kanyang mga kasama na alagad, Magpunta rin tayo upang mamatay kasama niya."
"knowing that he that raised up the Lord Jesus shall raise up us also with Jesus, and shall present us with you.","na aming nalalaman na ang bumuhay sa Panginoong Jesus ay siya ring bubuhay sa amin na kasama ni Jesus, at dadalhin kaming kasama ninyo sa kanyang harapan.","Sapagka't nalalaman namin na ang binuhay ng Panginoon na si Jesus ay binuhay din kami kasama ni Jesus, at ipapatayo kami kasama ninyo."
"I thank God, whom I serve from my forefathers in a pure conscience, how unceasing is my remembrance of thee in my supplications, night and day","Nagpapasalamat ako sa Diyos, na aking pinaglilingkuran na may malinis na budhi gaya ng aking mga ninuno, kapag lagi kitang naaalala sa aking mga panalangin gabi't araw.","Ako'y nagpapasalamat sa Diyos, na pinaglilingkuran ko sa malinis na budhi tulad ng mga ninuno ko, na hindi ako nagtatigil sa pag-alala sa iyo sa aking mga panalangin, gabi at araw,"
"And he answered and said unto them, Unto you it is given to know the mysteries of the kingdom of heaven, but to them it is not given.","Sumagot siya at sinabi sa kanila, “Sapagkat sa inyo ipinagkaloob na malaman ang mga hiwaga ng kaharian ng langit, ngunit hindi ipinagkaloob sa kanila.","At siya'y sumagot at sinabi sa kanila, Sa inyo ay ibinigay upang malaman ang mga lihim ng kaharian ng langit, ngunit sa kanila ay hindi ibinigay."
"For John said unto him, It is not lawful for thee to have her.","Sapagkat sinabi ni Juan sa kanya, “Hindi ipinahihintulot sa iyo na angkinin mo siya.”","Sapagka't sinabi sa kanya ni Juan, Hindi karapat-dapat sa iyo na magkaroon siya."
"And it came to pass when Jesus had finished these words, he departed from Galilee, and came into the borders of Judæa beyond the Jordan;","Nang matapos ni Jesus ang mga pananalitang ito, umalis siya sa Galilea at nagtungo sa mga nasasakupan ng Judea sa dakong ibayo ng Jordan.","Nang matapos ni Jesus ang mga salitang ito, siya'y umalis sa Galilea at dumating sa mga hangganan ng Judea sa kabilang bahagi ng Jordan."
"For how many soever be the promises of God, in him is the yea: wherefore also through him is the Amen, unto the glory of God through us.","Sapagkat ang lahat ng mga pangako ng Diyos sa kanya ay “Oo.” Kaya't sa pamamagitan niya ay aming sinasambit ang “Amen,” sa ikaluluwalhati ng Diyos.","Sapagka't kahit gaano karaming mga pangako ng Diyos, sa kaniya ay ang oo. Kaya't sa pamamagitan niya rin ay ang Amen, upang sa kaluwalhatian ng Diyos sa pamamagitan namin."
"But the eleven disciples went into Galilee, unto the mountain where Jesus had appointed them.","Samantala, ang labing-isang alagad ay pumunta sa Galilea, sa bundok na itinuro sa kanila ni Jesus.","Ngunit ang labing-isang mga alagad ay pumunta sa Galilea, sa bundok kung saan sila'y tinukoy ni Jesus."
"And the seventh poured out his bowl upon the air; and there came forth a great voice out of the temple, from the throne, saying, It is done:",at nilait nila ang Diyos ng langit dahil sa kanilang mga hirap at sa kanilang mga sugat; at hindi sila nagsisi sa kanilang mga gawa.,"Ang ikapitong anghel ay nagbubuhos ng kanyang supot sa hangin, at nagkaroon ng malakas na boses mula sa templo mula sa trono na nagsasabi, Natapos na!"
"And when eight days were fulfilled for circumcising him, his name was called JESUS, which was so called by the angel before he was conceived in the womb.","Makaraan ang walong araw, dumating ang panahon upang tuliin ang bata. Tinawag siyang Jesus, ang pangalang ibinigay ng anghel bago siya ipinaglihi sa sinapupunan.","Nang matapos ang walong araw ng pagputol ng bata, ang kaniyang pangalan ay Jesus, gaya ng ipinangalan ng anghel bago siya ay ipinanganak."
"Father, glorify thy name. There came therefore a voice out of heaven, saying , I have both glorified it, and will glorify it again.","Ama, luwalhatiin mo ang iyong pangalan.” At dumating ang isang tinig mula sa langit, “Niluwalhati ko na, at muli kong luluwalhatiin.”","Ama, ihayag mo ang iyong pangalan.  Kaya't may isang tinig mula sa langit na nagsasabi, Ipinadayag ko na ito, at ipadayag ko na muli."
"I am the vine, ye are the branches: He that abideth in me, and I in him, the same beareth much fruit: for apart from me ye can do nothing.","Ako ang puno ng ubas, kayo ang mga sanga. Ang nananatili sa akin at ako'y sa kanya ay siyang nagbubunga ng marami. Sapagkat kung kayo'y hiwalay sa akin ay wala kayong magagawa.","Ako ang puno ng ubas, kayo ang mga sanga. Ang mananatili sa akin at ako sa kanya ay nagbubunga ng maraming bunga, sapagkat kung wala ako ay wala kayong magagawa."
"After these things came Jesus and his disciples into the land of Judæa; and there he tarried with them, and baptized.","Pagkatapos ng mga bagay na ito, si Jesus at ang kanyang mga alagad ay pumunta sa lupain ng Judea. Doon ay nanatili siyang kasama nila at nagbabautismo.","Pagkatapos ng mga bagay na ito ay dumating si Jesus at ang kanyang mga alagad sa lupain ng Judea, at siya'y nanatili doon sa kanila at nagpabautismo."
Now they know that all things whatsoever thou hast given me are from thee:,Ngayon ay nalalaman nila na ang lahat ng mga bagay na ibinigay mo sa akin ay mula sa iyo;,Ngayon ay nalalaman nila na lahat ng mga bagay na ibinigay mo sa akin ay mula sa iyo.
"Not that which entereth into the mouth defileth the man; but that which proceedeth out of the mouth, this defileth the man.","Hindi ang pumapasok sa bibig ang nagpaparumi sa tao, kundi ang lumalabas sa bibig ang nagpaparumi.”","Hindi ang pumasok sa bibig ay nakakahugaw sa tao, kundi ang lumabas sa bibig ay nakakahugaw sa tao."
"not because we have not the right, but to make ourselves an ensample unto you, that ye should imitate us.","Hindi dahil sa kami ay walang karapatan, kundi upang maibigay namin ang aming mga sarili sa inyo bilang huwaran na dapat tularan.","Hindi dahil wala kaming karapatang gawin ito, kundi upang maging halimbawa kami sa inyo, upang kayo'y sundin kami."
"let no man beguile you in any wise: for it will not be , except the falling away come first, and the man of sin be revealed, the son of perdition,","Huwag kayong padaya kanino man sa anumang paraan, sapagkat ito'y hindi darating malibang maunang maganap ang pagtalikod, at mahayag ang taong makasalanan, ang anak ng kapahamakan.","Huwag kayong maliligawan ng sinuman sa anumang paraan. Sapagka't hindi ito mangyayari maliban kung unang dumating ang kalungkutan, at ang tao ng kasalanan ay ipinahayag, ang anak ng kalungkutan,"
"The God that made the world and all things therein, he, being Lord of heaven and earth, dwelleth not in temples made with hands;","ni hindi rin naman siya pinaglilingkuran ng mga kamay ng tao, na para bang mayroon siyang kailangan, yamang siya ang nagbibigay sa lahat ng tao ng buhay at ng hininga, at ng lahat ng bagay na ito.","Ang Diyos na gumawa ng sanlibutan at ng lahat ng mga bagay sa kanya, na siya'y Panginoon ng langit at lupa, ay hindi naninirahan sa mga templo na ginawa ng mga kamay;"
"and not for the nation only, but that he might also gather together into one the children of God that are scattered abroad.","at hindi para sa bansa lamang, kundi upang tipunin niya sa iisa ang mga anak ng Diyos na nagkahiwa-hiwalay.","at hindi lamang para sa bansang iyon, kundi upang magtipon din niya sa isa ang mga anak ng Diyos na sumasaklaw."
"And they smote his head with a reed, and spat upon him, and bowing their knees worshipped him.","Hinampas nila ang kanyang ulo ng isang tungkod, dinuraan siya at lumuhod sa harapan niya.","At sila'y pumutok sa kaniyang ulo ng isang tungkod, at sila'y nagbubo sa kanya, at sumuko sa kanyang mga tuhod at nagsamba sa kanya."
"And there came also publicans to be baptized, and they said unto him, Teacher, what must we do?","Dumating din ang mga maniningil ng buwis upang magpabautismo at sinabi nila sa kanya, “Guro, ano ang dapat naming gawin?”","Dumating din ang mga tagapagbayad ng buwis upang magpabautismo, at sinabi nila sa kanya, Magturutdo, ano ang gagawin namin?"
"And Jesus answering saith unto them, Have faith in God.","At sumagot si Jesus sa kanila, “Magkaroon kayo ng pananampalataya sa Diyos.","At sumagot si Jesus sa kanila, Magpatibay kayo sa Diyos."
"having blotted out the bond written in ordinances that was against us, which was contrary to us: and he hath taken it out of the way, nailing it to the cross;","na pinawi ang sulat-kamay na laban sa atin na nasa mga tuntuning salungat sa atin, at ito'y kanyang inalis at ipinako sa krus.","na binago niya ang lihim na nakasulat laban sa atin, na laban sa atin, at iniwan niya ito sa daan, sa pamamagitan ng pagbubukod nito sa krus;"
"And the multitudes asked him, saying, What then must we do?","Tinanong siya ng maraming tao, “Ano ngayon ang dapat naming gawin?”","At tinanong siya ng karamihan, na sinasabi, Ano ba ang dapat nating gawin?"
"And they went, and found as he had said unto them: and they made ready the passover.","At humayo sila, at natagpuan ito ayon sa sinabi niya sa kanila, at inihanda nila ang Paskuwa.","Sila'y nagpunta at natagpuan ang lahat ng sinabi niya sa kanila, at sila'y naghanda ng Paskuwa."
"And he said, Take heed that ye be not led astray: for many shall come in my name, saying, I am he ; and, The time is at hand: go ye not after them.","At sinabi niya, “Mag-ingat kayo na hindi kayo mailigaw, sapagkat marami ang darating sa aking pangalan, na magsasabi, ‘Ako siya!’ at, ‘Malapit na ang panahon!’ Huwag kayong sumunod sa kanila.","Sinabi niya, Mag-ingat kayo na huwag kayo'y maliligaw. Sapagkat marami ang darating sa aking pangalan na nagsasabi, Ako ang siya, at Ang oras ay malapit na. Huwag kayong sumunod sa kanila."
"because that, knowing God, they glorified him not as God, neither gave thanks; but became vain in their reasonings, and their senseless heart was darkened.","sapagkat kahit kilala nila ang Diyos, siya ay hindi nila niluwalhati bilang Diyos, ni pinasalamatan man, kundi naging walang kabuluhan sa kanilang mga pangangatuwiran at ang mga puso nilang walang katuturan ay nagdilim.","Sapagka't nang makilala nila ang Diyos, hindi nila siya ipinagmamalaki bilang Diyos, ni nagpapasalamat, kundi naging walang kabuluhan ang kanilang mga pag-iisip, at ang kanilang walang-pag-iisip na puso ay naging madilim."
"And when they had crucified him, they parted his garments among them, casting lots;","At nang siya'y maipako nila sa krus, pinaghati-hatian nila ang kanyang mga damit sa pamamagitan ng palabunutan.","At nang siya'y iilan niya sa krus, pinaghahati nila ang kanyang mga damit sa kanilang mga sarili, na naglalagay ng mga suot."
"The God of our fathers raised up Jesus, whom ye slew, hanging him on a tree.","Ibinangon ng Diyos ng ating mga ninuno si Jesus, na inyong pinatay nang ibitin siya sa isang punungkahoy.",Binuhay ng Diyos ng ating mga magulang si Jesus na pinatay ninyo sa pamamagitan ng pagbitay sa isang kahoy.
"Even as it is written, Jacob I loved, but Esau I hated.","Gaya ng nasusulat,","Tulad ng nakasulat, Ako'y nagmamahal kay Jacob, ngunit ako'y nagdumot kay Esau."
"And there arose a great clamor: and some of the scribes of the Pharisees’ part stood up, and strove, saying, We find no evil in this man: and what if a spirit hath spoken to him, or an angel?","Pagkatapos ay nagkaroon ng malakas na sigawan, at tumindig ang ilan sa mga eskriba na kakampi ng mga Fariseo, at mainitang nagtalo na sinasabi, “Wala kaming makitang anumang kasalanan sa taong ito. Ano nga kung siya'y kinausap man ng isang espiritu, o ng isang anghel?”","Nang magkagayo'y nagkaroon ng malaking sumisimba, at tumayo ang ilan sa mga eskriba na kabilang sa hugis ng mga Fariseo, at nagsasabing, Hindi namin natagpuan ang anumang masama sa taong ito. At paano kung nagsasalita sa kanya ang isang espiritu o isang anghel?"
"And the Pharisees and their scribes murmured against his disciples, saying, Why do ye eat and drink with the publicans and sinners?","Nagbulung-bulungan ang mga Fariseo at ang kanilang mga eskriba laban sa kanyang mga alagad na sinasabi, “Bakit kayo'y kumakain at umiinom na kasalo ng mga maniningil ng buwis at ng mga makasalanan?”","At ang mga Fariseo at ang kanilang mga eskriba ay nagsisigaw sa kanyang mga alagad, na sinasabi, Bakit kayo'y kumakain at uminom kasama ng mga tumatanggap ng buwis at mga makasalanan?"
"And when he said, From strangers, Jesus said unto him, Therefore the sons are free.","Kaya't nang sabihin niya, “Sa ibang tao,” ay sinabi sa kanya ni Jesus, “Kung gayo'y hindi na pinagbabayad ang mga anak.","Nang sabihin niya, Sa mga estranghero, Si Jesus ay nagsabi sa kanya, Kung gayon ang mga anak ay malaya."
"I am afraid of you, lest by any means I have bestowed labor upon you in vain.",Ako'y natatakot na nagpagal ako sa inyo nang walang kabuluhan.,"Natatakot ako sa inyo, baka walang kabuluhan ang aking pinaghirapan sa inyo."
to the saints and faithful brethren in Christ that are at Colossæ: Grace to you and peace from God our Father.,Sa mga banal at tapat na mga kapatid kay Cristo na nasa Colosas: Sumainyo nawa ang biyaya at kapayapaang mula sa Diyos na ating Ama.,sa mga banal at tapat na mga kapatid kay Cristo na nasa Colosas. Ang biyaya at kapayapaan mula sa Diyos na ating Ama ay sa inyo.
"And into whatsoever city ye enter, and they receive you, eat such things as are set before you:",At sa alinmang bayan kayo pumasok at kayo'y kanilang tanggapin ay kainin ninyo ang anumang inihahain sa inyo.,"At kung papasok kayo sa anumang bayan at kayo'y tanggapin nila, kanin ninyo ang mga bagay na inilagay sa inyo."
"for we take thought for things honorable, not only in the sight of the Lord, but also in the sight of men.","At hindi lamang iyon, kundi siya ay hinirang ng mga iglesya na maglakbay na kasama namin ukol sa biyayang ito na aming pinangangasiwaan, sa ikaluluwalhati ng Panginoon, at upang ipakita ang aming pagnanais.","Sapagka't iniisip namin ang mga bagay na may karangalan, hindi lamang sa paningin ng Panginoon, kundi sa paningin din ng mga tao."
But let the brother of low degree glory in his high estate:,"Ngunit ang kapatid na hamak ay hayaang magmalaki sa kanyang pagkakataas,",Ngunit ang kapatid na mababa ay magmamalaki sa kanyang mataas na posisyon.
"Here is the patience of the saints, they that keep the commandments of God, and the faith of Jesus.","Narito ang panawagan para sa pagtitiis ng mga banal, sa mga tumutupad sa mga utos ng Diyos, at humahawak ng matatag sa pananampalataya ni Jesus.","Narito ang pagtitiis ng mga banal, ang mga sumusunod sa mga utos ng Diyos, at ang pananampalataya kay Jesus."
"But when Timothy came even now unto us from you, and brought us glad tidings of your faith and love, and that ye have good remembrance of us always, longing to see us, even as we also to see you;","Ngunit si Timoteo ay dumating na sa amin mula sa inyo, at nagdala sa amin ng magandang balita tungkol sa inyong pananampalataya at pag-ibig. Sinabi rin niya sa amin na lagi ninyo kaming naaalala at nananabik na makita kami na gaya naman namin na nananabik na makita kayo.","Ngunit ngayon ay dumating sa amin si Timoteo mula sa inyo at nagdala sa amin ng mabuting balita tungkol sa inyong pananampalataya at pag-ibig, at sa inyong laging magagandang alaala tungkol sa amin, na nagnanais na makita kami, gaya rin ng pagnanais naming makita kayo."
For I reckon that the sufferings of this present time are not worthy to be compared with the glory which shall be revealed to us-ward.,Itinuturing ko na ang pagtitiis sa panahong kasalukuyan ay hindi karapat-dapat maihambing sa kaluwalhatiang mahahayag sa atin.,"Sapagkat sa aking palagay, ang mga paghihirap ng panahong ito ay hindi karapat-dapat na ikukumpara sa kaluwalhatian na ipapahayag sa atin."
"I now rejoice, not that ye were made sorry, but that ye were made sorry unto repentance; for ye were made sorry after a godly sort, that ye might suffer loss by us in nothing.","Ngayon, ako'y nagagalak hindi sapagkat kayo'y nalungkot, kundi sapagkat kayo'y nalungkot tungo sa pagsisisi, sapagkat kayo'y pinalumbay nang naaayon sa Diyos, upang kayo'y huwag magdusa ng kalugihan sa pamamagitan namin.","Ngayon ako'y nagmamaligayang, hindi dahil kayo'y nasasaktan, kundi dahil kayo'y nasasaktan upang magbabalik kayo. Sapagkat kayo'y nasasaktan ayon sa kabutihan ng Diyos, upang kayo'y hindi manalo sa anumang bagay mula sa amin."
"And when we had sailed slowly many days, and were come with difficulty over against Cnidus, the wind not further suffering us, we sailed under the lee of Crete, over against Salmone;","Marahan kaming naglayag nang maraming araw at may kahirapan kaming nakarating sa tapat ng Cnido. Nang hindi kami pinahintulutan ng hanging makasulong pa, naglayag kami na nanganganlong sa Creta, sa tapat ng Salmone.","At pagkatapos naming maglakad nang mabagal sa loob ng maraming araw, at sa kahirapan ay dumating kami laban kay Cnidus, at hindi na kami nasasaktan ng hangin, kami'y naglayag sa ilalim ng liog ng Creta laban kay Salmon."
"But we all, with unveiled face beholding as in a mirror the glory of the Lord, are transformed into the same image from glory to glory, even as from the Lord the Spirit.","At tayong lahat, na walang talukbong ang mukha, na nakikita ang kaluwalhatian ng Panginoon gaya ng sa isang salamin, ay nababago sa gayunding larawan, mula sa kaluwalhatian tungo sa kaluwalhatian, sapagkat ito ay mula sa Panginoon na siyang Espiritu.","Ngunit tayo'y lahat, na may mga mukha na hindi natatakpan at nakikita ang kaluwalhatian ng Panginoon na parang sa salamin, ay nagbabago sa parehong larawan mula sa kaluwalhatian hanggang sa kaluwalhatian, gaya ng galing sa Panginoon na Espiritu."
"And into whatsoever city or village ye shall enter, search out who in it is worthy; and there abide till ye go forth.","Sa alinmang bayan o nayon kayo makapasok, hanapin ninyo kung sino roon ang karapat-dapat; at makitira kayo sa kanya hanggang sa inyong pag-alis.","At sa anumang bayan o bayan na inyong sasakay, hanapin ninyo kung sino ang karapat-dapat roon, at manatili kayo roon hanggang sa inyong umalis."
"For unto every one that hath shall be given, and he shall have abundance: but from him that hath not, even that which he hath shall be taken away.","Sapagkat ang bawat mayroon ay bibigyan at siya'y magkakaroon ng kasaganaan, ngunit ang wala, pati ang nasa kanya ay kukunin.","Sapagka't ang bawa't may, ay ibibigay, at siya'y magkakaroon ng kasaganaan; ngunit sa taong walang, kahit ang mayroon siya ay kukuha."
"And we have sent with them our brother, whom we have many times proved earnest in many things, but now much more earnest, by reason of the great confidence which he hath in you.",Iniiwasan namin ito upang huwag kaming sisihin tungkol sa kasaganaang ito na aming pinangangasiwaan;,"Kasabay nila ay ipinadala namin ang aming kapatid na maraming beses naming sinubukan na masigasig sa maraming bagay, ngunit mas masigasig na ngayon dahil sa malaking pagtitiwala niya sa inyo."
"because if our heart condemn us, God is greater than our heart, and knoweth all things.","tuwing hahatulan tayo ng ating puso; sapagkat ang Diyos ay higit na dakila kaysa ating puso, at nalalaman niya ang lahat ng mga bagay.","Sapagka't kung tayo'y sinisisi ng ating puso, ang Diyos ay mas malaki kaysa sa ating puso, at alam niya ang lahat ng bagay."
"except it be for this one voice, that I cried standing among them, Touching the resurrection of the dead I am called in question before you this day.","O kaya'y hayaan ang mga tao ring ito na magsabi kung anong masamang gawa ang natagpuan nila nang ako'y tumayo sa harapan ng Sanhedrin,","maliban sa isang boses na ito, na ako'y sumisigaw habang nakatayo sa gitna nila, Kahit tungkol sa pagkabuhay-muli ng mga patay ako'y hinihingi sa inyo ngayon."
"And he said, Jesus, remember me when thou comest in thy kingdom.","At sumagot siya, “Katotohanang sinasabi ko sa iyo, ngayon ikaw ay makakasama ko sa Paraiso.”","Sinabi niya, Jesus, alalahanin mo ako kapag dumating ka sa iyong kaharian."
"and when they had hoisted it up, they used helps, under-girding the ship; and, fearing lest they should be cast upon the Syrtis, they lowered the gear, and so were driven.","Nang maitaas na ito, gumawa sila ng paraan upang matalian ng lubid ang barko. Dahil sa takot na baka sila mapapadpad sa Sirte, ibinaba nila ang mga layag at sa gayo'y naanod sila.","At nang ilagay nila ito, ginamit nila ang mga tulong sa ilalim ng barko, at dahil sa takot na sila'y maibaba sa mga Sirtis, inilabas nila ang mga kagamitan, at sa gayon sila'y sinasakay."
"Two men went up into the temple to pray; the one a Pharisee, and the other a publican.","“Dalawang lalaki ang pumunta sa templo upang manalangin. Ang isa'y Fariseo, at ang isa'y maniningil ng buwis.","Ang dalawang tao ay sumakay sa templo upang magdasal, ang isa ay isang Fariseo, at ang isa ay isang buwis."
And we indeed justly; for we receive the due reward of our deeds: but this man hath done nothing amiss.,"Sinabi niya, “Jesus, alalahanin mo ako, pagdating mo sa iyong kaharian.”","At tayo'y tunay na may katarungan, sapagkat tayo'y tumatanggap ng karapat-dapat na gantimpala sa ating mga gawa; ngunit walang masama ang ginawa ng taong ito."
"For,","Sapagkat,","Sapagkat,"
"Ye lust, and have not: ye kill, and covet, and cannot obtain: ye fight and war; ye have not, because ye ask not.","Kayo'y naghahangad, at kayo'y wala; kayo'y pumapatay at kayo'y nag-iimbot at kayo'y hindi nagkakamit. Kayo'y nag-aaway at nagdidigmaan. Kayo'y wala, sapagkat hindi kayo humihingi.","Kayo'y nagnanais, at hindi kayo nakakakuha; kayo'y namamatay, at kayo'y nagnanais, at hindi kayo makakakuha; kayo'y naglalaban at naglalaban; kayo'y hindi nakakakuha, sapagkat kayo'y hindi humihingi."
"At an acceptable time I hearkened unto thee,","“Sa panahong kanais-nais ay pinakinggan kita,","Sa tamang panahon ay tinignan ko ka,"
"My manner of life then from my youth up, which was from the beginning among mine own nation and at Jerusalem, know all the Jews;","“Ang aking pamumuhay mula sa aking pagkabata, na simula pa'y ginugol ko na sa aking bansa at sa Jerusalem, ay nalalaman ng lahat ng mga Judio.","Ang aking pamumuhay mula sa aking pagkabata hanggang sa simula sa aking bansa at sa Jerusalem ay kilala ng lahat ng mga Judio,"
"Let your speech be always with grace, seasoned with salt, that ye may know how ye ought to answer each one.","Ang inyong pananalita nawa'y laging may biyaya, na may timplang asin, upang inyong malaman kung paano ninyo dapat sagutin ang bawat isa.","Ang inyong mga pananalita ay laging may kagandahan, na may asin, upang malaman ninyo kung paano kayo dapat sumagot sa bawat isa."
