source,reference,translation
Enroll the Levites by their households and their clans. You will enroll all the males over one month old.,"“Bilangin mo ang mga anak ni Levi, ayon sa mga sambahayan ng kanilang mga ninuno, at mga angkan; bawat lalaki mula isang buwang gulang pataas ay bibilangin mo.”","Ibilang mo ang mga Levita ayon sa kanilang mga sambahayan, ayon sa kanilang mga pamilya, ayon sa kanilang mga pamilya; ang lahat ng lalaki mula sa isang buwan hanggang sa isang buwan ay ibilang mo."
"So Saul sent messengers to Jesse to say, “Send me your son David, the one who keeps the sheep.”","Tuwing ang masamang espiritu mula sa Diyos ay darating kay Saul, kinukuha ni David ang alpa at tinutugtog ng kanyang kamay, at nagiginhawahan si Saul at ang masamang espiritu ay umaalis sa kanya.","Kaya't si Saul ay nagpadala ng mga mensahero kay Jesse, na nagsasabi, Ipadala mo sa akin si David na iyong anak, na tagapagpastol ng mga tupa."
They will do these things because they don’t know the Father or me.,At ang mga bagay na ito'y gagawin nila sapagkat hindi nila nakikilala ang Ama o ako man.,Gagawin nila ang mga bagay na ito sapagkat hindi nila nakilala ang Ama o ako.
But their minds were closed. Right up to the present day the same veil remains when the old covenant is read. The veil is not removed because it is taken away by Christ.,"Subalit ang kanilang mga pag-iisip ay tumigas, sapagkat hanggang sa araw na ito, kapag kanilang binabasa ang lumang tipan, ang dating talukbong ay nananatiling hindi itinataas, sapagkat tanging sa pamamagitan ni Cristo ito inaalis.","Ngunit ang kanilang mga isipan ay nakatigil, sapagkat hanggang sa ngayon, kapag binabasa ang lumang tipan, ang lambing na ito ay nananatiling sama-sama, na hindi babawi dahil kay Cristo."
Jacob kissed Rachel and wept aloud.,"sinabi sa kanya ni Laban, “Talagang ikaw ay aking buto at aking laman.” At siya'y tumigil doong kasama niya ng isang buwan.",Si Jacob ay nagmumusuhan kay Raquel at umiiyak nang malakas.
"He has become a priest by the power of a life that can’t be destroyed, rather than a legal requirement about physical descent.","na naging pari, hindi ayon sa itinatakda ng batas na ukol sa laman, kundi ayon sa kapangyarihan ng isang buhay na hindi mapupuksa.","Siya'y naging pari sa pamamagitan ng kapangyarihan ng isang buhay na hindi mawawala, at hindi ayon sa utos ng kautusan tungkol sa binhi ng laman."
"When I saw that you weren’t going to rescue me, I risked my own life and crossed over against the Ammonites, and the LORD handed them over to me. So why have you marched against me today to fight me?”","Nang makita ko na ako'y hindi ninyo iniligtas ay inilagay ko ang aking buhay sa aking kamay. Ako'y tumawid laban sa mga anak ni Ammon, at sila'y ibinigay ng Panginoon sa aking kamay. Bakit kayo umahon dito sa akin sa araw na ito upang makipaglaban sa akin?”","Nang makita ko na hindi ninyo ako tatanggapin, ako'y nagsakripisyo ng aking buhay at lumipat laban sa mga anak ni Ammon, at ibinigay sa akin ng Panginoon ang mga ito. Kaya bakit kayo'y sumakay laban sa akin sa araw na ito upang labanan ako?"
“ Judgment is mine; I will pay people back. ”,Isang kakilakilabot na bagay ang mahulog sa mga kamay ng Diyos na buháy.,"Sa akin ang paghatol, at ako ang magbabayad."
"the LORD will overwhelm you and your descendants with severe and chronic afflictions, and with terrible and untreatable sicknesses.","kung magkagayo'y ipapadala ng Panginoon sa inyo at sa inyong mga anak ang di-pangkaraniwang kahirapan, matindi at walang katapusan, at malubhang karamdaman na tumatagal.",ang Panginoon ay tatakbo sa iyo at sa iyong mga anak ng mga kapighatian at ng mga sakit na mapanganib at hindi maiiwasan.
"The land, however, will be apportioned by lot. They will inherit according to the names of their ancestral tribes.","Ito ang mga nabilang sa mga Levita ayon sa kanilang mga angkan: kay Gershon, ang angkan ng mga Gershonita; kay Kohat, ang angkan ng mga Kohatita; kay Merari, ang angkan ng mga Merarita.",Ngunit ang lupain ay ibibigay sa kanila ayon sa mga pangalan ng mga tribo ng kanilang mga magulang.
"Cush fathered Nimrod, the first great warrior on earth.",Naging anak ni Cus si Nimrod na siyang nagsimulang maging makapangyarihan sa lupa.,"At si Cush ay naging ama ni Nimrod, ang unang dakilang sundalo sa lupa."
You will disappear among the nations—the land of your enemies will devour you.,"“Subalit kung ipahahayag nila ang kanilang kasamaan at ang kasamaan ng kanilang mga ninuno, sapagkat sila'y nagtaksil laban sa akin, at sapagkat sila'y lumakad ng laban sa akin,","Ikaw ay mawawala sa gitna ng mga bansa, at ang lupain ng iyong mga kaaway ay magsisira sa iyo."
"After the child had grown up, she brought him back to Pharaoh’s daughter, who adopted him as her son. She named him Moses, “because,” she said, “I pulled him out of the water.”","Ang bata ay lumaki at kanyang dinala ito sa anak ng Faraon, at ito'y naging kanyang anak. Kanyang pinangalanan siyang Moises, dahil sinabi niya, “Sapagkat aking iniahon siya sa tubig.”","At nang lumaki ang bata, siya'y dinala sa anak na babae ni Faraon, at siya'y tinanggap bilang kaniyang anak, at kaniyang ipinangalan si Moises, sapagkat sinabi niya, Ako ang nagdala sa kanya mula sa tubig."
"He must not eat an animal that has died naturally or that was killed by another animal, becoming unclean by doing so; I am the LORD .","Hindi niya kakainin ang anumang kusang namatay o nilapa ng hayop, sapagkat marurumihan niya ang kanyang sarili sa pamamagitan nito: Ako ang Panginoon .’","Hindi niya kakainin ang isang hayop na patay sa kalikasan o na pinatay ng ibang hayop, upang siya'y maging hindi malinis sa pamamagitan nito; ako ang Panginoon."
"Whoever of your servants is found with it will be put to death, and we’ll be my master’s slaves.”","Maging kanino man ito matagpuan sa iyong mga lingkod, siya ay mamatay, at pati kami ay magiging alipin ng aming panginoon.”","Ang sinuman sa iyong mga lingkod na matatagpuan sa kanya ay papatayin, at kami ay magiging mga alipin ng aking panginoon."
"The king and all the people who were with him reached the Jordan River exhausted, and he rested there.","Sinabi ni Absalom kay Husai, “Ito ba ang katapatan mo sa iyong kaibigan? Bakit hindi ka sumama sa iyong kaibigan?”","Ang hari at ang lahat ng mga tao na kasama niya ay dumating sa Ilog Jordan dahil sa kanilang pagod, at siya'y nagpahinga doon."
"Jacob was angry at Rachel and said, “Do you think I’m God? God alone has kept you from giving birth!”","Kaya't nag-alab ang galit ni Jacob laban kay Raquel, at sinabi niya, “Ako ba'y nasa kalagayan ng Diyos, na nagkait sa iyo ng bunga ng bahay-bata?”","At si Jacob ay nagalit kay Raquel, at sinabi, Ako ba ay Diyos? Ang Diyos lamang ang nagpapatigil sa iyo sa pag-anak."
“The LORD ’s dearest one,"na kinakanlungan siya buong araw,","Ang Panginoon ay mahal,"
"But the oldest offspring of a cow, sheep, or goat you may not redeem. They are holy. You must dash their blood on the altar and turn their fat into smoke for a soothing smell to the LORD .","Ngunit ang panganay ng baka, o ang panganay ng tupa, o ang panganay ng kambing ay huwag mong tutubusin; banal ang mga iyon. Iyong iwiwisik ang kanilang dugo sa ibabaw ng dambana, at iyong susunugin ang kanilang taba bilang handog na pinaraan sa apoy, na mabangong samyo para sa Panginoon .","Ngunit ang panganay ng baka, ng tupa, o ng kanding ay hindi ninyo maliligtas; ito'y banal; ang dugo nito'y inyong ilagay sa ibabaw ng dambana, at ang tambok nito'y inyong ilagay bilang aso, na isang inumin sa Panginoon."
"It was nearly time for Passover, the Jewish festival.",Malapit na noon ang Paskuwa na pista ng mga Judio.,"At malapit na ang paskua, ang piesta ng mga Judio."
"“How terrible it will be for you legal experts and Pharisees! Hypocrites! You shut people out of the kingdom of heaven. You don’t enter yourselves, and you won’t allow those who want to enter to do so.","“Kahabag-habag kayo, mga eskriba at mga Fariseo, mga mapagkunwari! Sapagkat sinasarhan ninyo ang kaharian ng langit sa mga tao; sapagkat kayo mismo ay hindi pumapasok at ang mga pumapasok ay hindi ninyo pinapayagang makapasok.","Pagkasira ninyo, mga eskriba at mga Pariseo, mga mapagkakamali! Sapagka't inyong isinara ang kaharian ng langit sa mga tao; kayo'y hindi sumusuporta, at hindi ninyo pinapasok ang mga gustong sumusuporta."
"But when this son of yours returned, after gobbling up your estate on prostitutes, you slaughtered the fattened calf for him.’","At sinabi niya sa kanya, ‘Anak, ikaw ay palagi kong kasama, ang lahat ng sa akin ay sa iyo.","Ngunit nang bumalik ang iyong anak na ito, na nakain ng iyong yaman sa mga babaing babae, ay pinatay mo siya ng tambak na baka."
I assure you that whoever believes in me will do the works that I do. They will do even greater works than these because I am going to the Father.,"Katotohanang sinasabi ko sa inyo, ang sumasampalataya sa akin ay gagawin din ang mga gawang aking ginagawa, at lalong dakilang mga gawa kaysa rito ang gagawin niya, sapagkat ako'y pupunta sa Ama.","Tunay na sinasabi ko sa inyo, ang sumasampalataya sa akin ay gagawa ng mga gawa na ginagawa ko, at higit pa sa mga ito ang gagawin niya, sapagkat ako'y pupunta sa Ama."
"Jethro said to Moses, “Go in peace.”",Kaya't isinama ni Moises ang kanyang asawa at ang kanyang mga anak; kanyang pinasakay sila sa isang asno at siya'y bumalik sa lupain ng Ehipto. Dinala ni Moises ang tungkod ng Diyos sa kanyang kamay.,"Sinabi ni Jetro kay Moises, Lumabas ka sa kapayapaan."
"Whenever they hand you over, don’t worry about how to speak or what you will say, because what you can say will be given to you at that moment.","Ngunit kapag kayo ay naibigay na nila, huwag kayong mangamba kung paano kayo magsasalita o kung ano ang inyong sasabihin, sapagkat ipagkakaloob sa inyo sa oras na iyon ang inyong sasabihin;","Sapagka't kapag kayo'y inilagay nila sa hukbo, huwag kayong mag-alala kung paano o ano ang sasabihin ninyo, sapagkat ibibigay sa inyo sa oras na iyon kung ano ang sasabihin ninyo."
"When the high priest and his colleagues gathered, they convened the Jerusalem Council, that is, the full assembly of Israel’s elders. They sent word to the prison to have the apostles brought before them.","na nagsasabi, “Nadatnan naming nakasusing mabuti ang bilangguan, at nakatayo sa mga pintuan ang mga bantay ngunit nang aming buksan ang mga ito ay wala kaming natagpuan sa loob.”","Kaya't ang mataas na pari at ang mga kasama niya ay nagtipon, at sila'y nagtipon ng konseho sa Jerusalem, at ng buong bayan ng mga matatanda ng Israel, at nagpadala sa bilangguan upang maihatid ang mga apostol sa kanila."
"When Achish asked, “Where did you raid today?” David would say, “The southern plain of Judah,” or “The southern plain of the Jerahmeelites,” or “The southern plain of the Kenites.”","Kapag nagtanong si Achis, “Laban kanino kayo sumalakay ngayon?” ay sasabihin ni David, “Laban sa Negeb ng Juda,” o “laban sa Negeb ng mga Jerameelita,” o “laban sa Negeb ng mga Kineo.”","At sinabi ni Akis, Sino ang inyong sinasakupan ngayon? Sinabi ni David, Ang tanawin ng Juda sa timog,o ang tanawin ng mga Jerahmelite sa timog,o ang tanawin ng mga Kenite sa timog."
"because you have faith and a good conscience. Some people have ruined their faith because they refused to listen to their conscience,","kabilang sa mga ito sina Himeneo at Alejandro na aking ibinigay kay Satanas, upang sila'y maturuang huwag manlapastangan.","dahil sa pananampalataya at sa mabuting budhi, na ang pananampalataya ng ilan ay nawasak dahil sa hindi pagtitiwala sa kanilang budhi,"
and brings my every desire to pass.,Ngunit ang mga taong masasama ay gaya ng mga tinik na itinatapon;,at ang lahat ng aking pagnanais ay kaniyang ibinibigay.
This gospel of the kingdom will be proclaimed throughout the world as a testimony to all the nations. Then the end will come.,At ang magandang balitang ito ng kaharian ay ipahahayag sa buong daigdig bilang patotoo sa lahat ng mga bansa; at pagkatapos ay darating ang wakas.,"At ang Ebanghelyo na ito ng kaharian ay ipangaral sa buong daigdig upang maging patotoo sa lahat ng bansa, at pagkatapos ay darating ang wakas."
"Don’t have two different types of ephahs in your house, a large one and a small one.","Huwag kang magkakaroon sa iyong bahay ng dalawang uri ng takalan, isang malaki at isang maliit.","Huwag kang magkaroon ng dalawang uri ng epha sa iyong bahay, ang isang malaking epha at ang isang maliit."
"Immediately, the LORD said to Moses, Aaron, and Miriam, “You three go out to the meeting tent.” So the three of them went out.","At sinabi agad ng Panginoon kina Moises, Aaron at Miriam, “Lumabas kayong tatlo patungo sa toldang tipanan.” At silang tatlo ay lumabas.","Ganito ay sinabi ng Panginoon kay Moises, kay Aaron, at kay Miriam,  kayong tatlo ay lumabas sa tabernakulo ng pagpupulong. Kaya't sila'y lumabas."
"I’m grateful to God, whom I serve with a good conscience as my ancestors did. I constantly remember you in my prayers day and night.","Kapag naaalala ko ang iyong mga pagluha, kinasasabikan kong makita ka, upang ako'y mapuno ng kagalakan.","Ako'y nagpapasalamat sa Diyos, na pinaglilingkuran ko nang may malinis na budhi, gaya ng ginagawa ng aking mga ninuno, nang hindi ako magsisisi sa iyo sa aking mga panalangin araw-araw at gabi."
"“The LORD has removed great and powerful nations before you. To this day, no one has stood up to you.","Sapagkat pinalayas ng Panginoon sa harapan ninyo ang malalaki at malalakas na bansa; at tungkol sa inyo, ay walang tao na nakatagal sa harapan ninyo hanggang sa araw na ito.","Ipinatay ng Panginoon sa harap ninyo ang mga bansa na dakilang at makapangyarihan, na hanggang sa araw na ito ay walang nakatayo sa harap ninyo."
"Aristarchus, my fellow prisoner, says hello to you. So does Mark, Barnabas’ cousin (you received instructions about him; if he comes to you, welcome him).","Binabati kayo ni Aristarco na kasama kong bilanggo, at ni Marcos na pinsan ni Bernabe—tungkol sa kanya'y tumanggap kayo ng mga utos—kung magpupunta siya sa inyo, siya ay inyong tanggapin,","Binabati kayo ni Aristarco na kasama ko sa bilangguan, at ni Marcos na kapinsan ni Bernabe (na kayo'y tumanggap ng mga utos tungkol sa kanya; kung siya'y dumating sa inyo, tanggapin ninyo siya)."
"He struck them hard, taking their legs right out from under them. Then he traveled down and stayed in a cave in the rock at Etam.","At sinabi ng mga lalaki ng Juda, “Bakit kayo'y pumarito laban sa amin?” At kanilang sinabi, “Pumarito kami upang gapusin si Samson, at gawin sa kanya ang ginawa niya sa amin.”","At siya'y sinaktan ang mga ito, at kinuha ang kanilang mga paa mula sa ilalim nila; at siya'y bumaba at nanirahan sa isang lungib sa bato ng Etam."
"David said to the messenger, “Say this to Joab: ‘Don’t be upset about this because the sword is that way: taking the life of this person or that person. Continue attacking the city and destroy it!’ Encourage Joab!”","Nang tapos na ang pagluluksa, si David ay nagsugo at kinuha ang babae sa kanyang bahay, at siya'y naging kanyang asawa, at nagkaanak sa kanya ng isang lalaki. Ngunit ang bagay na ginawa ni David ay hindi kinalugdan ng Panginoon .","At sinabi ni David sa tagapagpadala, Kaya'y sabihin mo kay Joab, Huwag kang mag-alala dahil sa bagay na ito, sapagkat ang tabak ay ang paraan ng pagkuha ng buhay ng taong ito o ng taong iyon. Magpatuloy ka sa pagsulong sa lunsod at papatayin mo ito.Patibayin mo si Joab."
"She continued, “We have plenty of straw and feed for the camels, and a place to spend the night.”","Sinabi rin niya sa kanya, “Sagana kami sa dayami at pagkain sa hayop, at mayroon ding lugar na matutuluyan.”","Kaya't sinabi niya sa kanila, Kami'y may sapat na ahas, at pagkain para sa mga kamelyo, at isang dako upang matulog."
"He had been instructed in the way of the Lord and spoke as one stirred up by the Spirit. He taught accurately the things about Jesus, even though he was aware only of the baptism John proclaimed and practiced.","Ang taong ito'y tinuruan sa Daan ng Panginoon; at palibhasa'y may maalab na espiritu, nagsalita siya at nagturo nang wasto tungkol kay Jesus, bagaman ang nalalaman lamang niya ay ang bautismo ni Juan.","Siya'y tinuruan sa daan ng Panginoon, at siya'y nagsasalita ayon sa pagpapasigla ng Espiritu, at siya'y nagtuturo ng mga bagay tungkol kay Jesus nang tama, bagaman siya'y nalalaman lamang ng bautismo na ipinangaral ni Juan at ginagawa niya."
"There is no omen against Jacob,","Ngayo'y sasabihin tungkol sa Jacob at sa Israel,","Hindi na may isang pangungusap laban kay Jacob,"
"At her mother’s urging, the girl said, “Give me the head of John the Baptist here on a plate.”","Sa udyok ng kanyang ina ay sinabi niya, “Ibigay mo sa akin dito sa isang pinggan ang ulo ni Juan na Tagapagbautismo!”","At sinabi niya, Ibigay mo sa akin dito sa isang plato ang ulo ni Juan Bautista."
"If anyone eats the fat of an animal from which a food gift could be offered to the LORD , that person will be cut off from their people.","Sapagkat sinumang kumain ng taba ng hayop na iyon kung saan ang handog ay pinaraan sa apoy para sa Panginoon , ay ititiwalag sa kanyang bayan.","At ang sinumang kumakain ng taba ng hayop na isang handog ng pagkain sa Panginoon, ang taong iyon ay papatayin sa kaniyang bayan."
sitting on a donkey’s colt .,Kabilang sa mga umahon upang sumamba sa kapistahan ay ilang mga Griyego.,na nakaupo sa isang asno .
Joshua along with all Israel moved on from Libnah to Lachish. They camped near it and attacked it.,"At dumaan si Josue mula sa Libna, at ang buong Israel na kasama niya, hanggang sa Lakish, at nagkampo laban doon, at lumaban doon.","Si Josue at ang buong Israel ay lumipat mula sa Libna patungo sa Lakis, at nagkampo sa tabi nito at sinasakupan ito."
"When Jesus had thrown out the demon, the man who couldn’t speak began to talk. The crowds were amazed and said, “Nothing like this has ever been seen in Israel.”","Ngunit sinabi ng mga Fariseo, “Nagpapalayas siya ng mga demonyo sa pamamagitan ng pinuno ng mga demonyo.”","Nang papalabas ni Jesus ang demonyo, nagsalita ang taong hindi makapagsalita, at ang karamihan ay nagtataka at nagsabi, Hindi pa kailanman nakita ang ganitong bagay sa Israel."
But the children of the kingdom will be thrown outside into the darkness. People there will be weeping and grinding their teeth. ”,ngunit ang mga anak ng kaharian ay itatapon sa kadilimang nasa labas. Doon nga ang pagtangis at pagngangalit ng mga ngipin.”,Ngunit ang mga anak ng kaharian ay ilagay sa lilim sa labas; doon ang mga tao ay magtatangis at magsisisi ng mga ngipin.
Remember how you were a slave in Egypt but how the LORD your God saved you from that. That’s why I’m commanding you to do this thing.,kundi aalalahanin mo na ikaw ay naging alipin sa Ehipto at tinubos ka ng Panginoon mong Diyos mula roon; kaya't iniuutos ko sa iyong gawin mo ito.,"Alalahanin mo na ikaw ay alipin sa Ehipto, at ang Panginoon mong Diyos ay nagligtas sa iyo mula roon. Kaya't iniutos ko sa iyo na gawin mo ang bagay na ito."
"“You and Aaron your brother, take the staff and assemble the community. In their presence, tell the rock to provide water. You will produce water from the rock for them and allow the community and their animals to drink.”","“Kunin mo ang tungkod at tipunin mo ang kapulungan, ikaw at ang kapatid mong si Aaron, at magsalita kayo sa bato sa harapan nila upang magbigay ito ng kanyang tubig. Sa gayon ka maglalabas ng tubig para sa kanila mula sa bato; gayon ka magbibigay ng inumin para sa kapulungan at sa kanilang mga hayop.”","Ikaw at si Aaron na iyong kapatid ay kumuha ng tungkod at magtipon sa lipunan, at sabihin ninyo sa bato sa kanilang paningin na may tubig; at kayo'y magbibigay ng tubig mula sa bato para sa kanila, upang ang lipunan at ang kanilang mga hayop ay uminom."
The LORD was angry with me because of your deeds and swore that I couldn’t cross the Jordan River or enter the wonderful land that the LORD your God is giving you as an inheritance.,"At nagalit sa akin ang Panginoon dahil sa inyong mga salita, at sumumpa na ako'y hindi tatawid sa Jordan, at hindi ako papasok sa mabuting lupaing ibinibigay ng Panginoon mong Diyos sa iyo bilang pamana.","Ang Panginoon ay naging galit sa akin dahil sa inyong mga gawa, at nagsumpa na hindi ako makakasama sa Jordan, ni makakasama sa magandang lupain na ibinibigay sa iyo ng Panginoon mong Diyos bilang paninirahan."
The high priest —the one whose head has been anointed with the anointing oil and who is ordained to dress in the priestly clothing—must not dishevel his hair or tear his clothing.,"“Ang pari na pangunahin sa kanilang magkakapatid, na binuhusan ng langis ang ulo at ang kamay, at itinalaga upang magsuot ng kasuotan ng pari, hindi dapat maglugay ng kanyang buhok, ni sirain ang kanyang damit.","Ang nangungunang pari, na ang kanyang ulo ay pinahiran ng langis ng pagpapahid, at siya'y itinatag upang magsuot ng mga damit ng pari, ay hindi magbubukal ng kaniyang buhok, ni magbubukal ng kaniyang mga damit."
"But this is why I was shown mercy, so that Christ Jesus could show his endless patience to me first of all. So I’m an example for those who are going to believe in him for eternal life.","Sa Haring walang hanggan, walang kamatayan, di-nakikita, tanging Diyos, ang karangalan at kaluwalhatian magpakailanpaman. Amen.","Ngunit dahil dito, ako'y binigyan ng awa, upang maipakita ni Cristo Jesus ang kanyang walang hanggan sa akin na pinakaunang bagay, upang maging halimbawa ako sa mga mananampalataya sa kanya para sa buhay na walang hanggan."
"His brothers said to him, “Will you really be our king and rule over us?” So they hated him even more because of the dreams he told them.","Sinabi sa kanya ng kanyang mga kapatid, “Maghahari ka ba sa amin o mamamahala sa amin?” At lalo pa silang napoot sa kanya dahil sa kanyang mga panaginip at mga salita.","Kaya't sinabi sa kanya ng kanyang mga kapatid, Maghahari ka ba sa amin at maghahari ka sa amin? Kaya't sila'y lalong gumulo sa kanya dahil sa mga panaginip na kaniyang ipinahayag sa kanila."
"Because if you confess with your mouth “Jesus is Lord” and in your heart you have faith that God raised him from the dead, you will be saved.","Sapagkat kung ipahahayag mo sa pamamagitan ng iyong bibig si Jesus na Panginoon, at sasampalataya ka sa iyong puso na binuhay siyang muli ng Diyos mula sa mga patay, ay maliligtas ka.","Sapagka't kung ipinahayag mo sa iyong bibig na si Jesus ay Panginoon, at sa iyong puso ay mananampalataya ka na siya'y binuhay ng Diyos mula sa mga patay, maliligtas ka."
"He will be a joy and delight to you, and many people will rejoice at his birth,",Ikaw ay magkakaroon ng kaligayahan at kagalakan at marami ang matutuwa sa kanyang pagsilang.,"At siya'y magiging kagalakan at kaligayahan sa iyo, at marami ang maligaya sa kaniyang pagkatao,"
"erased them from human memory,","Aking sinabi, “Ikakalat ko sila sa malayo,","at tinanggal ang mga ito mula sa alaala ng mga tao,"
because he has come to help and has delivered his people.,at nagtaas ng isang sungay ng kaligtasan para sa atin,Sapagka't siya'y dumating upang tulungan at iligtas ang kanyang bayan.
your Instruction to Israel.,"sila'y maglalagay ng insenso sa harapan mo,",ang iyong kautusan sa Israel.
"To the Reubenites and the Gadites, I gave land from the Gilead, as far as the Arnon River—the middle of the river being the boundary line—to the Jabbok River, which is the boundary line with the Ammonites.","“At kayo'y aking inutusan nang panahong iyon, na sinasabi, ‘Ibinigay sa inyo ng Panginoon ninyong Diyos ang lupaing ito upang angkinin; kayong lahat na mandirigma ay daraang may sandata sa harapan ng inyong mga kapatid na mga anak ni Israel.","Sa mga anak ni Ruben at sa mga anak ni Gad ay ibinigay ko ang lupain mula sa Galaad hanggang sa ilog ng Arnon, sa gitna ng ilog, hanggang sa ilog ng Jabok, na ang ilog ng mga anak ni Ammon."
"“How stupid of you to have broken the commands the LORD your God gave you!” Samuel told Saul. “The LORD would have established your rule over Israel forever,","Tumindig si Samuel at umahon mula sa Gilgal patungo sa Gibea ng Benjamin. Binilang ni Saul ang mga taong kasama niya, may animnaraang lalaki.","Ikaw ay isang kamangmangan, na iyong sinalungat ang utos ng Panginoon mong Diyos sa iyo! Sinabi ni Samuel kay Saul, Ang Panginoon ay magtataguyod ng iyong paghahari sa Israel magpakailanman,"
overflowing with the LORD ’s blessing—,"At tungkol kay Aser ay kanyang sinabi,",Bumaba sa pagpapala ng Panginoon 
"And if you take this one from me too, something terrible will happen to him, and you will send me—old as I am—to my grave in despair.’","Kung inyong kukunin pa ang isang ito sa akin, at may mangyaring sakuna sa kanya, ay inyong ibababa ang aking uban sa Sheol na may kapanglawan.’","At kung kukuha mo din sa akin ang taong ito, ang isang bagay na mapanganib ay mangyayari sa kanya, at iyong papadala sa akin ang aking matandang tao sa lubid na walang hanggan."
"Some thought that, since Judas kept the money bag, Jesus told him, “Go, buy what we need for the feast,” or that he should give something to the poor.",Kaya't pagkatapos tanggapin ang tinapay ay nagmamadali siyang lumabas. Noon ay gabi na.,"Dahil si Judas ang nagmamay-ari ng kahon ng salapi, naisip ng ilan na sinabi ni Jesus sa kanya, Lumabas ka at bumili ng mga kailangan namin para sa pista, o upang magbigay siya ng isang bagay sa mga mahihirap."
"for it to be acceptable on your behalf, it must be a flawless male from the herd, the sheep, or the goats.","upang tanggapin, ang inyong ihahandog ay isang lalaki na walang kapintasan, mula sa mga toro, sa mga tupa, o sa mga kambing.","upang siya'y tanggapin para sa inyo, isang lalaking walang pagkakamali mula sa baka, tupa, o kanding."
"the kingdom of our Lord and his Christ,","at ng kanyang Cristo,","ang kaharian ng ating Panginoon at ng kaniyang Kristo,"
"In the same way, though there are many of us, we are one body in Christ, and individually we belong to each other.","kaya't tayo na marami, ay iisang katawan kay Cristo, at mga bahagi na sama-sama sa isa't isa.","Sapagka't tayo'y marami, ay isang katawan sa pamamagitan ni Cristo, at bawat isa sa atin ay bahagi ng bawat isa."
"You know that he appeared to take away sins, and there is no sin in him.",Nalalaman ninyo na siya'y nahayag upang mag-alis ng mga kasalanan; at sa kanya'y walang kasalanan.,"At inyong nalalaman na siya ay lumitaw upang alisin ang mga kasalanan, at walang kasalanan sa kaniya."
"So they nominated two: Joseph called Barsabbas, who was also known as Justus, and Matthias.","magmula sa pagbabautismo ni Juan, hanggang sa araw na siya'y iakyat sa itaas mula sa atin—isa sa mga ito'y dapat maging saksi na kasama natin sa kanyang muling pagkabuhay.”","Kaya't sila'y nagpili ng dalawang lalake: si Jose na tinatawag na Barsabas, na tinatawag na Yusto, at si Matias."
"Also, they learn to be lazy by going from house to house. They are not only lazy, but they also become gossips and busybodies, talking about things they shouldn’t.","Bukod dito, natututo silang maging mga tamad, nagpapalipat-lipat sa bahay-bahay; at hindi lamang mga tamad, kundi mga tsismosa at mga pakialamera, na nagsasalita ng mga bagay na hindi nararapat.","At sila'y nag-aral na maging mabait sa paglakad sa bahay-bahay, at hindi lamang sila mabait, kundi sila'y maging mga tagapag-uusap at mga nag-uusap ng mga bagay na hindi dapat nilang gawin."
"I took her, chopped her up, and sent her pieces into every part of Israel’s territory, because they had committed a disgraceful act in Israel.","Kaya't ngayon, kayong mga anak ni Israel, kayong lahat, ibigay ninyo rito ang inyong payo at pasiya rito.”","Kaya't kinuha ko siya, at pinutol ko siya, at ipinadala ko sa lahat ng lupain ng Israel ang kanyang mga piraso, sapagkat sila'y gumawa ng isang kahihiyan sa Israel."
"An angel from the Lord spoke to Philip, “At noon, take the road that leads from Jerusalem to Gaza.” (This is a desert road.)","Pagkatapos ay sinabi ng isang anghel ng Panginoon kay Felipe, “Tumindig ka at pumunta patungong timog, sa daang pababa mula sa Jerusalem patungong Gaza.” Ito'y isang ilang na daan.","At sinabi ng isang anghel ng Panginoon kay Felipe, Lumabas ka sa hapon sa daan na bumaba mula sa Jerusalem patungo sa Gaza. Ito ay isang disyerto na daan."
The LORD your God will send terror on them until even the survivors and those hiding from you are destroyed.,"Bukod dito'y susuguin sa kanila ng Panginoon mong Diyos ang malalaking putakti hanggang sa ang mga naiwan ay mamatay, pati na ang mga nagtatago sa harapan mo.","Ang Panginoon mong Diyos ay magpapadala ng kahadluk sa kanila, hanggang sa ang mga nakaligtas at ang mga nagtatago sa iyo ay mawawala."
"When they heard this sound, a crowd gathered. They were mystified because everyone heard them speaking in their native languages.",Dahil sa ugong na ito ay nagkatipon ang maraming tao at nagkagulo sapagkat naririnig nila ang bawat isa na nagsasalita sa kani-kanilang sariling wika.,"At nang marinig nila ang tunog na ito, ang karamihan ay nagtipon, at sila'y nagulat dahil ang bawat isa ay nakarinig sa kanila na nagsasalita sa kanilang sariling wika."
"We are harassed, but we aren’t abandoned. We are knocked down, but we aren’t knocked out.","pinag-uusig, subalit hindi pinababayaan; inilulugmok, subalit hindi napupuksa;","Kami'y sinasaktan, ngunit hindi kami pinabayaan; kami'y hinubog, ngunit hindi kami hinubog."
"You must present this offering, plus the leavened flatbread, with the communal thanksgiving sacrifice of well-being.",Ihahandog niya ang kanyang alay na munting tinapay na walang pampaalsa kasama ng alay na handog pangkapayapaan para sa pasasalamat.,"Ikaw ay maghahandog ng handog na ito, at ng tinapay na may lebadura, at ng handog ng pasasalamat ng kapayapaan."
