ceb,en
Tumana ninyo ang akong mga adlaw nga igpapahulay ug tahora ninyo ang akong balaang dapit. Ako mao ang Ginoo.,“ ‘Observe my Sabbaths and have reverence for my sanctuary. I am the Lord .
"“Kon ang usa ka dumuduong magpuyo uban kaninyo sa inyong yuta, ayaw kamo pagbuhat ug daotan kaniya.","“ ‘When a foreigner resides among you in your land, do not mistreat them."
"“Ayaw kamo paghimo ug dili matarong nga paghukom, sa mga sukod sa gitas-on, sa gibug-aton o sa gidaghanon.","“ ‘Do not use dishonest standards when measuring length, weight or quantity."
"Ang Ginoo miingon kang Moises,","The Lord said to Moses,"
Busa ihalad ang inyong kaugalingon ug pagbalaan kamo kay ako mao ang Ginoo nga inyong Dios.,"“ ‘Consecrate yourselves and be holy, because I am the Lord your God."
"Ug tumana ninyo ang akong mga lagda, ug buhata kini. Ako mao ang Ginoo nga nagbalaan kaninyo.","Keep my decrees and follow them. I am the Lord , who makes you holy."
"Kon ang usa ka tawo makighilawas sa usa ka mananap, patyon gayod siya ug patyon usab ninyo ang mananap.","“ ‘If a man has sexual relations with an animal, he is to be put to death, and you must kill the animal."
Mangasawa siya ug babaye nga ulay.,“ ‘The woman he marries must be a virgin.
"Ang Ginoo miingon kang Moises,","The Lord said to Moses,"
o usa ka tawo nga piang ang tiil o piang ang kamot,"no man with a crippled foot or hand,"
o buktot o unano o may apan ang panan-aw o may pangatol o may nuka o tawo nga kinapon.,"or who is a hunchback or a dwarf, or who has any eye defect, or who has festering or running sores or damaged testicles."
Busa si Moises misulti niini kang Aaron ug sa iyang mga anak nga lalaki ug sa tanang katawhan sa Israel.,So Moses told this to Aaron and his sons and to all the Israelites.
"Ang Ginoo miingon kang Moises,","The Lord said to Moses,"
"Ug dili pasipad-an sa mga pari ang mga balaang butang sa katawhan sa Israel nga gihalad nila alang sa Ginoo,",The priests must not desecrate the sacred offerings the Israelites present to the Lord
"Ang Ginoo miingon kang Moises,","The Lord said to Moses,"
"aron dawaton kinahanglang laki kini ug walay tatsa, baka man o karnero o kanding ba hinuon.","you must present a male without defect from the cattle, sheep or goats in order that it may be accepted on your behalf."
Apan ayaw ninyo ihalad ang bisan unsa nga may tatsa kay kini dili dawaton alang kaninyo.,"Do not bring anything with a defect, because it will not be accepted on your behalf."
"Sa diha nga mag-ihaw kamo ug halad sa mga pasalamat alang sa Ginoo, ihalad ninyo kini aron kamo dawaton niya.","“When you sacrifice a thank offering to the Lord , sacrifice it in such a way that it will be accepted on your behalf."
"Kaonon kini sa maong adlaw, walay isalin niini hangtod sa pagkabuntag. Ako mao ang Ginoo.",It must be eaten that same day; leave none of it till morning. I am the Lord .
“Busa tumana ninyo ang akong mga sugo ug buhata kini. Ako mao ang Ginoo.,“Keep my commands and follow them. I am the Lord .
nga mao ang nagkuha kaninyo gikan sa yuta sa Ehipto aron mahimong inyong Dios. Ako mao ang Ginoo .”,and who brought you out of Egypt to be your God. I am the Lord .”
"Ang Ginoo miingon kang Moises,","The Lord said to Moses,"
"Sa unang adlaw paghimo kamo ug usa ka balaan nga panagtigom, dili kamo magbuhat ug bug-at nga buluhaton.",On the first day hold a sacred assembly and do no regular work.
Dili kamo magbuhat ug bug-at nga buluhaton; paghalad kamo ug halad pinaagi sa kalayo alang sa Ginoo. ”,"Do no regular work, but present a food offering to the Lord .’ ”"
"Kay si bisan kinsa nga dili maghikaw sa iyang kaugalingon niining adlawa, ipahimulag gikan sa iyang katawhan.",Those who do not deny themselves on that day must be cut off from their people.
Si bisan kinsa nga magbuhat ug bisan unsa nga buluhaton niining adlawa ipahimulag gikan sa iyang katawhan.,I will destroy from among their people anyone who does any work on that day.
Sa unang adlaw himoon ang usa ka balaan nga panagtigom. Dili kamo magbuhat ug bisan unsa nga buluhaton nga bug-at.,The first day is a sacred assembly; do no regular work.
"Magpuyo kamo diha sa mga balongbalong sulod sa pito ka adlaw, ang tanan nga lumad diha sa Israel magpuyo sa mga balongbalong,",Live in temporary shelters for seven days: All native-born Israelites are to live in such shelters
"Ang Ginoo miingon kang Moises,","The Lord said to Moses,"
Ug gibutang nila siya sa bilanggoan hangtod nga ang kabubut-on sa Ginoo ikapadayag na kanila.,They put him in custody until the will of the Lord should be made clear to them.
"Unya ang Ginoo miingon kang Moises,",Then the Lord said to Moses:
Ang makapatay ug tawo patyon.,“ ‘Anyone who takes the life of a human being is to be put to death.
"Kon ang usa ka tawo makadaot sa iyang isigkatawo, unsay iyang nahimo mao usab ang buhaton kaniya,",Anyone who injures their neighbor is to be injured in the same manner:
"Ang Ginoo miingon kang Moises didto sa Bukid sa Sinai,","The Lord said to Moses at Mount Sinai,"
"“Niining tuig sa kalipay, ang matag usa kaninyo mamauli sa iyang kaugalingong yuta.",“ ‘In this Year of Jubilee everyone is to return to their own property.
"Busa ayaw kamo paglimbong sa usa ug usa, apan kahadloki ninyo ang inyong Dios, kay ako mao ang Ginoo nga inyong Dios.","Do not take advantage of each other, but fear your God. I am the Lord your God."
"Magpadala unya ako sa akong panalangin kaninyo sa ikaunom nga tuig, ug kini magpabunga alang sa tulo ka tuig.",I will send you such a blessing in the sixth year that the land will yield enough for three years.
"Ug sa tanan nga yuta nga inyong nahuptan, itugot ninyo nga malukat kini.","Throughout the land that you hold as a possession, you must provide for the redemption of the land."
"Ayaw pagdawat ug tubo gikan kaniya o bisan ganansiya, apan kahadloki ang imong Dios; aron ang imong igsoon magpuyo uban kanimo.","Do not take interest or any profit from them, but fear your God, so that they may continue to live among you."
"Ayaw pagmando kaniya uban ang kapintas, apan kahadloki ang imong Dios.","Do not rule over them ruthlessly, but fear your God."
human siya mabaligya mahimo siya nga lukaton. Ang usa sa iyang mga igsoon makalukat kaniya,they retain the right of redemption after they have sold themselves. One of their relatives may redeem them:
"Matngoni ninyo ang akong mga adlaw nga igpapahulay ug pagbaton kamo ug kataha sa akong balaan nga dapit, ako mao ang Ginoo.",“ ‘Observe my Sabbaths and have reverence for my sanctuary. I am the Lord .
"“Kon maglakaw kamo diha sa akong mga lagda ug tumanon ninyo ang akong mga sugo ug buhaton ninyo kini,","“ ‘If you follow my decrees and are careful to obey my commands,"
Gukdon ninyo ang inyong mga kaaway ug mangapukan sila sa inyong atubangan pinaagi sa espada.,"You will pursue your enemies, and they will fall by the sword before you."
Ibutang nako ang akong puluy-anan sa taliwala ninyo ug ako dili magdumot kaninyo.,"I will put my dwelling place among you, and I will not abhor you."
Ug maglakaw ako sa taliwala ninyo ug ako mahimong inyong Dios ug kamo mahimo nga akong katawhan.,"I will walk among you and be your God, and you will be my people."
"“Apan kon kamo dili mamati kanako ug dili magbuhat niining tanang mga sugo,","“ ‘But if you will not listen to me and carry out all these commands,"
Lumpagon nako ang garbo sa inyong gahom ug himoon nako ang inyong kalangitan sama sa puthaw ug ang inyong yuta sama sa bronsi.,I will break down your stubborn pride and make the sky above you like iron and the ground beneath you like bronze.
"“Kon dili kamo mobalik kanako pinaagi niining mga butanga, hinuon maglakaw kamo batok kanako,","“ ‘If in spite of these things you do not accept my correction but continue to be hostile toward me,"
ako usab maglakaw batok kaninyo ug ako gayod maghampak kaninyo sa pito ka pilo tungod sa inyong mga sala.,I myself will be hostile toward you and will afflict you for your sins seven times over.
"“Kon niining tanan dili pa kamo mamati kanako, hinuon maglakaw kamo batok kanako,","“ ‘If in spite of this you still do not listen to me but continue to be hostile toward me,"
Kamo magkaon sa unod sa inyong mga anak nga lalaki ug sa unod sa inyong mga anak nga babaye.,You will eat the flesh of your sons and the flesh of your daughters.
Ug mangalaglag kamo taliwala sa mga nasod ug ang yuta sa inyong mga kaaway molamoy kaninyo.,You will perish among the nations; the land of your enemies will devour you.
"Ang Ginoo miingon kang Moises,","The Lord said to Moses,"
"Apan kon siya buot molukat niini, idugang niya ang ikalima nga bahin sa gihatag nga bili niini.","If the owner wishes to redeem the animal, a fifth must be added to its value."
"Ug kon ihalad niya ngadto sa Ginoo ang yuta nga iyang gipalit, yuta nga dili kabahin sa iyang napanunod,","“ ‘If anyone dedicates to the Lord a field they have bought, which is not part of their family land,"
"Sa tuig sa kalipay ang yuta mahibalik ngadto sa iyang gipalitan niini, ngadto sa tag-iya niini pinaagi sa pagpanunod.","In the Year of Jubilee the field will revert to the person from whom it was bought, the one whose land it was."
"Ug ang tanan nimong paghatag ug bili ipasikad sa siklo sa balaang dapit, ang siklo adunay kawhaan ka gerah.","Every value is to be set according to the sanctuary shekel, twenty gerahs to the shekel."
"Walay si bisan kinsa nga hinalad nga laglagon gikan sa katawhan nga malukat, patyon gayod siya.",“ ‘No person devoted to destruction may be ransomed; they are to be put to death.
Kini mao ang mga sugo nga gisugo sa Ginoo kang Moises alang sa katawhan sa Israel didto sa Bukid sa Sinai.,These are the commands the Lord gave Moses at Mount Sinai for the Israelites.
"Daghan ang nangako sa paghatag ug hinan-ay nga saysay mahitungod sa mga butang nga nahitabo sa taliwala namo,","Many have undertaken to draw up an account of the things that have been fulfilled among us,"
aron imong maila ang pagkatinuod sa mga pulong nga gitudlo kanimo.,so that you may know the certainty of the things you have been taught.
"Apan wala silay anak kay si Elisabet dili man makaanak, ug silang duha mga tigulang na.","But they were childless because Elizabeth was not able to conceive, and they were both very old."
Unya sa gawas ang tibuok panon sa katawhan nag-ampo sa takna sa paghalad sa insenso.,"And when the time for the burning of incense came, all the assembled worshipers were praying outside."
Unya may nagpakita kaniya nga usa ka anghel sa Ginoo nga nagtindog dapit sa tuo sa halaran sa insenso.,"Then an angel of the Lord appeared to him, standing at the right side of the altar of incense."
"Si Zacarias nakuyawan sa pagkakita niya sa anghel, ug giabot siya ug kahadlok.","When Zechariah saw him, he was startled and was gripped with fear."
"Ug ikaw makaangkon ug kalipay ug kamaya, ug daghan ang malipay sa iyang pagkatawo;","He will be a joy and delight to you, and many will rejoice because of his birth,"
"Ug pabalikon niya ang daghan sa mga anak ni Israel ngadto sa Ginoo nga ilang Dios,",He will bring back many of the people of Israel to the Lord their God.
"Sa pagkatapos na sa mga adlaw sa iyang pag-alagad, mipauli siya sa iyang balay.","When his time of service was completed, he returned home."
"Human niining mga adlawa, si Elisabet nga iyang asawa nagsamkon, ug sulod sa lima ka bulan siya nagtago. Siya miingon,",After this his wife Elizabeth became pregnant and for five months remained in seclusion.
"Ug ang anghel miadto kaniya ug miingon, “Maglipay ka, ikaw nga gipanalanginan, ang Ginoo uban kanimo!”","The angel went to her and said, “Greetings, you who are highly favored! The Lord is with you.”"
"Apan siya naglibog pag-ayo tungod sa gisulti kaniya, ug iyang gihunahuna kon unsa ba kadtong pangumostaha.",Mary was greatly troubled at his words and wondered what kind of greeting this might be.
"Ug ang anghel miingon kaniya, “Ayaw kahadlok, Maria, kay naangkon nimo ang grasya sa Dios.","But the angel said to her, “Do not be afraid, Mary; you have found favor with God."
"Ug ikaw magsamkon ug manganak ug usa ka batang lalaki, ug siya imong nganlan ug Jesus.","You will conceive and give birth to a son, and you are to call him Jesus."
"ug iyang harian ang banay ni Jacob hangtod sa kahangtoran, ug walay kataposan ang iyang gingharian.”",and he will reign over Jacob’s descendants forever; his kingdom will never end.”
"Ug si Maria miingon sa anghel, “Unsaon ba pagkahimo niini nga wala man akoy bana?”","“How will this be,” Mary asked the angel, “since I am a virgin?”"
Kay sa Dios walay dili mahimo.”,For no word from God will ever fail.”
"Niadtong mga adlawa nangandam si Maria ug midali pag-adto sa kabungtoran, sa usa ka lungsod sa Juda,","At that time Mary got ready and hurried to a town in the hill country of Judea,"
ug misulod siya sa balay ni Zacarias ug nangatahoran kang Elisabet.,where she entered Zechariah’s home and greeted Elizabeth.
Nganong nahitabo man kini kanako nga ako giduaw sa inahan sa akong Ginoo?,"But why am I so favored, that the mother of my Lord should come to me?"
Bulahan siya nga mituo nga aduna gayoy katumanan ang gisulti kaniya gikan sa Ginoo.”,Blessed is she who has believed that the Lord would fulfill his promises to her!”
"Ug si Maria miingon, “Ang akong kalag nagdayeg sa Ginoo,",And Mary said: “My soul glorifies the Lord
"ug ang akong espiritu nagkalipay diha sa Dios nga akong Manluluwas,","and my spirit rejoices in God my Savior,"
"kay siya nga gamhanan nagbuhat ug dagkong mga butang alang kanako, ug balaan ang iyang ngalan.",for the Mighty One has done great things for me— holy is his name.
"Ang iyang kaluoy anaa sa mga may kahadlok kaniya, gikan sa mga kaliwatan ngadto sa mga kaliwatan.","His mercy extends to those who fear him, from generation to generation."
"Iyang gipakanaog ang mga gamhanan gikan sa ilang mga trono, ug iyang gituboy ang mga ubos ug kahimtang,",He has brought down rulers from their thrones but has lifted up the humble.
"ang mga gigutom iyang gitagbaw sa mga maayong butang, ug ang mga dato iyang gipapahawa nga walay mga dala.",He has filled the hungry with good things but has sent the rich away empty.
Iyang gitabangan ang iyang alagad nga si Israel agig paghinumdom sa iyang kaluoy,"He has helped his servant Israel, remembering to be merciful"
"sumala sa iyang gisulti ngadto sa atong mga katigulangan, kang Abraham ug sa iyang kaliwatan hangtod sa kahangtoran.”","to Abraham and his descendants forever, just as he promised our ancestors.”"
"Unya si Maria mipabilin uban kang Elisabet sulod sa mga tulo ka bulan, ug mipauli siya sa iyang balay.",Mary stayed with Elizabeth for about three months and then returned home.
"Unya miabot ang panahon sa pagpanganak na ni Elisabet, ug siya nanganak ug usa ka bata nga lalaki.","When it was time for Elizabeth to have her baby, she gave birth to a son."
"Apan ang iyang inahan miingon, “Dili, nganlan hinuon siya ug Juan.”","but his mother spoke up and said, “No! He is to be called John.”"
"Ug sila miingon kaniya, “Wala kay kadugo nga nagdala niining ngalana.”","They said to her, “There is no one among your relatives who has that name.”"
Ug ilang gisinyasan ang iyang amahan aron sa pagpangutana kaniya kon unsay buot niyang ingalan sa bata.,"Then they made signs to his father, to find out what he would like to name the child."
"Unya si Zacarias nangayo ug sulatanan ug gisulat niya kini, “Ang iyang ngalan si Juan.” Ug nahibulong silang tanan.","He asked for a writing tablet, and to everyone’s astonishment he wrote, “His name is John.”"
"Dihadiha nabuka ang iyang baba ug naluag ang iyang dila, ug misulti siya nga nagdayeg sa Dios.","Immediately his mouth was opened and his tongue set free, and he began to speak, praising God."
"Unya si Zacarias nga iyang amahan napuno sa Espiritu Santo ug mipropesiya nga nag-ingon,",His father Zechariah was filled with the Holy Spirit and prophesied:
"“Dalaygon ang Ginoong Dios sa Israel, tungod kay iyang giduaw ug gilukat ang iyang katawhan.","“Praise be to the Lord, the God of Israel, because he has come to his people and redeemed them."
"Alang kanato iyang gipatindog ang usa ka gamhanang Manluluwas diha sa banay ni David nga iyang alagad,",He has raised up a horn of salvation for us in the house of his servant David
"sumala sa iyang gisulti pinaagi sa baba sa iyang mga balaang propeta sukad sa karaang panahon,","(as he said through his holy prophets of long ago),"
"nga kita luwason gikan sa atong mga kaaway ug gikan sa kamot sa tanang nagdumot kanato,",salvation from our enemies and from the hand of all who hate us—
"aron sa pagbuhat sa kaluoy nga iyang gisaad ngadto sa atong mga katigulangan ug aron hinumdoman ang iyang balaang kasabotan,","to show mercy to our ancestors and to remember his holy covenant,"
diha sa kabalaan ug katarong diha sa iyang atubangan sa tanang mga adlaw sa atong kinabuhi.,in holiness and righteousness before him all our days.
"Ug ikaw, anak, tawgon nga propeta sa Labing Halangdon kay ikaw mao man ang mag-una sa Ginoo aron pag-andam sa iyang mga dalan,","And you, my child, will be called a prophet of the Most High; for you will go on before the Lord to prepare the way for him,"
"aron paghatag ngadto sa iyang katawhan sa kahibalo sa kaluwasan diha sa kapasayloan sa ilang mga sala,","to give his people the knowledge of salvation through the forgiveness of their sins,"
"pinaagi sa malumong kaluoy sa atong Dios sa dihang moabot kanato ang adlaw gikan sa kahitas-an,","because of the tender mercy of our God, by which the rising sun will come to us from heaven"
Kini mao ang unang pagpanglista nga gihimo sa diha nga si Quirino mao pa ang gobernador sa Siria.,(This was the first census that took place while Quirinius was governor of Syria.)
"Ang tanan nangadto aron sa pagpalista, ang matag usa ngadto sa iyang kaugalingong lungsod.",And everyone went to their own town to register.
aron sa pagpalista uban kang Maria nga iyang pangasaw-onon nga nagsabak.,"He went there to register with Mary, who was pledged to be married to him and was expecting a child."
"Ug samtang didto sila, miabot ang panahon sa iyang pagpanganak.","While they were there, the time came for the baby to be born,"
kay alang kaninyo natawo karong adlawa sa lungsod ni David ang Manluluwas nga mao ang Cristo nga Ginoo.,"Today in the town of David a Savior has been born to you; he is the Messiah, the Lord."
"Ug sa kalit diha uban sa anghel ang usa ka dakong langitnong panon nga nagdayeg sa Dios ug nag-ingon,","Suddenly a great company of the heavenly host appeared with the angel, praising God and saying,"
"“Himaya ngadto sa Dios sa kahitas-an, ug sa yuta panagdait sa mga tawo nga iyang gikahimut-an.”","“Glory to God in the highest heaven, and on earth peace to those on whom his favor rests.”"
"Sa pagkakita nila niini, ilang gisugilon ang gisulti kanila mahitungod niining bataa,","When they had seen him, they spread the word concerning what had been told them about this child,"
ug ang tanang nakadungog niini nahibulong sa gisulti kanila sa mga tigbantay sa mga karnero.,and all who heard it were amazed at what the shepherds said to them.
Apan kining tanan gitipigan lamang ni Maria nga namalandong niini diha sa iyang kasingkasing.,But Mary treasured up all these things and pondered them in her heart.
"(sumala sa nasulat diha sa balaod sa Ginoo, “Ang tanang lalaki nga panganay tawgon nga balaan alang sa Ginoo”)","(as it is written in the Law of the Lord, “Every firstborn male is to be consecrated to the Lord” ),"
"ug maghatag sila ug halad sumala sa giingon sa balaod sa Ginoo, “usa ka parisan nga tukmo, o duha ka salampati nga kuyabog.”",and to offer a sacrifice in keeping with what is said in the Law of the Lord: “a pair of doves or two young pigeons.”
"gikugos kini ni Simeon diha sa iyang mga bukton ug nagdayeg siya sa Dios ug miingon,","Simeon took him in his arms and praised God, saying:"
"“Karon Ginoo, itugot nga ang imong ulipon mobiya nga malinawon, sumala sa imong pulong,","“Sovereign Lord, as you have promised, you may now dismiss your servant in peace."
"kay ang akong mga mata nakakita na sa kaluwasan gikan kanimo,","For my eyes have seen your salvation,"
"nga imong giandam diha sa atubangan sa tanang katawhan,",which you have prepared in the sight of all nations:
"usa ka kahayag alang sa pagpadayag ngadto sa mga Gentil ug sa himaya alang sa imong katawhan, ang Israel.”","a light for revelation to the Gentiles, and the glory of your people Israel.”"
Ug ang iyang amahan ug inahan nahibulong sa gisulti mahitungod kaniya.,The child’s father and mother marveled at what was said about him.
"Ug ang bata mitubo ug nahimong kusgan, puno sa kaalam, ug ang kahimuot sa Dios diha kaniya.","And the child grew and became strong; he was filled with wisdom, and the grace of God was on him."
"Unya ang iyang mga ginikanan mag-adtoan sa Jerusalem matag tuig, sa Kasaulogan sa Pagsaylo.",Every year Jesus’ parents went to Jerusalem for the Festival of the Passover.
Ug sa nagpanuigon na siyag napulo ug duha mitungas sila sa Jerusalem sumala sa nabatasan.,"When he was twelve years old, they went up to the festival, according to the custom."
"ug sa dihang wala nila makit-i siya, mibalik sila sa Jerusalem nga nangita kaniya.","When they did not find him, they went back to Jerusalem to look for him."
Ug ang tanan nga nakadungog kaniya natingala sa iyang pagpanabot ug sa iyang mga tubag.,Everyone who heard him was amazed at his understanding and his answers.
Ug sila wala makasabot sa mga pulong nga iyang gisulti kanila.,But they did not understand what he was saying to them.
Ug si Jesus mitubo sa kaalam ug panglawas ug sa kahimuot sa Dios ug sa tawo.,"And Jesus grew in wisdom and stature, and in favor with God and man."
ug ang tanang unod makakita sa kaluwasan gikan sa Dios.’ ”,And all people will see God’s salvation.’ ”
"Unya nangutana kaniya ang mga panon sa katawhan nga nag-ingon, “Unsa man diay ang among buhaton?”",“What should we do then?” the crowd asked.
"Ang mga tigpaningil ug buhis miabot usab aron sa pagpabautismo ug miingon kaniya, “Magtutudlo, unsa may among buhaton?”","Even tax collectors came to be baptized. “Teacher,” they asked, “what should we do?”"
"Siya miingon kanila, “Ayaw na kamo paningil ug sobra sa gisugo kaninyo.”","“Don’t collect any more than you are required to,” he told them."
"Busa uban sa daghan pang mga pahimangno, nagwali si Juan sa Maayong Balita ngadto sa mga tawo.",And with many other words John exhorted the people and proclaimed the good news to them.
midugang pa gayod niining tanan ug iyang gipabilanggo si Juan.,Herod added this to them all: He locked John up in prison.
"nga anak ni Matat, nga anak ni Levi, nga anak ni Melki, nga anak ni Janai, nga anak ni Jose,","the son of Matthat, the son of Levi, the son of Melki, the son of Jannai, the son of Joseph,"
"nga anak ni Matatias, nga anak ni Amos, nga anak ni Nahum, nga anak ni Esli, nga anak ni Nagai,","the son of Mattathias, the son of Amos, the son of Nahum, the son of Esli, the son of Naggai,"
"nga anak ni Maat, nga anak ni Matatias, nga anak ni Semein, nga anak ni Josec, nga anak ni Juda,","the son of Maath, the son of Mattathias, the son of Semein, the son of Josek, the son of Joda,"
"nga anak ni Joanan, nga anak ni Resa, nga anak ni Zerubabel, nga anak ni Sealtiel, nga anak ni Neri,","the son of Joanan, the son of Rhesa, the son of Zerubbabel, the son of Shealtiel, the son of Neri,"
"nga anak ni Melki, nga anak ni Adi, nga anak ni Cosam, nga anak ni Elmadam, nga anak ni Er,","the son of Melki, the son of Addi, the son of Cosam, the son of Elmadam, the son of Er,"
"nga anak ni Josue, nga anak ni Elieser, nga anak ni Jorim, nga anak ni Matat, nga anak ni Levi,","the son of Joshua, the son of Eliezer, the son of Jorim, the son of Matthat, the son of Levi,"
"nga anak ni Simeon, nga anak ni Juda, nga anak ni Jose, nga anak ni Jonam, nga anak ni Eliakim,","the son of Simeon, the son of Judah, the son of Joseph, the son of Jonam, the son of Eliakim,"
"nga anak ni Melea, nga anak ni Mena, nga anak ni Matata, nga anak ni Natan, nga anak ni David,","the son of Melea, the son of Menna, the son of Mattatha, the son of Nathan, the son of David,"
"nga anak ni Jesse, nga anak ni Obed, nga anak ni Boas, nga anak ni Sala, nga anak ni Naason,","the son of Jesse, the son of Obed, the son of Boaz, the son of Salmon, the son of Nahshon,"
"nga anak ni Aminadab, nga anak ni Admin, nga anak ni Arni, nga anak ni Hesron, nga anak ni Peres, nga anak ni Juda,","the son of Amminadab, the son of Ram, the son of Hezron, the son of Perez, the son of Judah,"
"nga anak ni Jacob, nga anak ni Isaac, nga anak ni Abraham, nga anak ni Tera, nga anak ni Nahor,","the son of Jacob, the son of Isaac, the son of Abraham, the son of Terah, the son of Nahor,"
"nga anak ni Serug, nga anak ni Reu, nga anak ni Peleg, nga anak ni Eber, nga anak ni Sela,","the son of Serug, the son of Reu, the son of Peleg, the son of Eber, the son of Shelah,"
"nga anak ni Cainan, nga anak ni Arfaxad, nga anak ni Sem, nga anak ni Noe, nga anak ni Lamec,","the son of Cainan, the son of Arphaxad, the son of Shem, the son of Noah, the son of Lamech,"
"nga anak ni Metusela, nga anak ni Enoc, nga anak ni Jared, nga anak ni Mahalaleel, nga anak ni Cainan,","the son of Methuselah, the son of Enoch, the son of Jared, the son of Mahalalel, the son of Kenan,"
"nga anak ni Enos, nga anak ni Set, nga anak ni Adan, nga anak sa Dios.","the son of Enosh, the son of Seth, the son of Adam, the son of God."
"Unya si Jesus nga puno sa Espiritu Santo, mibalik gikan sa Jordan, ug gidala siya sa Espiritu ngadto sa kamingawan","Jesus, full of the Holy Spirit, left the Jordan and was led by the Spirit into the wilderness,"
"Ug ang yawa miingon kaniya, “Kon ikaw Anak sa Dios, sugoa kining bato nga mahimong pan.”","The devil said to him, “If you are the Son of God, tell this stone to become bread.”"
"Si Jesus mitubag kaniya, “Nasulat, ‘Ang tawo dili mabuhi sa pan lamang.’”","Jesus answered, “It is written: ‘Man shall not live on bread alone.’ ”"
"Busa, kon ikaw mosimba kanako, maimo kining tanan.”","If you worship me, it will all be yours.”"
"Ug si Jesus mitubag kaniya, “Nasulat kini, ‘Simbahon nimo ang Ginoo nga imong Dios, ug siya lamang ang imong alagaran.’”","Jesus answered, “It is written: ‘Worship the Lord your God and serve him only.’ ”"
"kay nasulat man kini, ‘Siya magsugo sa iyang mga anghel mahitungod kanimo, sa pagbantay kanimo,’",For it is written: “ ‘He will command his angels concerning you to guard you carefully;
ug nga ‘Sa ilang mga kamot ikaw ilang sapnayon aron ang imong tiil dili maigo sa bato.’”,"they will lift you up in their hands, so that you will not strike your foot against a stone.’ ”"
"Ug si Jesus mitubag kaniya, “Giingon, ‘Ayaw tintala ang Ginoo nga imong Dios.’”","Jesus answered, “It is said: ‘Do not put the Lord your God to the test.’ ”"
"Sa nahuman na sa yawa ang tanang mga pagpanintal, mibiya siya gikan kaniya hangtod sa laing higayon.","When the devil had finished all this tempting, he left him until an opportune time."
"Ug siya nagtudlo diha sa ilang mga sinagoga, dinayeg sa tanan.","He was teaching in their synagogues, and everyone praised him."
sa pagpahibalo sa tuig nga gikahimut-an sa Ginoo.”,to proclaim the year of the Lord’s favor.”
"Ug siya miingon, “Sa pagkatinuod sultihan ko kamo, walay propeta nga kahimut-an sa iyang kaugalingong lungsod.","“Truly I tell you,” he continued, “no prophet is accepted in his hometown."
"apan wala kanilay gipaadtoan kang Elias gawas lamang sa Sarepta, sa yuta sa Sidon, ngadto sa babaye nga usa ka biyuda.","Yet Elijah was not sent to any of them, but to a widow in Zarephath in the region of Sidon."
"Sa pagkadungog nila niini, ang tanan nga diha sa sinagoga nasuko pag-ayo.",All the people in the synagogue were furious when they heard this.
"Apan agi sa taliwala nila, milakaw siya.",But he walked right through the crowd and went on his way.
"Unya si Jesus milugsong ngadto sa Capernaum, usa ka lungsod sa Galilea. Ug sa adlaw nga igpapahulay nagtudlo siya kanila,","Then he went down to Capernaum, a town in Galilee, and on the Sabbath he taught the people."
ug nahibulong sila sa iyang pagtudlo kay ang iyang pagpanulti inubanan man ug kagahom.,"They were amazed at his teaching, because his words had authority."
"Ug didto sa sinagoga may tawo nga adunay espiritu sa usa ka demonyo nga hugaw, ug misinggit siya sa kusog nga tingog,","In the synagogue there was a man possessed by a demon, an impure spirit. He cried out at the top of his voice,"
Unya ang balita mahitungod kaniya miabot ngadto sa tanang kasikbit nga kayutaan.,And the news about him spread throughout the surrounding area.
Ug siya nagwali sulod sa mga sinagoga sa Judea.,And he kept on preaching in the synagogues of Judea.
"Ug sa nabuhat na nila kini, nakakuha sila ug dakong duot sa isda ug sa nag-anam na ug kagisi ang ilang mga pukot,","When they had done so, they caught such a large number of fish that their nets began to break."
"Kay siya nahibulong pag-ayo lakip ang tanan nga uban kaniya tungod sa mga isda nga ilang nakuha,","For he and all his companions were astonished at the catch of fish they had taken,"
"Ug sa nadala na nila ang ilang mga sakayan ngadto sa mamala, ilang gibiyaan ang tanan ug mikuyog kaniya.","So they pulled their boats up on shore, left everything and followed him."
"Ug gituy-od ni Jesus ang iyang kamot ug gihikap siya nga nag-ingon, “Buot ako; mahinlo ka.” Dihadiha ang sanla mibiya kaniya.","Jesus reached out his hand and touched the man. “I am willing,” he said. “Be clean!” And immediately the leprosy left him."
Apan siya mipalayo ngadto sa kamingawan ug nag-ampo.,But Jesus often withdrew to lonely places and prayed.
"Sa pagkakita niya sa ilang pagsalig, miingon siya, “Tawo, ang imong mga sala gipasaylo na.”","When Jesus saw their faith, he said, “Friend, your sins are forgiven.”"
"Hain ang labing sayon, ang pag-ingon ba, ‘Ang imong mga sala gipasaylo na,’ o ang pag-ingon, ‘Bangon ug lakaw’?","Which is easier: to say, ‘Your sins are forgiven,’ or to say, ‘Get up and walk’?"
Dihadiha siya mibangon sa ilang atubangan ug mikuha sa iyang gihigdaan ug mipauli nga nagdayeg sa Dios.,"Immediately he stood up in front of them, took what he had been lying on and went home praising God."
"Biniyaan ang tanan, mitindog siya ug misunod kaniya.","and Levi got up, left everything and followed him."
"Si Jesus mitubag kanila, “Kadtong mga maayo ug panglawas wala magkinahanglan ug mananambal, kondili kadtong mga may sakit.","Jesus answered them, “It is not the healthy who need a doctor, but the sick."
