msb	hil
Pero gin-atubang sinda ni Jesus kag gin-uritan.	Si Jesus nagbalikid kag nagsaway sa ila,
Pakatapos nagpadayon sinda sa masunod na baryo.	kag nagpadayon sila sa isa naman ka barangay.
San nagaralakat na sinda may nakasugat sinda sa kamino na tawo na nagsabi kan Jesus, “Sir, magaupod ako sa imo bisan magpakain ka.”	Sang nagapadayon sila sa paglakat, may isa ka tawo nga nagsiling kay Jesus, “Maupod ako sa imo bisan diin ka magkadto.”
Pakatapos sani nagpili gihapon an Ginoo sin 72 disipulos kag ginsugo sinda tigduha-duha na mag-una sa iya sa tanan na mga lungsod kag mga lugar na iya man pagakadtuan.	Sa tapos sini ang Ginoo nagpili sing setentay dos pa gid ka mga tawo kag iya sila ginpadala sing tagduhaduha sa pag-una sa iya sa tagsa ka banwa kag lugar nga madali na lang niya pagakadtuan.
Ginsabihan niya sinda, “Damoʼn gusto makabati san Maayo Na Barita pero kulang sa inda an mga magatukdo. Bagaʼn bugana na aranihon ini na mga tawo pero kulang lang an paraani. Kaya maghangyo kamo sa Ginoo na tag-iya san anihon agod magsugo siya sin mga paraani sa iya aranihon.	Nagsiling sia sa ila, “Malapad ang alanyon, pero diutay lang ang mga mangangani. Gani magpangamuyo kamo sa tag-iya sang alanyon nga magpadala sia sing mga mangangani sa iya alanyon.
“Sige, kadto na kamo pero tandai na ginasugo ta kamo bagaʼn mga karnero sa tunga san mga maisog na hayop.	Lakat kamo! Ginapadala ko kamo subong mga kordero sa tunga sang mga lobo.
Ayaw kamo pagdara sin pitaka, surudlan o sandalyas kag ayaw pag-udong sa pakig-istoryahan bisan sa sin-o man na masugatan niyo sa dalan.	Indi kamo magdala sing sulodlan sang kwarta, ukon bag, ukon sandalyas. Indi kamo magdulog sa pagpanamyaw bisan kay sin-o sa dalan.
“Sa diin man na balay na iyo suludan sabiha dayon niyo sa tag-iya, ‘Mapasa iyo an kalinawan hali sa Dios.’	Kon magsulod kamo sa isa ka balay, magsiling kamo anay, ‘Ang paghidait manginyari sa sini nga balay.’
Kun an nagaistar didto tawo na may kalinaw an isip hali sa Dios, mapasa inda an kalinawan pero kun dili mabalik ina sa iyo.	Kon ang nagaestar dira tawo nga mahidaiton, ibilin sa iya ang inyo panamyaw sang paghidait. Pero kon indi sia mahidaiton, bawia ninyo ang inyo panamyaw sang paghidait.
Mag-istar kamo sana na balay, kaunon niyo kag inumon an nanuman na ihanda sa iyo tungod naman na an paratrabaho dapat lang na hatagan san iya suhol. Ayaw pagparaburubalhin sin balay.	Magdayon kamo sa sina nga balay, magkaon kag mag-inom sang bisan ano nga ginahanda nila sa inyo, kay ang manugpangabudlay dapat hatagan sang iya suhol. Indi kamo magsagad saylusaylo sing dalayunan.
“Sa kadtuan niyo na lungsod na maayo an pagpadayon sa iyo kauna an nanuman na ginhanda para sa iyo.	Kon magkadto kamo sa isa ka banwa kag ginabaton kamo, kauna ninyo ang ginahanda sa inyo,
Ayuha an mga masakiton sana na lungsod kag isabi na ‘Halapit na sa iyo an oras na an Dios amo an magahadi sa iyo.’	ayuha ninyo ang mga nagamasakit sa sadto nga banwa, kag magsiling kamo sa mga tawo didto, ‘Ang paghari sang Dios malapit na sa inyo.’
Pero sa diin man na lungsod na iyo kadtuan kag habo magpadayon sa iyo, lumuwas kamo sa inda mga kamino kag isabi,	Pero kon magsulod kamo sa isa ka banwa kag wala kamo ginabaton, kadto kamo sa mga dalan kag magsiling,
‘Bisan an alpog san iyo lungsod na nakadukot sa amon mga tiil igataphod namon bilang padaan na pagakastiguhon kamo san Dios. Tandai niyo ini, an kahadian san Dios nagpahalapit na sa iyo.’	‘Bisan ang yab-ok sang inyo banwa nga nagatapik sa amon mga tiil amon nga tatakon batok sa inyo. Pero dumdoma ninyo ini, ang paghari sang Dios malapit na sa inyo.’
Ginasiguro ko sa iyo na pag-abot sana na adlaw san paghusgar mas pagakaluy-an san Dios an mga maraot na taga-Sodoma ki sadtoʼn mga tawo sana na lungsod na magakontra sa iyo.	Nagasiling ako sa inyo nga sa Adlaw sang Paghukom ang Dios mas magamaluloy-on pa sa Sodoma sang sa sadto nga banwa!
“Kamakaluluoy niyo na mga taga-Corazin! Kamakaluluoy man niyo na mga taga-Betsaida! Kun an ginhimo na mga milagro sa iyo didto paghimua kasadto sa maraot na mga syudad san Tiro kag Sidon na ginsira san Dios, dugay na an mga tagadidto nagsul-ot sin bado na ginahimoʼn sako kag nagsaburak sin abo sa inda mismo mga ulo agod ipakita na sinda nagabasol kag nagabaya san inda mga kasal-an.	“Makaluluoy ka man, Corazin! Makaluluoy ka man, Betsaida! Kay kon ang gamhanan nga mga buhat nga ginhimo sa inyo ginhimo sa Tiro kag Sidon, dugay na kuntani ang mga tawo didto nagpungko, nagabayo sing sako kag nagbutang sing abo sa ila mga ulo sa pagpakita nga mag-untat sila sa pagpakasala.
Tungod sana mas pagakaluy-an san Dios an mga taga-Tiro kag mga taga-Sidon ki sa iyo sa adlaw san paghusgar.	Sa Adlaw sang Paghukom ang Dios mas magamaluloy-on pa sa Tiro kag sa Sidon sang sa inyo.
Kamo naman na mga taga-Capernaum, nano, gusto niyo na magpakamatanos pareho san sa langit? Itatapok lugod kamo sa impyerno.”	Kag ikaw, Capernaum, luyag ka bala magbayaw sang imo kaugalingon sa langit? Ihaboy ka sa impierno!”
“Kaya an nagapamati sa iyo na mga disipulos ko nagapamati sa akon. An nagasikway sa iyo nagasikway sa akon kag idtoʼn nagasikway sa akon ginasikway man an nagsugo sa akon.”	Nagsiling si Jesus sa iya mga gintuton-an, “Ang bisan sin-o nga nagapamati sa inyo, nagapamati sa akon, ang bisan sin-o nga nagasikway sa inyo, nagasikway sa akon. Kag ang bisan sin-o nga nagasikway sa akon, nagasikway sa iya nga nagpadala sa akon.”
Nagbalik an 72 na tawo na ginsugo na mga malipay na an sabi, “Ginoo, bisan an mga demonyo nagtuman sa amon san ginsugo namon sa ngaran mo.”	Ang setentay dos nagbalik nga may daku nga kalipay. Nagsiling sila, “Ginoo, bisan pa ang mga demonyo nagtuman sa amon sang ginmanduan namon sila sa imo ngalan!”
Sinabihan sinda ni Jesus, “Nakita ko an pakahulog ni Satanas hali sa langit na bagaʼn kilat.	Si Jesus nagsabat sa ila, “Nakita ko si Satanas nga nahulog kaangay sang kilat halin sa langit.
Tandai, ginhatagan ta kamo sin gahom na makadaog san karautan bagaʼn pagtamak sa mga sawa kag mga uyang amo man san tanan na gahom san mga kaaway kag waraʼn makapasakit sa iyo.	Pamati kamo! Ginhatag ko sa inyo ang gahom sa pagtapak sa mga man-og kag mga iwiiwi, kag paglutos sa tanan nga gahom sang Kaaway, kag wala sing bisan ano nga makahalit sa inyo.
Pero ayaw kamo pagkalipay dahilan na napatuman niyo an mga maraot na espirito kundi magkalipay tungod na an iyo mga ngaran nasurat sa libro na adto sa langit.”	Pero indi kamo magkalipay tungod kay ang malaut nga mga espiritu nagatuman sa inyo, kundi magkalipay kamo tungod kay ang inyo mga ngalan nasulat sa langit.”
Sadto man na oras na palipay si Jesus san Espirito Santo kag nagsabi, “Ama na Ginoo san langit kag duta, nagapasalamat ako sa imo kay gintago mo ini na kaaraman sa mga madunong kag mga may pagsabot pero ginhayag mo sadtoʼn mga maluya an pagsabot sugad san mga dyutay na bata. Opo, Ama ko, kay ginkalipay mo an pagahimo sani.	Sa amo nga takna si Jesus nga puno sing kalipay sang Espiritu Santo nagsiling, “O Amay, Ginoo sang langit kag duta, nagapasalamat ako sa imo tungod kay ang imo gintago sa mga maalam kag may mga tinun-an imo ginpakita sa indi mga maalam. Huo, Amay, kay amo ini ang imo nahamut-an nga matabo.
“Niyan, an tanan na poder ginhatag sa akon san akon Ama. Wara sin makakilala kun sin-o an Anak kundi an Ama, kag kun sin-o an Ama kundi an Anak kag sadto naman na mga ginagusto san Anak na pahayagan san manungod sa Ama.”	“Gintugyan sa akon sang akon Amay ang tanan nga mga butang. Wala sing may nakakilala sa Anak luas sa Amay, kag wala sing may nakakilala sa Amay luas sa Anak kag sa ila nga mga pinili sang Anak, nga ipahayag ang Amay.”
Pakatapos, gin-atubang ni Jesus an iya mga disipulos kag nagsabi, “Palabi an nakakita san iyo nakikita,	Dayon si Jesus nagliso sa mga gintuton-an kag nagsiling sa ila nga silahanon lang, “Daw ano ka malipayon sa inyo nga makakita sang mga butang nga inyo ginatan-aw!
kay matuod gayod na damo kasadtoʼn mga propeta kag mga hadi na gusto man makakita san iyo nakikita pero wara ninda makita. Nagahandom man makabati san iyo nababatian pero wara ninda mabati.”	Nagasiling ako sa inyo nga madamo nga mga propeta kag mga hari ang naghandom nga makita ang inyo ginatan-aw, pero wala sila makakita, kag nga makabati sa inyo ginapamatian, pero wala sila makabati.”
Igwaʼn abugado na nagtindog kag naghunga kan Jesus agod porbaran siya, “Maestro, nano an dapat ko na himuon agod masadiri ko an waraʼn katapusan na buhay?”	May isa ka manunodlo sang Kasugoan nga nagtindog sa pagdakupdakop kay Jesus. Nagpamangkot sia, “Manunodlo, ano bala ang dapat ko himuon agod maangkon ko ang kabuhi nga wala sing katapusan?”
Ginsabat siya ni Jesus, “Adto na sa Kasuguan nasurat an himuon. Nano an imo nabasa?”	Si Jesus nagsabat sa iya, “Ano bala ang ginasiling sang mga Kasulatan? Paano bala ang paghangop nimo sini?”
Nagsabat man an tawo, “‘Kamut-an mo an Ginoo na imo Dios sa imo puso, sa bilog moʼn tagipusuon, sa tanan san imo pagaisip kag paagi man sa paggamit mo san tanan na kusog sa pagsirbe sa iya,’ kag ‘kamut-an mo an imo kapwa pareho san imo sadiri.’,”	Ang tawo nagsabat, “‘Higugmaa ang Ginoo nga imo Dios sa bug-os mo nga tagipusoon, sa bug-os mo nga kalag, sa bug-os mo nga kusog, kag sa bug-os mo nga hunahuna,’ kag, ‘Higugmaa ang imo isigkatawo subong sang imo kaugalingon.’”
Nag-uyon si Jesus, “Tama an pakasabi mo. Himua ina kag mabubuhay ka.”	Si Jesus nagsabat, “Husto ang imo sabat. Himua ini kag magakabuhi ka.”
Pero kay gusto niya na mapatanos an iya sadiri ginhunga si Jesus, “Sin-o an akon kapwa?”	Pero ang manunodlo sang Kasugoan buot magpakamatarong sang iya kaugalingon, gani ginpamangkot niya si Jesus, “Sin-o bala ang akon isigkatawo?”
Nagsabat si Jesus paagi sin istorya, “Igwaʼn gintulis na Judio na naglugsad hali sa Jerusalem pakadto sa Jerico. Hinubaan siya, binaog kag binayaan na tikamatayon.	Si Jesus nagsabat, “May isa ka tawo nga nagdulhog halin sa Jerusalem pakadto sa Jerico nga ginbanggaan sang mga buyong. Ginkuha nila ang iya tanan nga pagkabutang pati ang iya bayu, ginbakol sia kag ginbayaan nga daw sa patay na.
Nangyari man na may padi na nagaagi sadto na dalan pero pakakita niya sa tawo linabayan lang.	Natabuan nga may nagdulhog nga isa ka pari sa sina nga dalan. Sang pagkakita niya sang tawo, naglikaw sia sa pihak sang dalan.
Sugad man may Levita na pag-abot sadto na lugar kag pakakita niya sa tawo nagtabok paluyo na dalan kag naglabay man lang.	Sa amo man nga dalan may nag-abot didto nga isa ka Levita, kag sang pagkakita niya sang tawo naglikaw sia sa pihak sang dalan.
May Samaritano naman na kontra san mga Judio pero sa iya paglakaton nakaabot sadto na lugar kag pakakita san kamutangan san tawo naluoy.	Pero may isa ka Samariahanon nga nagapanglakaton kag nakaabot sa nahamtangan sang tawo. Sang pagkakita niya sang tawo naluoy gid sia.
Ginhalapitan niya ini tapos ginbu-buan sin lana kag bino an mga samad sani kag ginbutukan. Pakatapos ginsakay sa iya kabayo an tawo, gindara sa usad na dayunan kag gin-ataman siya.	Ginpalapitan niya ang tawo, ginhaplasan niya sing lana kag bino ang iya mga pilas kag ginbugkosan ini. Dayon ginpasakay niya sia sa iya kaugalingon nga hayop, gindala sa dalayunan kag gin-atipan niya sia.
Pagkaotro adlaw nagkuha siya sin kwarta na duha ka bilog na plata kag hinatag sa tag-iya san dayunan na nagasabi, ‘Atamana siya kag kun may magastos pa pagabayadan ta ikaw pagbalik ko.’,”	Sang madason nga adlaw nagkuha sia sing duha ka denario kag ginhatag niya ini sa tag-iya sang dalayunan. Nagsiling sia sa iya, ‘Tatapa sia, kag sa akon pagbalik bayaran ko ikaw sang tanan nga magasto mo sa iya.’”
Niyan, ginhunga siya ni Jesus, “Sin-o sani na tulo sa paghuna mo an nagin kapwa san gintulis na tawo?”	Dayon si Jesus nagpamangkot, “Ti, sa imo abi, sin-o bala sa sining tatlo, ang nanginmaayo nga isigkatawo sining tawo nga ginbanggaan sang mga buyong?”
“An tawo na naluoy sa iya,” an sabat san abugado.	Nagsabat sia, “Yadtong nagkaluoy sa iya.”
Sinabihan siya ni Jesus, “Kadto na kag sugad man sani an himuon mo.”	Si Jesus nagsiling sa iya, “Ti, lakat ka kag himua ang subong man.”
San paglakaton ni Jesus kag san iya mga disipulos nakaabot sinda sa usad na baryo kag may babayi na an ngaran Marta na nagpadayon sa inda.	Sang nagpadayon si Jesus kag ang iya mga gintuton-an sang ila pagpanglakaton, nakaabot sia sa isa ka barangay. May isa ka babayi nga ginahingalanan kay Marta nga nagbaton kay Jesus sa iya balay.
Igwa siya sin kamanghod na an ngaran Maria na nagaingkod sa may tiilan san Ginoo kag nagapamati san iya ginatukdo.	Si Marta may utod nga babayi nga ginahingalanan kay Maria nga nagpungko sa tiilan sang Ginoo sa pagpamati sang iya pagpanudlo.
Niyan, si Marta, na nahahandal pag-asikaso san mga ginahanda, nag-apiki kan Jesus kag nagsabi, “Ginoo, dili mo ba namamalisyahan na ginapabayaan lang ako san akon kamanghod sa pagtrabaho? Pakisabi man sa iya na buligan ako.”	Pero si Marta nagpalibog sang tanan nga mga obra nga iya himuon, gani nagpalapit sia kay Jesus kag nagsiling, “Ginoo, wala ka bala nagakabalaka nga ginapabayaan ako nga nagaisahanon sang akon utod sa paghimo sang tanan nga mga hilimuson? Singgana sia nga magbulig sa akon!”
Pero ginsabat siya san Ginoo: “Marta, Marta, nahandal ka kag nalilisang san damo na mga bagay,	Ang Ginoo nagsabat sa iya, “Marta, Marta, nagapalibog ka, kag indi ka mapahamtang nahanungod sang madamo nga mga butang,
Usad sin bes nagapangadyi si Jesus sa usad na lugar. Pakatapos niya usad san iya mga disipulos naghangyo, “Ginoo, tukdui man kami pagpangadyi na pareho man san gintukdo ni Juan na Parabunyag sa iya mga disipulos.”	Isa sadto ka tion si Jesus nagapangamuyo sa isa ka lugar. Sang pagkatapos niya, ang isa sang iya mga gintuton-an nagsiling sa iya, “Ginoo, tudloi kami sa pagpangamuyo, subong nga si Juan nagtudlo sang iya mga gintuton-an.”
Kaya ginsabihan niya sinda, “Pagpangadyi niyo sabihon,	Si Jesus nagsiling sa ila, “Kon magpangamuyo kamo, magsiling sini:
‘Ama, pagalangan an banal mo na ngaran. Mag-abot lugod an pagahadi mo.	‘Amay:
Hatagi kami san amon kinahanglan na pagkaon uruadlaw.	pasidunggan ang imo balaan nga ngalan.
Patawada kami san amon mga sala kay ginapatawad namon an tanan na mga nakasala sa amon.	Kabay ang imo paghari magsugod.
Ayaw man kami pagtuguti na masugtan.’,”	Hatagi kami adlaw-adlaw sang kalan-on nga amon kinahanglanon.
Sinabihan pa sinda ni Jesus, “Ipamutang ta na usad sa iyo may kaamigo na nagkadto sa iya na tungaʼn gab-i kag nagsabi, ‘Migo, pahurama man anay ako sin tulo ka bilog na tinapay,	Patawara kami sang amon mga sala,
kay may kakilala ako na nag-abot sa balay hali sa paglakaton kag wara akoʼn ikapakaon sa iya.’	kay ginapatawad man namon ang tanan nga nakasala sa amon.
“Tapos ginsabat siya san nasa sulod, ‘Ayaw na ako pag-ulanga. Sirado na kag nagahirigda na kami san mga bata. Dili na ako mabangon para hatagan ka san panginahanglan mo.’	Indi kami pagdalha sa mabudlay nga pagtilaw.’”
Ugaling, matuod gayod na mabangon siya agod ihatag an tanan na pagkinahanglan san iya amigo, dili dahilan san inda pag-amigo kundi dahilan san pagpakimaluoy san usad.	Kag si Jesus nagsiling sa iya mga gintuton-an, “Abi may isa sa inyo nga magkadto sa balay sang iya abyan sa tungang gab-i kag magsiling sa iya, ‘Abyan, pahulama ako sing tatlo ka bilog nga tinapay,
“Kaya tandai an ginasabi ko sa iyo, mangayo sa Dios kay pagahatagan kamo. Maghanap kay ipapakita niya sa iyo. Magtawag sa iya kay pagaabrihan niya an pwertahan sa iyo.	kay may abyan ako nga nagapanglakaton nga nag-abot sa akon balay kag wala gid ako sing ipakaon sa iya!’
Himuon niyo ini kay an nangangayo sa Dios amo an pagahatagan. An nagahanap amo an makakita kag an nagatawag sa iya amo an pagaabrihan san pwertahan.	Kag abi, ang imo abyan magsabat didto sa sulod sang iya balay, ‘Indi ako pagdisturboha! Sirado na ang pwertahan kag nagahigda na ako kag ang akon mga kabataan. Indi ako magbangon sa paghatag sa imo sing bisan ano.’
“Niyan, halimbawa, sin-o sa iyo na mga ama an mahatag sin sawa sa iya anak kun mangayo siyaʼn isda,	Ti ano karon? Nagasiling ako sa inyo, bisan nga indi sia magbangon sa paghatag sa imo sing tinapay tungod sang inyo pag-abyanay, pero tungod sang imo pagpamilit nga wala gid huyahuya magabangon sia kag magahatag sa imo sang imo tanan nga kinahanglanon.
o kaya uyang kun mangayo iniʼn itlog?	Gani nagasiling ako sa inyo: Pangayo kamo, kag kamo magabaton, pangita kamo kag kamo makakita, panuktok kamo kag ang pwertahan pagabuksan sa inyo.
Kun kamo ngani na mga maraot an ugali maaram maghatag sin mga maayo na bagay sa iyo kaanakan, sing-ano pa gayod ada an iyo Ama sa langit an mahatag san Espirito Santo sadtoʼn mangayo sa iya?”	Kay ang tagsatagsa nga nagapangayo magabaton, kag ang nagapangita makakita, kag ang pwertahan pagabuksan sa iya nga nagapanuktok.
Usad sin bes may ginapahali na demonyo si Jesus kay amo ini an nakapaapa sa tawo, pero pakahali lang san demonyo nakasurmaton na an apa kag nangawa an mga tawo.	Kamo nga mga amay, may isa bala sa inyo nga magahatag sa iya bata sing man-og kon ang iya ginapangayo isda?
Pero may iba sa inda na nagsabi, “Paagi lang kan Beelzebul na namumuno san mga demonyo an pagpaluwas niya san mga demonyo.”	Ukon hatagan mo bala sia sing iwiiwi kon ang iya ginapangayo itlog?
Myintras may iba naman nagpangayo kan Jesus sin milagro bilang tanda agod porbaran na hali man gayod siya sa Dios.	Kon kamo nga mga malaut makahibalo kon paano maghatag sing maayo nga mga butang sa inyo mga kabataan, daw ano pa gid ang inyo Amay nga langitnon. Magahatag sia sang Espiritu Santo sa mga nagapangayo sa iya!”
Pero kay aram niya an inda ginaisip ginsabihan sinda, “Maruruba an kahadian na pirme may araraway sa inda mismo. Amo man magaburulag an pamilya na pirme may araraway sa inda mismo.	Gintabog ni Jesus ang demonyo nga nagpaapa sa isa ka tawo. Sang makagwa ang demonyo sa tawo, ang tawo naghambal. Natingala gid ang mga tawo,
Sugad man kun si Satanas mismo ginakontra an iya sadiri na mga sakop, pan-o magapadayon an iya pagahadi? Nagahunga ako sani kay nagasabi kamo na paagi kan Beelzebul nagapahali ako sin mga demonyo.	ugaling ang iban sa ila nagsiling, “Si Beelzebul nga hari sang mga demonyo amo ang naghatag sa iya sing gahom sa pagtabog sa ila.”
“Niyan, kun paagi kan Beelzebul nagapaluwas ako san mga demonyo, kanin-o man gali poder na nahimo man ini san iyo mga katawuhan? Kaya ini sinda mismo an magapamatuod na sala kamo.	Ang iban luyag magdakupdakop sa iya, gani nagpangayo sila nga maghimo sia sing gamhanan nga buhat sa pagpamatuod nga ang Dios nahamuot sa iya.
Ugaling kun paagi sa poder san Dios an pagpaluwas ko san mga demonyo, ina nagapamatuod na an pagahadi san Dios adi na sa iyo.”	Pero si Jesus nga nakahibalo sang ila mga panghunahuna nagsiling sa ila, “Kon ang mga pumoluyo sang isa ka pungsod nagabinahinbahin kag nagailinaway, ina nga pungsod malaglag. Ang panimalay nga nagabinahinbahin magabuloblag.
Nagpadayon pa si Jesus, “Kay kun ipamutang ta sa makusog na armado na tawo pirme nagabantay sa iya balay, dili siya makakawatan bisan nano,	Gani, kon ang ginharian ni Satanas may mga grupo nga nagailinaway, paano bala ini makapadayon? Nagasiling kamo nga nagatabog ako sang mga demonyo tungod sang gahom nga ginhatag sa akon ni Beelzebul.
pero kun dayuhon siya san mas makusog pa sa iya, madadaog siya kag an tanan na armas na iya ginsarigan aagawon kag pagabarahinon an mga nakawat sa iya.	Kon nagatabog ako sang mga demonyo paagi kay Beelzebul, sa ano bala nga paagi ang inyo mga sumolunod nagatabog sang mga demonyo? Gani, ang inyo mga sumolunod nagapamatuod nga sayop gid kamo!
“Kun sugad an dili nakiupod sa akon mga kontra gayod sa akon kag an dili nagabulig sa akon pagtipon nagapaburulag lugod.	Kay paagi sa gahom sang Dios nagatabog ako sang mga demonyo, kag ini nagapamatuod nga ang paghari sang Dios nakaabot na sa inyo.
“Ipahalimbawa ta naman sa maraot na espirito,” an sabi ni Jesus. “Pagluwas sani sa tawo nagaagi-agi ini sa mga disyerto agod maghanap sin mapahuwayan pero kay waraʼn mahanapan kaya masabi, ‘Mabalik ako sa akon ginhalian na istaran.’	“Kon ang isa ka makusog nga tawo nga sangkap sa hinganiban nagabantay sang iya kaugalingon nga balay, indi maano ang tanan niya nga mga pagkabutang.
Pag-abot sani didto nakita na waraʼn sulod, malinis kag gin-ayo na idto.	Pero kon gubaton sia sang mas makusog nga tawo sang sa iya kag madaog sia, maagaw sang mas makusog nga tawo ang tanan niya nga mga hinganiban nga iya ginasaligan, kag pamartidahon niya ang iya mga inagaw.
Kaya magahali gihapon ini kag magatiripon pa sin pito na espirito na mas maraot pa ki sa iya. Didto sinda masulod kag maistar. Dahilan sani mas grabe an kamutangan sadtoʼn tawo ki san dati.”	“Ang bisan sin-o nga wala nagaupod sa akon batok sa akon, kag ang bisan sin-o nga wala nagabulig sa akon sa pagpanipon nagapaaplaag.
Nagasurmaton pa si Jesus san may babayi didto sa kadamuan na nagsiyak, “Pinalabi gayod san Dios an babayi na nagbudos kag nagpadudo sa imo.”	“Kon ang malaut nga espiritu maggwa sa isa ka tawo, nagapanglugayawan sia sa mamala nga mga lugar sa pagpangita sing palahuwayan. Kon wala sia sing may makita, nagasiling sia sa iya kaugalingon, ‘Mabalik ako sa akon balay nga akon ginhalinan.’
Pero nagsabat si Jesus, “Mas palabi pa gayod idtoʼn nagapamati san katukduan manungod sa Dios kag nagatuman sani.”	Sa pagbalik niya, iya makita nga ang balay matinlo kag nahimos na.
Myintras nagadamo an mga tawo nagpadayon pagsurmaton si Jesus, “Sing-ano ka makasasala an mga katawuhan yana! Nagaparapangayo sindaʼn tanda pero waraʼn ipapakita sani kundi an pareho san nangyari sa propeta na si Jonas.	Dayon magalakat sia kag manghagad sang pito ka iban nga espiritu nga mas malaut pa sang sa iya. Magasulod sila kag magaestar didto. Gani, sa ulihi ini nga tawo mas magamalaut pa gid sang sa una niya nga kahimtangan.”
Sugad san siya nagin tanda sa mga taga-Nineve paagi sa pag-istar niya sin tulo ka adlaw sa tiyan san dako na isda sa dagat pero nakaluwas gihapon na buhay, sugad man ako na Anak San Tawo magin tanda man sani na mga tawo yana na panahon.	Sang makahambal si Jesus sini, may isa ka babayi sa tunga sang mga tawo nga nagsinggit kag nagasiling sa iya, “Daw ano ka malipayon ang babayi nga nagbusong kag nagbatiti sa imo!”
Sa adlaw san paghusgar an reyna san lungsod na ginatawag Sheba matindog kaupod an mga tawo sani na panahon kag pagakondinaron sinda, kay hali pa gayod siya sa harayo na lugar san kinab-an para mamati san kadunungan ni Solomon, pero kitaa, adi na yana an mas labaw pa ki kan Solomon.	Pero si Jesus nagsabat, “Matuod ina, pero daw ano pa gid ka malipayon ang mga nagapamati sang pulong sang Dios kag nagatuman sini!”
Sa adlaw san paghusgar an mga tawo naman san Ninive matindog kaupod ini na mga tawo kag kukondinaron sinda kay nagbasol sinda kag nagbaya sa inda pagkasala dahilan san katukduan ni Jonas pero, kitaa, adi an mas labaw pa ki sa iya.”	Sang nagatilipon ang mga tawo sa palibot ni Jesus, nagsiling sia, “Daw ano kalaut sang mga tawo sa sini nga mga inadlaw! Nagapangayo sila sing isa ka gamhanan nga buhat, pero wala sing may ihatag sa ila, luas sa palatandaan nga ginhatag ni Jonas.
Didi naman nagpadayon si Jesus pagsabat sa inda na gusto makakita sin tanda, “Waraʼn masindi sin ilawan tapos itago o isulod sa baldi kundi ginabutang sa dapat na tungtungan sani agod an kapawa makita san mga nagasurulod.	Subong nga si Jonas nangintanda para sa mga tawo sa Ninive, amo man ang Anak sang Tawo mangintanda para sa mga tawo sa sini nga mga inadlaw.
Pareho san ilaw an imo mata para sa lawas. Kun maayo an imo mata mapapawaan man an bilog mo na lawas pero kun maraot an imo mata madulom man an bilog mo na lawas.	Sa Adlaw sang Paghukom ang Rayna sang Seba magatindog kag magasumbong sang mga tawo sa sini nga mga inadlaw, tungod kay nag-abot sia gikan sa malayo nga lugar sa pagpamati sang kaalam ni Solomon, kag karon nagasiling ako sa inyo, may yari diri nga mas daku pa sang sa kay Solomon.
Kun sugad makasiguro ka na an ilaw na nasa sulod sa imo dili ngani madulom.	Sa Adlaw sang Paghukom ang mga tawo sang Ninive magatindog kag magasumbong sa inyo, tungod kay nag-untat sila sa ila pagpakasala sang pagkabati nila kay Jonas nga nagwali. Karon nagasiling ako sa inyo, may yari diri nga mas daku pa sang sa kay Jonas!”
Kay kun an imo lawas puno sin kapawaan kag waraʼn parte na madulom magigin mapawa iniʼn biyo na pareho san ilawan na nagabanaag sa imo.”	“Wala sing tawo nga nagasindi sang suga kag iya ginatago ukon ginatakluban ini sang sulokban, kundi ginabutang niya ini sa tulongtungan, agod nga ang mga nagasulod makakita sang kapawa.
Nakatapos pa lang si Jesus pagsurmaton san may Pariseo na nag-imbitar sa iya na magkaon sa inda. Nagdayon siya kag nag-ingkod sa may lamesa.	Ang suga sang imo lawas amo ang imo mga mata. Kon ang imo mga mata maayo, ang bug-os mo nga lawas puno sang kapawa, pero kon ang imo mga mata indi maayo, ang bug-os mo nga lawas puno sang kadudulman.
Nangarat an Pariseo san makita siya na wara anay maghugas antes magkaon.	Gani maghalong ka basi kon ang kapawa sa imo manginkadudulman.
Kaya ginsabihan siya san Ginoo, “Kamo na mga Pariseo! Ginalinisan niyo an sa luwas san lawas sugad san paglinis san tasa kag plato pero an sa sulod san lawas maraot gayod dahilan sa kapasluan kag karautan.	Gani, kon ang imo bug-os nga lawas puno sing kapawa, kag wala sing bahin sini nga yara sa kadudulman, ti, ang bug-os mo nga lawas masanag, subong nga ang suga nagaiwag sa imo sang iya kasanag.”
Mga buang! Dili ba an Dios na naghimo san sa luwas amo man an naghimo san sa sulod?	Sa tapos makahambal si Jesus, may isa ka Fariseo nga nag-agda sa iya sa pagkaon upod sa iya. Gani nagsulod sia sa balay kag nagpungko sa pagkaon.
Dapat magbahin anay san sa imo sa mga pobre kag an tanan magigin malinis para sa iyo.	Ang Fariseo natingala sang matalupangdan niya nga si Jesus wala magpanghinaw sa wala pa sia magkaon.
“Makaluluoy man gihapon kamo na mga Pariseo! Ginahalad niyo an ikanapulo na parte bisan an pinakamenos san iyo mga produkto pero napapabayaan niyo an katanusan kag pagkamuot san Dios! Amo ini an dapat niyo sunudon na dili man gihapon napapabayaan an iba.	Gani ang Ginoo nagsiling sa iya, “Karon kamo nga mga Fariseo nagahugas sang sa gwa lang sang tasa kag pinggan, pero sa sulod ninyo puno kamo sang kahakog kag kalautan.
“Makaluluoy man kamo na mga Pariseo kay naiila pirme mag-ingkod sa pinakaunahan san mga sinagoga kag naiila man paggalangan sa may merkado.	Mga buangbuang! Indi bala nga ang Dios nga naghimo sang sa gwa naghimo man sang sa sulod?
