msb,hil
Nginarat sinda kag nagkaharadlok kay an huna ninda multo idto!,"Samtang ang duha nagapanugid sini nga mga butang sa ila, sa hinali nagpakita si Jesus mismo sa tunga nila nga nagatindog kag nagsiling sa ila, “Ang paghidait manginyara sa inyo.”"
"Pero nagsurmaton si Jesus, “Nano kay nagakaharadlok kamo kag nagaduda?","Hinadlukan kag kinulbaan sila, kay naghunahuna sila nga nakakita sila sang murto."
Kitaa niyo an akon mga kamot kag san tiil. Matuod na ako ini. Kapti niyo ako kag kitaa sin maayo. Waraʼn multo na may lawas pareho gayod san nakikita niyo sa akon na igwa.”,"Pero nagsiling sia sa ila, “Ngaa bala natublag kamo? Ngaa nagaabot ang pagpangduhaduha sa inyo mga hunahuna?"
Pakasabi niya sani ginpakita an iya mga kamot kag tiil.,"Tan-awa ninyo ang akon mga kamot kag mga tiil, kay ako gid ini. Uyati ninyo ako kag mahibal-an ninyo, kay ang espiritu wala sing unod kag mga tul-an subong sang ginatan-aw ninyo nga ako may unod kag tul-an.”"
"Surusobra gayod an inda kalipay pero bagaʼn dili sinda makatuod. Nagkamurungnan sinda. Tapos nagpadayon siya pagsurmaton, “Nano, igwa kamo didiʼn makaon?”",Sang pagsiling niya sini ginpakita niya sa ila ang iya mga kamot kag mga tiil.
Kaya ginhatagan ninda siya sin inihaw na isda,"Napuno gid sila sang kalipay kag katingala nga indi pa gid sila makapati. Gani si Jesus nagpamangkot sa ila, “May pagkaon bala kamo diri?”"
na binaton man niya kag kinaon sa inda pagkita.,"Ginhatagan nila sia sing sinugba nga isda,"
"Niyan, sinabihan pa niya sinda, “Amo ini an gusto ko ipasabot san pagsabi ko sadto san kaupod pa ako niyo na dapat mangyari an tanan na nakasurat manungod sa akon sa Kasuguan ni Moises, sa mga surat san mga propeta kag sa mga Salmo.”",nga iya ginkuha kag ginkaon sa atubang nila.
Kaya ginpamuklat niya an inda kaisipan agod masabutan an Banal Na Kasuratan.,"Dayon nagsiling sia sa ila, “Amo ini nga mga butang ang ginsiling ko sa inyo sang kaupod pa ako ninyo: ang tanan nga nasulat nahanungod sa akon sa Kasugoan ni Moises, sa mga sinulat sang mga propeta, kag sa mga Salmo dapat nga matuman.”"
"Sinabihan niya sinda, “Ini an nasurat na magatios an Cristo kag sa ikatulo ka adlaw mabubuhay gihapon.",Dayon ginbuksan niya ang ila mga hunahuna sa paghangop sang mga Kasulatan.
"Niyan, dapat igatukdo sa gahom san iya ngaran an manungod san pagbasol kag pagbaya sa pagkasala para sa kapatawadan san mga kasal-an. Igapalukop ini sa entiro na kinab-an magtuna sa Jerusalem.","Nagsiling sia sa ila, “Amo ini ang nasulat: ang Cristo dapat mag-antos kag mabanhaw sa ikatlo nga adlaw,"
Kamo gayod an mga testigos sani.,"kag sa iya ngalan ang mensahe nahanungod sang paghinulsol kag kapatawaran sang mga sala dapat iwali sa tanan nga mga kapungsoran, sugod sa Jerusalem."
"“Tandai niyo, igasugo ko sa iyo an Espirito Santo na gintuga san akon Ama. Didto lang anay kamo sa syudad hasta na mag-abot sa iyo hali sa langit ini na gahom san Espirito.”",Kamo ang mga saksi sini nga mga butang.
Pakatapos ginpaupod sinda ni Jesus hasta sa Betania. Pag-abot didto tinaas niya an iya mga kamot kag ginbendisyunan sinda.,Kag ako akon magapadala sa inyo sang ginsaad sang akon Amay. Pero maghulat kamo sa Jerusalem tubtob nga ang gahom gikan sa ibabaw mag-abot sa inyo.”
"San ginabendisyunan niya sinda, ginapaharayo siya na ginapahitaas palangit.",Dayon gindala niya sila sa gwa sang siudad tubtob sa Betania sa diin ginbayaw niya ang iya mga kamot kag ginbendisyunan sila.
Pakasamba ninda sa iya nagbalik sinda sa Jerusalem na malipay gayod.,"Samtang nagabendisyon sia sa ila, nagbulag sia sa ila kag gindala sia pa langit."
Amo ini an mga kalulululuhi ni Jesu-Cristo na kalahi ni David kag kalahi man ni Abraham.,Amo ini ang lista sang mga katigulangan ni Jesu-Cristo nga kaliwat ni David nga kaliwat man ni Abraham.
Si Abraham ama ni Isaac na ama ni Jacob. Si Jacob naman ama ni Juda kag san iya mga kamaranghod na lalaki.,"Si Abraham amay ni Isaac, si Isaac amay ni Jacob, si Jacob amay ni Juda kag sang iya mga utod nga lalaki."
Ini si Juda ama ninda Fares kag Zara na an iloy si Tamar; si Fares naman ama ni Esrom na ama ni Aram.,"Si Juda amay ni Fares kag ni Zera nga ang ila sini iloy si Tamar. Si Fares amay ni Esrom, kag si Esrom amay ni Aram."
Si Aram ama ni Aminadab na ama ni Naason na ama naman ni Salmon.,"Si Aram amay ni Aminadab, si Aminadab amay ni Naason, si Naason amay ni Salmon,"
"Si Salmon ama ni Booz na an iloy si Rahab. Si Booz naman ama ni Obed na an iloy si Ruth, tapos si Obed ama ni Jesse","si Salmon amay ni Boaz kag ang iya sini iloy si Rahab. Si Boaz amay ni Obed kag ang iya sini iloy si Ruth. Si Obed amay ni Jesse,"
"na ama san nagin hadi na si David. Tapos, si David ama ni Solomon na an iloy dati asawa ni Urias.",kag si Jesse amay ni Haring David.
Si Solomon naman ama ni Roboam na ama ni Abias na ama naman ni Asa.,"Si David amay ni Solomon kag ang iya sini iloy amo ang asawa anay ni Urias,"
Si Asa ama ni Josafat na ama ni Joram na ama naman ni Ozias.,"si Solomon amay ni Rehoboam, si Rehoboam amay ni Abias, si Abias amay ni Asa,"
Si Ozias ama ni Jotam na ama ni Acaz na ama naman ni Esequias.,"si Asa amay ni Josafat, si Josafat amay ni Joram, si Joram amay ni Uzias,"
Si Esequias ama ni Manases na ama ni Amon na ama naman ni Josias.,"si Uzias amay ni Joatam, si Joatam amay ni Acaz, kag si Acaz amay ni Ezequias."
Ini siya ama ni Jeconias kag san iya mga kamaranghod na lalaki. Sana na panahon nangyari an pagkabihag san mga taga-Israel sa Babilonia.,"Si Ezequias amay ni Manases, si Manases amay ni Amon, si Amon amay ni Josias,"
Pakatapos sani:,"si Josias amay ni Jeconias kag sang iya mga utod nga lalaki, sang tion nga ang mga taga-Israel ginbihag pakadto sa Babilonia."
si Jeconias nagin ama ni Salatiel na ama ni Zorobabel.,"Sa tapos sang pagkabihag pakadto sa Babilonia, amo pa ini ang mga katigulangan ni Jesus: si Jeconias amay ni Salatiel, si Salatiel amay ni Zorobabel,"
San gin-anak si Jesus sa lungsod san Betlehem sa probinsya san Judea si Herodes amo an hadi. Sani na panahon may nag-arabot na mga madunong na tawo sa Jerusalem hali sa nasyon sa sirangan.,"Sang natawo na si Jesus sa banwa sang Betlehem nga sakop sang Judea sa panahon nga si Herodes ang hari, may nag-abot sa Jerusalem nga mga tawo halin sa Sidlangan, nga nakatuon sang mga bituon."
"Nagahunga sinda, “Hain an gin-anak na magigin hadi san mga Judio? San sa sirangan pa kami nakita namon an bituon na tanda na siya nabuhay na kaya nagkadi kami agod sambahon siya.”","Nagpamangkot sila, “Sa diin na bala ang bata nga natawo nga manginhari sang mga Judio? Nakita namon ang iya bituon sa sidlangan, kag nag-abot kami sa pagsimba sa iya.”"
Pakabati sani san hadi na si Herodes kinulbaan gayod siya hasta an tanan na mga taga-Jerusalem.,"Sang pagkabati sini ni Haring Herodes natublag gid sia, subong man ang tanan nga mga tawo sa Jerusalem."
Kaya ginpatiripon niya an tanan na mga namumuno san kapadian kag san mga paratukdo san Kasuguan tapos ginhunga kun diin iaanak an Cristo na magigin hadi san mga Judio.,"Gani ginpatawag niya ang tanan nga mga pangulo sang mga pari kag ang mga manunodlo sang Kasugoan kag nagpamangkot sia sa ila, “Sa diin bala matawo ang Cristo?”"
"Sinabat siya ninda. “Sa Betlehem sa Judea kay ini susog sa ginsurat san propeta,","Nagsabat sila, “Didto sa banwa sang Betlehem nga sakop sang Judea, kay amo ini ang ginsulat sang propeta:"
"‘Lungsod san Betlehem sa kadutaan san mga lahi ni Juda, dili ka gayod an pinakamenos na lungsod didto,","‘Kamo nga mga taga-Betlehem sa duta sang Juda,"
"kay may mamumuno na mahali sa imo na amo an magapamahala san akon mga katawuhan, an mga taga-Israel.’,”",ang inyo banwa indi amo ang pinakakubos sa nagapanguna nga mga siudad sang Juda.
Kaya ginpatawag ni Herodes idtoʼn mga madunong na tawo sa sikreto lang na makigkita sa iya kag ginhunga sa inda kun kasan-o gayod nagpakita an bituon.,Kay sa inyo katawhan magagikan ang isa ka pangulo
"Pakaaram niya nagtugon sa inda, “Magpa-Betlehem kamo kag hanapon sin maayo an bata. Kun makit-an niyo siya paaramon niyo ako kay agod makakadto man ako kag makasamba sa iya.”",nga magatuytoy sa akon mga tawo nga Israelinhon.’”
Pakabati san ginsabi san hadi nagralakat na sinda. Sa inda paglakat nakita an bituon na nagpakita sa sirangan. Amo ini an nagagiya sa inda hasta na nag-abot sa tungod san lugar na nahuhulidan san bata. Tapos nag-udong.,Dayon ginpatawag ni Herodes sing tago ang mga bisita halin sa Sidlangan kag nagpamangkot sing maid-id sa ila kon san-o gid nagpakita ang bituon.
Pakakita ninda sani na nangyari nalipay gayod sinda kag nagsulod sa balay.,"Dayon ginpakadto niya sila sa Betlehem kag ginmanduan, “Lakat kamo kag pangitaa sing maid-id ang bata, kag kon inyo sia makita pahibal-a ninyo ako, agod makakadto man ako kag magsimba sa iya.”"
"Pag-abot ninda didto nakit-an an bata kaupod si Maria na iya iloy. Nagruluhod dayon sinda kag nagsamba sa iya. Pakatapos inabrihan an inda mga surudlan kag naghalad sa iya sin mga regalo na oro, mira kag mahal na kamangyan.","9-10 Sang mabatian nila ang ginsiling sang hari, naglakat sila. Sang nagapanglakaton sila, nakita nila ang bituon nga nakita nila anay sa Sidlangan. Nagkalipay gid sila sang makita nila ang bituon. Nag-una ini sa ila kag nagdulog sa ibabaw sang lugar sa diin nahamtang ang bata."
Myintras didto pa sinda ginpadaanan sinda san Dios paagi sa damgo na dili magbalik kan Herodes. Kaya nag-uli sinda sa inda sadiri na nasyon na iba na an gin-agihan.,"Nagsulod sila sa balay kag nakita nila ang bata kaupod sang iya iloy nga si Maria. Nagluhod sila kag nagsimba sa bata. Dayon ginbuksan nila ang ila mga dala, kag nagdulot sila sa iya sang bulawan, insyenso, kag mira."
"Pakahali lang ninda may damgo si Jose. Didi nagpakita sa iya an anghel san Ginoo na nagasabi, “Magbangon ka, iupod an bata kag san iya iloy, tapos dumulag kamo pa-Ehipto kay hahanapon ni Herodes an bata agod patayon. Tapos didto lang anay kamo hasta na sabihan ko ikaw.”","Ginpaandaman sila sang Dios sa damgo nga indi sila magbalik kay Herodes, gani nagpauli sila paagi sa lain nga dalan."
Kaya nagbangon dayon si Jose kag gin-upod an bata kag san iloy sani pa-Ehipto sana mismo na gabi.,"Sang makahalin na ang mga bisita, ang anghel sang Ginoo nagpakita kay Jose sa damgo kag nagsiling, “Bangon ka, dalha ang bata kag ang iya iloy kag magpalagyo kamo sa Ehipto. Pabilin kamo didto tubtob magsiling ako sa inyo nga maghalin kamo kay si Herodes magapapangita sang bata sa pagpatay sa iya.”"
"Pakatapos nag-istar sinda didto hasta san pagkamatay ni Herodes. Nangyari ini agod matuman an ginsabi san Ginoo na paagi sa propeta,","Gani si Jose nagbangon kag gindala ang bata kag ang iloy sini sa sina gid nga gab-i pakadto sa Ehipto,"
“Gintawag ko an akon anak hali sa Ehipto.”,"sa diin sila nag-estar tubtob nga si Herodes napatay. Ini nahanabo agod matuman ang ginsiling sang Ginoo paagi sa propeta, “Gintawag ko ang akon anak nga lalaki halin sa Ehipto.”"
Daku-dako gayod an kaurit ni Herodes pakaaram na linuko siya sadtoʼn mga madunong na tawo. Kaya nagsugo siya na patayon didto sa Betlehem kag sa mga baryo sani an tanan na mga bata na lalaki na may duha ka tuig an edad paubos. Susog ini sa panahon na iya naaraman sadtoʼn mga madunong na tawo na nagpakita an bituon.,"Sang mahibal-an ni Herodes nga ginpalapaw sia sang mga bisita gikan sa Sidlangan, naakig gid sia. Nagmando sia nga pamatyon ang tanan nga mga bata nga lalaki sa Betlehem kag sa iya sini palibot nga mga banwa halin sa duha ka tuig paidalom, suno sa tion nga iya nahibal-an sa mga bisita kon san-o nagpakita ang bituon."
"Paagi sani natuman an ginsabi san propeta na si Jeremias,",Sa sini natuman ang ginsiling ni Jeremias nga propeta:
"“May nabati na tangis, nagabakho kag malanog na pagnguyngoy sa Rama.",“Isa ka tingog ang nabatian sa banwa sang Rama.
Ginatangisan ni Raquel an iya mga anak kag habo mag-udong kay sinda tanan patay na.”,Ang tingog sang pagpanalambiton kag paghinibi.
"Niyan pakapatay ni Herodes may anghel san Ginoo na nagpakita gihapon kan Jose sa damgo didto sa Ehipto na nagasabi,","Si Raquel nagahibi tungod sa iya mga kabataan,"
"“Magbangon ka, darha an bata kag san iya iloy tapos magkadto kamo sa Israel kay patay na idtoʼn mga nagahandom na ipapatay an bata.”","indi gid sia malugpayan,"
Nagbangon si Jose kag gin-upod an bata kag san iloy sani pakadto sa Israel.,kay sila nagkalamatay.”
Pero pakaaram niya na si Arquelao an nagsubli sa iya ama na si Herodes bilang hadi san Judea nahadlok si Jose na magbalik didto. Ugaling dahilan sa ginpadaanan na siya sa damgo naghali siya kag nagpakadto sa Galilea.,"Sang napatay na si Herodes, ang anghel sang Ginoo nagpakita paagi sa damgo kay Jose nga didto sa Ehipto"
"Didto naman siya nag-istar sa lungsod na ginatawag na Nazaret. Paagi sani natuman na an ginsabi san mga propeta manungod kan Jesus, “Pagatawagon siya na Nazareno.”","kag nagsiling, “Bangon ka, dalha ang bata kag ang iya iloy kag balik ka sa duta sang Israel kay patay na ang mga nagahingabot sa kabuhi sang bata.”"
"Nag-abot an panahon na magapakita si Juan na Parabunyag. Pagpakita niya nagtukdo siya sa Judea sa disyerto. Amo ini an iya mensahe sa mga nagakaradto sa iya,",Sa sadtong mga adlaw nag-abot si Juan nga manugbautiso nga nagawali sa desierto sang Judea.
“Magbasol kamo kag magbaya san pagkasala kay haros magtuna an pagahadi san Dios.”,"Nagsiling sia, “Untati ninyo ang pagpakasala, kay ang Ginharian sang langit malapit na!”"
"Si Juan an ginsambit san propeta na si Isaias san magsabi siya,",Si Juan amo ang tawo nga gintumod ni Isaias nga propeta sang magsiling sia:
“May nagasiyak sa disyerto,"“Nagawali sing mabaskog ang isa ka tawo sa desierto,"
‘Preparara an agihan para sa pag-abot san Ginoo.,"‘Amana ninyo ang alagyan para sa Ginoo,"
Tadunga an iya mga pagaagihan.’”,maghimo kamo sing tadlong nga dalan nga iya pagaagyan!’”
Nakasul-ot si Juan sin bado na himo sa barahibo san hayop na ginatawag na kamelyo. Ginpahaan niya sin anit kag an iya lang pagkaon mga duron kag dugos.,"Ang bayu ni Juan nahimo sa bulbol sang kamelyo, kag ang iya paha panit. Ang iya kalan-on apan kag dugos sa talon."
"Niyan may nagkaradto sa iya na damu-damo na taga-Jerusalem, taga-Judea kag mga tagaprobinsya sa magluyo san suba san Jordan.","Nagkadto sa iya ang mga tawo nga halin sa Jerusalem, halin sa bug-os nga probinsya sang Judea kag halin sa tanan nga mga lugar sa palibot sang Suba sang Jordan."
Didto sa suba san Jordan ginbunyagan niya sinda na nagaako san inda kasalan.,Gintuad nila ang ila mga sala kag ginbautisohan niya sila sa Jordan.
"San makita niya na damoʼn mga tawoʼn Pariseo kag mga Saduceo an nagaarabot agod magpabunyag gin-uritan niya sinda, “Kamo na bagaʼn mga sawa, nano, ginaisip niyo na makadulag sa maabot na grabe na kaurit san Dios?","Sang pagkakita ni Juan nga madamo ang mga Fariseo kag mga Saduceo nga nagpalapit sa iya sa pagpabautiso, nagsiling sia sa ila, “Mga kaliwat sang man-og! Sin-o bala ang nagsiling sa inyo nga makapalagyo kamo sa kaakig sang Dios nga madali na lang mag-abot?"
"Kun nagabasol kamo kag nagbaya san pagkasala, maghimoʼn mga pagpamatuod sani.",Pamatud-i ninyo sa inyo mga buhat nga naghinulsol kamo sang inyo mga sala.
"Pero basi iniisip niyo na dili na niyo kinahanglan magbaya pa sa iyo pagkasala kay si Abraham an iyo kalulululuhi kaya masasalbar na kamo. Ayaw kamo pag-isip sana. Ginasiguro ko sa iyo na bisan mga kalahi kamo ni Abraham kinahanglan niyo magbasol kag magbaya sa pagkasala. Kun habo kamo, kaya san Dios na makahimo sin tunay na mga kalahi ni Abraham hali sani na mga bato didi imbes sa iyo.",Indi kamo maghunahuna nga makapalagyo kamo sa silot paagi sa pagsiling nga si Abraham amo ang inyo amay. Nagasiling ako sa inyo nga ang Dios makahimo sining mga bato nga mga anak ni Abraham!
Tandai pa ini: bagaʼn mga kahoy kamo kag yana preparado na an wasay na iuutod sa gamot san mga kahoy. Idtoʼn dili nagabungaʼn matahom pagapuludon kag igadabok.”,Ang Dios handa na sa pagwasay sang mga kahoy sa ila mga gamot. Ang tagsa ka kahoy nga indi maayo ang bunga pagatapson kag ihaboy sa kalayo.
"Sabi pa ni Juan sa kadamuan, “Ako an nagapambunyag sa iyo paagi sa tubig bilang tanda na nagbasol kamo san kasal-an kag nagbaya sani pero may maabot na mas makagagahom pa ki sa akon kaya dili ngani ako angay bisan magdara san iya mga sandalyas. Siya an magabunyag sa iyo paagi sa Espirito Santo kag kalayo.","Nagabautiso ako sa inyo sang tubig sa pagpakilala nga naghinulsol kamo, pero ang magaabot nga dason sa akon magabautiso sa inyo sang Espiritu Santo kag sang kalayo. Mas gamhanan pa sia sang sa akon, kag indi gani ako takos bisan pa sa pagbitbit sang iya mga sandalyas."
Pagabulagon niya an mga maraot na tawo sa mga maayo pareho san paghimalid para ibulag an mga upa kag titipunon naman an mga humay sa kamalig. Tapos an mga upa susunugon niya sa dili mapaparong na kalayo.”,"Ginauyatan na niya ang iya inugpahangin sa pagpain sang tinggas sa upa. Dayon pagatipunon niya ang matinggas nga mga uyas sa iya bodega, pero pagasunogon niya ang upa sa kalayo nga indi gid mapalong.”"
Sani naman na panahon si Jesus na hali sa Galilea nagpakadto sa suba san Jordan agod magpabunyag kan Juan.,"Dayon nag-abot si Jesus sa Jordan halin sa Galilea, kag nagkadto sia kay Juan sa pagpabautiso."
"Ginabalibadan kuntani siya ni Juan na nagasabi, “Ako an nagakinahanglan na bunyagan mo pero ikaw lugod an nagkadi sa akon.”","Si Juan indi kuntani magbautiso sa iya nga nagasiling, “Ako ang dapat magpabautiso sa imo, kag ikaw pa karon ang nagpalapit sa akon?”"
"Sinabat siya ni Jesus, “Himuon ta ini yana dahilan na amo ini an dapat mangyari agod matuman an tanan na kagustuhan san Dios.” Kaya nagtugot si Juan kag ginbunyagan si Jesus.","Pero si Jesus nagsabat sa iya, “Sa subong, sigi lang. Kay sa sini nga paagi ginatuman ta ang tanan nga ginapaabot sang Dios.” Dayon nagpasugot si Juan."
Niyan pakabunyag kan Jesus naghaw-as siya dayon sa tubig. Tapos nagbuka an langit kag nakita niya an Espirito san Dios na nagapaitsura bagaʼn salampati nagalusad pakadto sa iya.,"Gani ginbautisohan si Jesus. Sa gilayon sang pagtakas niya sa tubig, nag-abri ang langit kag nakita niya ang Espiritu sang Dios nga nagkunsad subong sang isa ka pating kag naghapon sa iya."
"Tapos may boses na nabati hali sa langit, “Ini an akon palangga na anak na ginakalipay ko gayod.”","Kag may tingog gikan sa langit nga nagsiling, “Amo ini ang hinigugma ko nga Anak nga akon gid nahamut-an.”"
Pakatapos sani gin-giyahan si Jesus san Espirito Santo pakadto sa disyerto agod matintaran san demonyo.,Dayon si Jesus gindala sang Espiritu Santo sa desierto agod sulayon sang Yawa.
Nag-ayuno si Jesus sin 40 na adlaw kag 40 na gab-i. Pakatapos ginutom siya.,"Sa tapos ang kwarenta ka adlaw kag kwarenta ka gab-i nga pagpuasa, si Jesus gingutom."
"Sani nag-abot an nagatintar kag sinabihan siya, “Kun matuod na anak ka man gayod san Dios sugua ini na mga bato na magin tinapay.”","Ang Yawa nagpalapit sa iya kag nagsiling, “Kon ikaw ang Anak sang Dios, sugoa ining mga bato nga mangintinapay.”"
"Pero nagsabat si Jesus, “Nasurat sa Banal Na Kasuratan, ‘Dili lang tinapay an makapabuhay sa tawo kundi an kada surmaton san Dios.’,”","Pero si Jesus nagsabat, “Ang kasulatan nagasiling, ‘Indi lamang sa tinapay mabuhi ang tawo, kundi sa tagsa ka pulong nga ginahambal sang Dios.’”"
Pakatapos gin-upod siya san demonyo sa banal na syudad kag pinatindog sa alituktok san templo.,"Dason gindala sang Yawa si Jesus sa Jerusalem, ang Balaan nga Siudad kag ginpatindog sia sa pinakamataas nga bahin sang Templo,"
"Tapos, ginsabihan naman, “Kun matuod na anak ka man gayod san Dios, lumukso ka hali didi kay nasurat,","kag nagsiling ang Yawa sa iya, “Kon ikaw ang Anak sang Dios, lukso ka paidalom, kay ang kasulatan nagasiling,"
‘Pagasuguon niya an iya mga anghel na atamanon ka.,"‘Ang Dios magasugo sa iya mga anghel sa pagbantay sa imo,"
"Kaya pagahuyutan ka ninda agod bisan an imo mga tiil dili masakitan sa bato.’,”","bayawon ka nila sa ila mga kamot,"
"Pero ginsabihan siya ni Jesus, “Nasurat man, ‘Dili mo dapat pagporbaran an Ginoo na imo Dios.’,”",agod nga indi masamad ang imo mga tiil sa mga bato.’”
Gin-upod naman siya san demonyo sa tuktok san hataas gayod na bukid kag ginpakita sa iya an tanan na kahadian san kinab-an kag san kabantugan sani.,"Si Jesus nagsabat, “Pero ang kasulatan nagasiling man, ‘Indi mo pagsulayon ang Ginoo nga imo Dios.’”"
"Tapos, sinabihan siya, “Ini tanan ihahatag ko sa imo kun magluhod ka kag magsamba sa akon.”","Dason gindala pa gid sang Yawa si Jesus sa isa ka tama ka taas nga bukid, kag ginpakita sa iya ang tanan nga mga ginharian sang kalibutan kag ang kadayawan sini."
"Pero, sinabat siya ni Jesus, “Humali ka, Satanas, kay nasurat,","Ang Yawa nagsiling, “Ini tanan ihatag ko sa imo kon magluhod ka kag magsimba sa akon.”"
"‘Sambaha an Ginoo na imo Dios kag siya lang gayod an imo dapat pagsirbihan.’,”","Si Jesus nagsabat, “Palayo ka, Satanas! Ang kasulatan nagasiling, ‘Magsimba ka sa Ginoo nga imo Dios, kag sia lamang ang imo alagaron!’”"
Pakatapos binayaan siya san demonyo kag nag-arabot an mga anghel agod mag-ataman sa iya.,"Dayon ang Yawa nagbiya kay Jesus, kag ang mga anghel nag-abot kag nag-alagad sa iya."
Niyan pakabarita ni Jesus na ginpapriso si Juan nagbalik siya sa Nazaret sa Galilea.,"Sang mabatian ni Jesus nga ginbilanggo si Juan, nagkadto sia sa Galilea."
Dili nagdugay naghali siya didto kag nag-istar sa Capernaum sa higad san danaw na lungsod sa lugar san Zebulun kag Neftali.,"Naghalin sia sa Nazaret kag nagkadto sa pag-estar sa Capernaum, ang banwa sa higad sang Linaw sang Galilea nga sakop sang Zabulon kag Neftali."
"Nangyari ini agod matuman an ginsabi san propeta na si Isaias na,",Nahanabo ini agod matuman ang ginsiling ni Isaias nga propeta:
"“Mga tawo didto sa lugar san Zebulun kag Neftali,","“Kamo nga mga taga-Zabulon, kamo nga mga taga-Neftali,"
"sa may kalundan man sa patabok san Jordan kag sa Galilea na may nagaistar na damo na mga dili-Judio,","sa dalan padulong sa baybayon, sa tabok sang Jordan."
kamo na nabubuhay sa kadulman san kasal-an nakakita sin grabe na kapaw-an.,"Galilea, ang duta sang mga Hentil!"
Idto man na mga nagaistar sa lugar na may anino san kamatayon nabanaagan sani!”,Ang mga tawo nga nagakabuhi sa kadudulman
"Tuna sadto nagpahayag si Jesus sani na mensahe, “Magbasol kamo san iyo kasal-an kag magbaya sani kay haros magtuna na an pagahadi san Dios.”",makakita sang daku nga kapawa.
Myintras nagalakat si Jesus sa higad san danaw san Galilea nakita niya an magmanghod na Simon na ginatawag na Pedro kag san manghod sani na si Andres. Mga parapangisda sinda kaya adto didto sinda sa lawod nagapanglambat.,Sa mga nagaestar sa madulom nga duta sang kamatayon
"Nagtawag siya sa inda, “Mag-upod kamo sa akon kay tukduan ta kamo na magin mga parapanglambat sin mga tawo.”",ang kapawa magasilak.”
Ginbayaan dayon ninda an mga lambat kag nag-upod sa iya.,"Halin sadto nga tion si Jesus nagsugod sa pagpangwali nga nagasiling, “Magbiya kamo sa inyo mga sala tungod kay ang Ginharian sang langit malapit na!”"
"Sa uruunhan may nakita naman siya na duha pa na magmanghod na sinda Santiago kag Juan na mga anak ni Zebedeo. Adto sinda sa inda sakayan na nagatungkap san inda mga lambat kaupod an ama, tapos gintawag sinda ni Jesus.","Sang nagalakat si Jesus sa higad sang Linaw sang Galilea, nakita niya ang duha ka mag-utod nga mangingisda. Sila amo sanday Simon nga ginatawag Pedro kag si Andres nga iya utod nga nagaladlad sang ila pukot sa pagpangisda."
Kaya ginbayaan man dayon ninda an inda ama na si Zebedeo sa sakayan kag nag-upod naman kan Jesus.,"Si Jesus nagsiling sa ila, “Upod kamo sa akon kay tudloan ko kamo sa pagpangisda sang mga tawo.”"
"Ginpanglibot ni Jesus an bilog na Galilea na nagapangtukdo sa inda mga sinagoga, nagapahayag san Maayo Na Barita san kahadian kag ginapaayo an manlain-lain na sakit kag mga dipirensya sa lawas san mga tawo.",Sa gilayon ginbayaan nila ang ila mga pukot kag nag-upod sa iya.
"Tapos an barita manungod sa iya nakalukop sa bilog na Siria. Kaya gindara sa iya an tanan na mga masakiton na may manlain-lain na ginabatyag kag kasakitan. Amo man an mga nagkasurudlan san maraot na espirito, mga buntugon kag mga paralitiko kag ginpaayo naman niya sinda tanan.","Naglakat pa gid si Jesus sa unhan kag nakita naman niya ang duha ka mag-utod nga amo sanday Santiago kag Juan nga mga anak ni Zebedeo. Didto sila sa ila sakayan kaupod sang ila amay nga si Zebedeo nga nagaaman sang ila mga pukot. Gintawag sila ni Jesus,"
"Damo na katawuhan an nagsurunod sa iya. Taga-Galilea sinda, taga-Decapolis, taga-Jerusalem, taga-Judea kag may hali pa sa unhan san Jordan.",kag sa gilayon ginbayaan nila ang ila sakayan kag ang ila amay kag nag-upod sila kay Jesus.
Pakakita ni Jesus san damu-damo na mga tawo nagsagka siya sa bukid. San mag-ingkod siya nag-arapiki an iya mga disipulos.,"Sang makita ni Jesus ang madamo nga mga tawo nga nagasunod sa iya, nagtaklad sia sa bukid. Sang nakapungko sia, nagpalapit sa iya ang iya mga gintuton-an,"
Tapos nagtuna siya pagsurmaton kag amo ini an iya katukduan.,kag nagsugod sia sa pagtudlo sa ila sang masunod:
“Malipay an mga nagaako na kinahanglan gayod ninda an Dios kay para sa inda an kahadian san langit.,"“Malipayon ang mga nagakilala nga sila nagakinahanglan sang Dios,"
Malipay an mga nagaagrangay kay pagalipayon.,kay ila ang Ginharian sang langit!
Malipay an mga mapainubuson kay iiredaron ninda an bilog na kinab-an.,"“Malipayon ang mga nagakasubo,"
Malipay an mga nagahandom gayod na magtuman san kagustuhan san Dios pareho san tawo na ginagutom kag ginauhaw kay tutumanon san Dios an inda ginahandom.,kay pagalipayon sila sang Dios!
Malipay an mga maluluy-on kay pagakaluy-an man sinda san Dios.,"“Malipayon ang mga mapainuboson,"
Malipay an mga may malinis na tagipusuon kay makakaatubang ninda an Dios.,kay magabaton sila sang ginsaad sang Dios!
Malipay an mga nagapasiro kay tatawagon sinda na mga anak san Dios.,"“Malipayon ang may daku nga handom sa paghimo sang ginapaabot sang Dios,"
Malipay an mga ginapasakitan sa pagtuman ninda sa pagbuot san Dios kay para sa inda an kahadian san langit.,kay ang Dios magahatag sing katumanan sina nga handom!
"“Malipay kamo kun ginatuya-tuya kamo san mga tawo, ginapasakitan kag ginapakaraot paagi sa mga buwa dahilan sa pagsunod niyo sa akon.","“Malipayon ang mga maluloy-on,"
Magsadya kamo kag magkalipay kay dako gali an nakatigana para sa iyo na premyo sa langit. Pareho man sani an pagpasakit sadtoʼn nagkauruna sa iyo na mga propeta.,kay pagakaluoyan man sila sang Dios!
