en	tl
You call me ‘Teacher’ and ‘Lord,’ and you speak correctly, because I am.	Tinatawag ninyo akong Guro at Panginoon at tama kayo, sapagkat ako nga.
If I, your Lord and teacher, have washed your feet, you too must wash each other’s feet.	Kung ako nga, na Panginoon at Guro ay naghugas ng inyong mga paa, kayo man ay dapat ding maghugas ng mga paa ng isa't isa.
I have given you an example: Just as I have done, you also must do.	Sapagkat kayo'y binigyan ko ng halimbawa, upang gawin din ninyo ayon sa ginawa ko sa inyo.
I assure you, servants aren’t greater than their master, nor are those who are sent greater than the one who sent them.	Katotohanang sinasabi ko sa inyo, ang alipin ay hindi higit na dakila kaysa kanyang panginoon, o ang sinugo ay higit na dakila kaysa nagsugo sa kanya.
Since you know these things, you will be happy if you do them.	Kung nalalaman ninyo ang mga bagay na ito, mapapalad kayo kung inyong gagawin.
I’m not speaking about all of you. I know those whom I’ve chosen. But this is to fulfill the scripture, The one who eats my bread has turned against me.	Hindi ako nagsasalita tungkol sa inyong lahat; nakikilala ko ang aking mga hinirang. Ngunit ito ay upang matupad ang kasulatan, ‘Ang kumain ng aking tinapay ay nagtaas ng kanyang sakong laban sa akin.’
“ I’m telling you this now, before it happens, so that when it does happen you will believe that I Am.	Sinasabi ko na sa inyo ngayon bago ito mangyari, upang kapag ito ay nangyari ay maniwala kayo na Ako Nga.
I assure you that whoever receives someone I send receives me, and whoever receives me receives the one who sent me. ”	Katotohanang sinasabi ko sa inyo, ang sinumang tumatanggap sa aking sinugo ay tumatanggap sa akin, at ang tumatanggap sa akin ay tinatanggap siya na nagsugo sa akin.”
After he said these things, Jesus was deeply disturbed and testified, “ I assure you, one of you will betray me. ”	Nang masabi ni Jesus ang mga bagay na ito, siya'y nabagabag sa espiritu, at nagpatotoo, “Katotohanang sinasabi ko sa inyo, ako'y ipagkakanulo ng isa sa inyo.”
His disciples looked at each other, confused about which of them he was talking about.	Ang mga alagad ay nagtinginan sa isa't isa na hindi tiyak kung sino ang tinutukoy niya.
One of the disciples, the one whom Jesus loved, was at Jesus’ side.	Isa sa kanyang mga alagad, na minamahal ni Jesus, ang nakahilig malapit kay Jesus.
Simon Peter nodded at him to get him to ask Jesus who he was talking about.	Hinudyatan siya ni Simon Pedro upang itanong kay Jesus kung sino ang tinutukoy niya.
Leaning back toward Jesus, this disciple asked, “Lord, who is it?”	Kaya't yamang nakahilig malapit kay Jesus ay sinabi sa kanya, “Panginoon, sino ba iyon?”
Jesus answered, “ It’s the one to whom I will give this piece of bread once I have dipped into the bowl. ” Then he dipped the piece of bread and gave it to Judas, Simon Iscariot’s son.	Sumagot si Jesus, “Siya iyong aking bibigyan ng tinapay pagkatapos na maisawsaw ko ito.” Kaya't nang maisawsaw niya ang tinapay, ay kinuha niya at ibinigay niya kay Judas, na anak ni Simon Iscariote.
After Judas took the bread, Satan entered into him. Jesus told him, “ What you are about to do, do quickly. ”	Pagkatapos na matanggap ang kapirasong tinapay, si Satanas ay pumasok sa kanya. Sinabi sa kanya ni Jesus, “Gawin mong mabilis ang iyong gagawin.”
No one sitting at the table understood why Jesus said this to him.	Hindi nalalaman ng sinumang nasa hapag ang dahilan kung bakit niya sinabi ang mga ito sa kanya.
Some thought that, since Judas kept the money bag, Jesus told him, “Go, buy what we need for the feast,” or that he should give something to the poor.	Iniisip ng ilan na sapagkat si Judas ang may hawak ng supot, ay sinabi ni Jesus sa kanya, “Bumili ka ng mga bagay na ating kailangan sa pista,” o, magbigay siya ng anuman sa mga dukha.
So when Judas took the bread, he left immediately. And it was night.	Kaya't pagkatapos tanggapin ang tinapay ay nagmamadali siyang lumabas. Noon ay gabi na.
When Judas was gone, Jesus said, “Now the Human One has been glorified, and God has been glorified in him.	Nang siya'y makalabas na, ay sinabi ni Jesus, “Ngayon ay niluwalhati ang Anak ng Tao, at ang Diyos ay niluwalhati sa kanya;
If God has been glorified in him, God will also glorify the Human One in himself and will glorify him immediately.	kung ang Diyos ay niluwalhati sa kanya, luluwalhatiin din siya ng Diyos sa kanya, at luluwalhatiin siya kaagad.
Little children, I’m with you for a little while longer. You will look for me—but, just as I told the Jewish leaders, I also tell you now—‘Where I’m going, you can’t come.’	Maliliit na mga anak, makakasama pa ninyo ako nang kaunting panahon. Ako'y inyong hahanapin. At gaya ng sinabi ko sa mga Judio ay sinasabi ko sa inyo ngayon, ‘Sa pupuntahan ko, ay hindi kayo makakapunta.’
“ I give you a new commandment: Love each other. Just as I have loved you, so you also must love each other.	Isang bagong utos ang sa inyo'y ibinibigay ko, na kayo'y magmahalan sa isa't isa. Kung paanong minahal ko kayo, magmahalan din kayo sa isa't isa.
This is how everyone will know that you are my disciples, when you love each other. ”	Sa pamamagitan nito ay makikilala ng lahat ng mga tao na kayo ay aking mga alagad, kung kayo'y may pag-ibig sa isa't isa.”
Simon Peter said to Jesus, “Lord, where are you going?” Jesus answered, “ Where I am going, you can’t follow me now, but you will follow later. ”	Sinabi sa kanya ni Simon Pedro, “Panginoon, saan ka pupunta?” Sumagot si Jesus, “Sa pupuntahan ko ay hindi ka makakasunod sa akin ngayon; ngunit pagkatapos ay makakasunod ka.”
Peter asked, “ Lord, why can’t I follow you now? I’ll give up my life for you. ”	Sinabi sa kanya ni Pedro, “Panginoon, bakit hindi ako makakasunod sa iyo ngayon? Ang aking buhay ay ibibigay ko para sa iyo.”
Jesus replied, “Will you give up your life for me? I assure you that you will deny me three times before the rooster crows.	Sumagot si Jesus, “Ang buhay mo ba'y ibibigay mo dahil sa akin? Katotohanang sinasabi ko sa iyo, hindi titilaok ang manok, hanggang ipagkaila mo ako ng tatlong beses.
“ Don’t be troubled. Trust in God. Trust also in me.	“Huwag mabagabag ang inyong puso. Sumampalataya kayo sa Diyos, sumampalataya rin naman kayo sa akin.
My Father’s house has room to spare. If that weren’t the case, would I have told you that I’m going to prepare a place for you?	Sa bahay ng aking Ama ay maraming tahanan. Kung hindi gayon, sasabihin ko ba sa inyo na ako'y paparoon upang ihanda ko ang lugar para sa inyo?
When I go to prepare a place for you, I will return and take you to be with me so that where I am you will be too.	At kung ako'y pumunta roon at maihanda ko ang isang lugar para sa inyo, ako'y babalik at kayo'y tatanggapin ko sa aking sarili, upang kung saan ako naroroon, kayo rin ay naroroon.
You know the way to the place I’m going. ”	Nalalaman ninyo ang daan patungo sa lugar na aking pupuntahan.”
Thomas asked, “Lord, we don’t know where you are going. How can we know the way?”	Sinabi sa kanya ni Tomas, “Panginoon, hindi namin alam kung saan ka pupunta. Paano namin malalaman ang daan?”
Jesus answered, “ I am the way, the truth, and the life. No one comes to the Father except through me.	Sinabi sa kanya ni Jesus, “Ako ang daan, at ang katotohanan, at ang buhay. Sinuman ay hindi makakarating sa Ama kundi sa pamamagitan ko.
If you have really known me, you will also know the Father. From now on you know him and have seen him. ”	Kung ako'y kilala ninyo ay makikilala rin ninyo ang aking Ama. Mula ngayon siya'y inyong nakikilala at siya'y inyong nakita.”
Philip said, “Lord, show us the Father; that will be enough for us.”	Sinabi sa kanya ni Felipe, “Panginoon, ipakita mo sa amin ang Ama, at kami ay masisiyahan na.”
Jesus replied, “Don’t you know me, Philip, even after I have been with you all this time? Whoever has seen me has seen the Father. How can you say, ‘Show us the Father’?	Sinabi sa kanya ni Jesus, “Mahabang panahon nang ako'y kasama ninyo, at hindi mo ako nakikilala, Felipe? Ang nakakita sa akin ay nakakita sa Ama. Paano mong nasabi, ‘Ipakita mo sa amin ang Ama?’
Don’t you believe that I am in the Father and the Father is in me? The words I have spoken to you I don’t speak on my own. The Father who dwells in me does his works.	Hindi ka ba sumasampalataya na ako'y nasa Ama, at ang Ama ay nasa akin? Ang mga salitang aking sinasabi sa inyo'y hindi ko sinasabi mula sa aking sarili, kundi ang Ama na nananatili sa akin ang gumagawa ng kanyang mga gawa.
Trust me when I say that I am in the Father and the Father is in me, or at least believe on account of the works themselves.	Sumampalataya kayo sa akin na ako'y nasa Ama at ang Ama ay nasa akin. Subalit kung hindi ay sumampalataya kayo sa akin dahil sa mga gawa.
I assure you that whoever believes in me will do the works that I do. They will do even greater works than these because I am going to the Father.	Katotohanang sinasabi ko sa inyo, ang sumasampalataya sa akin ay gagawin din ang mga gawang aking ginagawa, at lalong dakilang mga gawa kaysa rito ang gagawin niya, sapagkat ako'y pupunta sa Ama.
I will do whatever you ask for in my name, so that the Father can be glorified in the Son.	At anumang hingin ninyo sa aking pangalan ay aking gagawin, upang ang Ama ay maluwalhati sa Anak.
When you ask me for anything in my name, I will do it.	Kung kayo'y humingi ng anuman sa pangalan ko ay gagawin ko.
“If you love me, you will keep my commandments.	“Kung ako'y inyong minamahal ay tutuparin ninyo ang aking mga utos.
I will ask the Father, and he will send another Companion, who will be with you forever.	At hihingin ko sa Ama, at kayo'y bibigyan niya ng isa pang Mang-aaliw, upang makasama ninyo siya magpakailanman.
This Companion is the Spirit of Truth, whom the world can’t receive because it neither sees him nor recognizes him. You know him, because he lives with you and will be with you.	Ito ang Espiritu ng katotohanan na hindi kayang tanggapin ng sanlibutan; sapagkat siya'y hindi nito nakikita o nakikilala man. Siya'y nakikilala ninyo, sapagkat siya'y nananatiling kasama ninyo at siya ay mapapasa inyo.
“ I won’t leave you as orphans. I will come to you.	Hindi ko kayo iiwang nag-iisa, ako'y darating sa inyo.
Soon the world will no longer see me, but you will see me. Because I live, you will live too.	Kaunti pang panahon at hindi na ako makikita ng sanlibutan, ngunit makikita ninyo ako; sapagkat ako'y nabubuhay ay mabubuhay rin kayo.
On that day you will know that I am in my Father, you are in me, and I am in you.	Sa araw na iyon ay malalaman ninyong ako'y nasa aking Ama, at kayo'y nasa akin, at ako'y nasa inyo.
Whoever has my commandments and keeps them loves me. Whoever loves me will be loved by my Father, and I will love them and reveal myself to them. ”	Siyang mayroon ng aking mga utos at tinutupad ang mga iyon ay siyang nagmamahal sa akin, at ang nagmamahal sa akin ay mamahalin ng aking Ama, at siya'y mamahalin ko, at ihahayag ko ang aking sarili sa kanya.”
Judas (not Judas Iscariot) asked, “Lord, why are you about to reveal yourself to us and not to the world?”	Si Judas (hindi ang Iscariote) ay nagsabi sa kanya, “Panginoon, paano mong ihahayag ang iyong sarili sa amin, at hindi sa sanlibutan?”
Jesus answered, “Whoever loves me will keep my word. My Father will love them, and we will come to them and make our home with them.	Sumagot si Jesus sa kanya, “Kung ang isang tao ay nagmamahal sa akin, ay kanyang tutuparin ang aking salita, at siya'y mamahalin ng aking Ama, at kami'y lalapit sa kanya, at kami'y gagawa ng tahanang kasama siya.
Whoever doesn’t love me doesn’t keep my words. The word that you hear isn’t mine. It is the word of the Father who sent me.	Ang hindi nagmamahal sa akin ay hindi tumutupad ng aking mga salita, at ang salitang inyong narinig ay hindi akin, kundi sa Amang nagsugo sa akin.
“I have spoken these things to you while I am with you.	Ang mga bagay na ito'y sinabi ko sa inyo, samantalang ako'y nananatiling kasama pa ninyo.
The Companion, the Holy Spirit, whom the Father will send in my name, will teach you everything and will remind you of everything I told you.	Subalit ang Mang-aaliw, ang Espiritu Santo na susuguin ng Ama sa aking pangalan, siya ang magtuturo sa inyo ng lahat ng mga bagay, at magpapaalala sa inyo ng lahat ng aking sinabi sa inyo.
“Peace I leave with you. My peace I give you. I give to you not as the world gives. Don’t be troubled or afraid.	Kapayapaan ang iniiwan ko sa inyo, ang aking kapayapaan ay ibinibigay ko sa inyo. Hindi gaya ng ibinibigay ng sanlibutan ang ibinibigay ko sa inyo. Huwag mabagabag ang inyong puso, o matakot man.
You have heard me tell you, ‘I’m going away and returning to you.’ If you loved me, you would be happy that I am going to the Father, because the Father is greater than me.	Narinig ninyong sinabi ko sa inyo, ‘Ako ay aalis, at babalik ako sa inyo. Kung ako'y inyong minamahal, kayo'y magagalak sapagkat ako'y pupunta sa Ama; sapagkat ang Ama ay higit na dakila kaysa akin.’
I have told you before it happens so that when it happens you will believe.	At ngayon ay sinabi ko sa inyo bago pa mangyari, upang kung ito'y mangyari, kayo ay maniwala.
I won’t say much more to you because this world’s ruler is coming. He has nothing on me.	Hindi na ako magsasalita pa ng marami sa inyo, sapagkat dumarating ang pinuno ng sanlibutan. Siya'y walang kapangyarihan sa akin.
Rather, he comes so that the world will know that I love the Father and do just as the Father has commanded me. Get up. We’re leaving this place.	Subalit ginagawa ko ang ayon sa iniutos sa akin ng Ama, upang malaman ng sanlibutan na minamahal ko ang Ama. Tumindig tayo at umalis na tayo rito.
“I am the true vine, and my Father is the vineyard keeper.	“Ako ang tunay na puno ng ubas, at ang aking Ama ang tagapag-alaga.
He removes any of my branches that don’t produce fruit, and he trims any branch that produces fruit so that it will produce even more fruit.	Ang bawat sanga sa akin na hindi nagbubunga ay inaalis niya; at ang bawat sanga na nagbubunga ay nililinis niya upang lalong magbunga.
You are already trimmed because of the word I have spoken to you.	Kayo'y malilinis na sa pamamagitan ng salita na aking sinabi sa inyo.
Remain in me, and I will remain in you. A branch can’t produce fruit by itself, but must remain in the vine. Likewise, you can’t produce fruit unless you remain in me.	Kayo'y manatili sa akin, at ako'y sa inyo. Gaya ng sanga na hindi magbubunga buhat sa kanyang sarili malibang nakakabit sa puno, gayundin naman kayo, malibang kayo'y manatili sa akin.
I am the vine; you are the branches. If you remain in me and I in you, then you will produce much fruit. Without me, you can’t do anything.	Ako ang puno ng ubas, kayo ang mga sanga. Ang nananatili sa akin at ako'y sa kanya ay siyang nagbubunga ng marami. Sapagkat kung kayo'y hiwalay sa akin ay wala kayong magagawa.
If you don’t remain in me, you will be like a branch that is thrown out and dries up. Those branches are gathered up, thrown into a fire, and burned.	Kung ang sinuman ay hindi manatili sa akin, siya'y itatapong katulad ng sanga at matutuyo, at sila ay titipunin at ihahagis sa apoy at masusunog.
If you remain in me and my words remain in you, ask for whatever you want and it will be done for you.	Kung kayo'y mananatili sa akin, at ang mga salita ko'y mananatili sa inyo, hingin ninyo ang anumang inyong nais, at ito'y gagawin para sa inyo.
My Father is glorified when you produce much fruit and in this way prove that you are my disciples.	Sa pamamagitan nito'y naluluwalhati ang aking Ama, na kayo'y magbunga ng marami, at maging mga alagad ko.
“As the Father loved me, I too have loved you. Remain in my love.	Kung paanong minahal ako ng Ama, ay gayundin naman minamahal ko kayo. Manatili kayo sa aking pagmamahal.
If you keep my commandments, you will remain in my love, just as I kept my Father’s commandments and remain in his love.	Kung tinutupad ninyo ang aking mga utos, ay mananatili kayo sa aking pag-ibig gaya ng aking pagtupad sa mga utos ng aking Ama, at ako'y nananatili sa kanyang pag-ibig.
I have said these things to you so that my joy will be in you and your joy will be complete.	Ang mga bagay na ito ay sinabi ko sa inyo upang ang aking kagalakan ay mapasainyo, at ang inyong kagalakan ay malubos.
This is my commandment: love each other just as I have loved you.	Ito ang aking utos, na kayo'y magmahalan sa isa't isa, gaya ng pagmamahal ko sa inyo.
No one has greater love than to give up one’s life for one’s friends.	Walang may higit pang dakilang pag-ibig kaysa rito, na ibigay ng isang tao ang kanyang buhay dahil sa kanyang mga kaibigan.
You are my friends if you do what I command you.	Kayo'y aking mga kaibigan kung ginagawa ninyo ang mga bagay na aking iniuutos sa inyo.
I don’t call you servants any longer, because servants don’t know what their master is doing. Instead, I call you friends, because everything I heard from my Father I have made known to you.	Hindi ko na kayo tatawaging mga alipin, sapagkat hindi nalalaman ng alipin kung ano ang ginagawa ng kanyang panginoon. Ngunit tinatawag ko kayong mga kaibigan sapagkat ang lahat ng mga bagay na narinig ko sa aking Ama ay ipinaalam ko sa inyo.
You didn’t choose me, but I chose you and appointed you so that you could go and produce fruit and so that your fruit could last. As a result, whatever you ask the Father in my name, he will give you.	Ako'y hindi ninyo pinili, ngunit kayo'y pinili ko, at itinalaga ko kayo upang kayo'y humayo at magbunga, at ang mga bunga ninyo'y mananatili, upang ang anumang inyong hingin sa Ama sa aking pangalan ay ibigay niya sa inyo.
I give you these commandments so that you can love each other.	Ang mga bagay na ito ay iniuutos ko sa inyo, upang kayo'y magmahalan sa isa't isa.
“If the world hates you, know that it hated me first.	“Kung kayo'y kinapopootan ng sanlibutan, ay alamin ninyo na ako muna ang kinapootan nito bago kayo.
If you belonged to the world, the world would love you as its own. However, I have chosen you out of the world, and you don’t belong to the world. This is why the world hates you.	Kung kayo'y taga-sanlibutan, iibigin kayo ng sanlibutan na parang sa kanya. Ngunit dahil kayo'y hindi taga-sanlibutan, kundi kayo'y pinili ko mula sa sanlibutan, kaya napopoot sa inyo ang sanlibutan.
Remember what I told you, ‘Servants aren’t greater than their master.’ If the world harassed me, it will harass you too. If it kept my word, it will also keep yours.	Alalahanin ninyo ang salitang sinabi ko sa inyo, ‘Ang alipin ay hindi higit na dakila kaysa kanyang panginoon.’ Kung ako'y kanilang inusig, kayo man ay kanilang uusigin din; kung tinupad nila ang aking salita, ang inyo man ay tutuparin din nila.
The world will do all these things to you on account of my name, because it doesn’t know the one who sent me.	Subalit ang lahat ng mga bagay na ito ay gagawin nila sa inyo dahil sa aking pangalan, sapagkat hindi nila nakikilala ang nagsugo sa akin.
“If I hadn’t come and spoken to the people of this world, they wouldn’t be sinners. But now they have no excuse for their sin.	Kung hindi ako dumating at nagsalita sa kanila ay hindi sana sila nagkasala. Subalit ngayo'y wala na silang maidadahilan sa kanilang kasalanan.
Whoever hates me also hates the Father.	Ang napopoot sa akin ay napopoot din sa aking Ama.
If I hadn’t done works among them that no one else had done, they wouldn’t be sinners. But now they have seen and hated both me and my Father.	Kung ako'y hindi gumawa sa gitna nila ng mga gawang hindi ginawa ng sinuman, hindi sana sila nagkaroon ng kasalanan. Subalit ngayon ay kanilang nakita at kinapootan nila ako at ang aking Ama.
This fulfills the word written in their Law, They hated me without a reason.	Ito ay upang matupad ang salitang nasusulat sa kanilang kautusan, ‘Ako'y kinapootan nila nang walang kadahilanan.’
“When the Companion comes, whom I will send from the Father—the Spirit of Truth who proceeds from the Father—he will testify about me.	Subalit kapag dumating na ang Mang-aaliw, na aking susuguin sa inyo mula sa Ama, ang Espiritu ng katotohanan, na mula sa Ama, siya ang magpapatotoo tungkol sa akin.
You will testify too, because you have been with me from the beginning.	At kayo rin ay magpapatotoo, sapagkat kayo'y nakasama ko buhat pa nang simula.
I have said these things to you so that you won’t fall away.	“Ang mga bagay na ito'y sinabi sa inyo upang kayo'y huwag matisod.
They will expel you from the synagogue. The time is coming when those who kill you will think that they are doing a service to God.	Kayo'y palalayasin nila sa mga sinagoga. Talagang darating ang oras na ang sinumang papatay sa inyo ay mag-aakalang naghahandog siya ng paglilingkod sa Diyos.
They will do these things because they don’t know the Father or me.	At ang mga bagay na ito'y gagawin nila sapagkat hindi nila nakikilala ang Ama o ako man.
But I have said these things to you so that when their time comes, you will remember that I told you about them. “I didn’t say these things to you from the beginning, because I was with you.	Subalit ang mga bagay na ito'y sinabi ko sa inyo, upang kung dumating ang kanilang oras ay inyong maalala na sinabihan ko kayo tungkol sa kanila. At ang mga bagay na ito'y hindi ko sinabi sa inyo buhat nang pasimula, sapagkat ako'y kasama ninyo.
But now I go away to the one who sent me. None of you ask me, ‘Where are you going?’	Subalit ngayon ako'y pupunta sa nagsugo sa akin. Ngunit walang sinuman sa inyo ang nagtanong sa akin, ‘Saan ka pupunta?’
Yet because I have said these things to you, you are filled with sorrow.	Ngunit dahil sa sinabi ko ang mga bagay na ito sa inyo, napuno ng lungkot ang inyong puso.
I assure you that it is better for you that I go away. If I don’t go away, the Companion won’t come to you. But if I go, I will send him to you.	Gayunma'y sinasabi ko sa inyo ang katotohanan. Makakabuti sa inyo na ako'y umalis, sapagkat kung hindi ako aalis, ang Mang-aaliw ay hindi darating sa inyo. Ngunit kung ako'y umalis, siya'y susuguin ko sa inyo.
When he comes, he will show the world it was wrong about sin, righteousness, and judgment.	At pagdating niya, kanyang susumbatan ang sanlibutan tungkol sa kasalanan, sa katuwiran, at sa kahatulan:
He will show the world it was wrong about sin because they don’t believe in me.	tungkol sa kasalanan, sapagkat hindi sila sumasampalataya sa akin;
He will show the world it was wrong about righteousness because I’m going to the Father and you won’t see me anymore.	tungkol sa katuwiran, sapagkat ako'y pupunta sa Ama, at hindi na ninyo ako makikita;
He will show the world it was wrong about judgment because this world’s ruler stands condemned.	tungkol sa kahatulan, sapagkat ang pinuno ng sanlibutang ito ay hinatulan na.
“ I have much more to say to you, but you can’t handle it now.	Mayroon pa akong maraming bagay na sasabihin sa inyo, ngunit hindi ninyo kayang dalhin sa ngayon.
However, when the Spirit of Truth comes, he will guide you in all truth. He won’t speak on his own, but will say whatever he hears and will proclaim to you what is to come.	Subalit kapag dumating na ang Espiritu ng katotohanan, papatnubayan niya kayo sa buong katotohanan. Sapagkat hindi siya magsasalita nang mula sa kanyang sarili, kundi ang anumang bagay na kanyang marinig, iyon ang kanyang sasabihin at kanyang ipahahayag sa inyo ang mga bagay na darating.
He will glorify me, because he will take what is mine and proclaim it to you.	Luluwalhatiin niya ako, sapagkat kanyang tatanggapin ang sa akin, at sa inyo'y ipahahayag niya.
Everything that the Father has is mine. That’s why I said that the Spirit takes what is mine and will proclaim it to you.	Ang lahat ng mga bagay na nasa Ama ay akin, kaya sinabi ko na kanyang tatanggapin ang sa akin, at sa inyo'y ipahahayag.
Soon you won’t be able to see me; soon after that, you will see me. ”	“Sandali na lamang, at ako'y hindi na ninyo makikita, at muling sandali pa, at ako'y inyong makikita.”
Some of Jesus’ disciples said to each other, “What does he mean: ‘Soon you won’t see me, and soon after that you will see me’ and ‘Because I’m going to the Father’?	Ang ilan sa kanyang mga alagad ay nagsabi sa isa't isa, “Ano itong sinasabi niya sa atin, ‘Sandali na lamang, at ako'y hindi na ninyo makikita, at muling sandali pa, at ako'y inyong makikita’ at, ‘Sapagkat ako'y pupunta sa Ama?’”
What does he mean by ‘soon’? We don’t understand what he’s talking about.”	Sinabi nila, “Ano ang ibig niyang sabihin na, ‘Sandali na lamang?’ Hindi natin alam kung ano ang sinasabi niya.”
Jesus knew they wanted to ask him, so he said, “Are you trying to find out from each other what I meant when I said, ‘Soon you won’t see me, and soon after that you will see me’?	Nalaman ni Jesus na ibig nilang magtanong sa kanya, kaya't sinabi niya sa kanila, “Nagtatanungan ba kayo tungkol dito sa aking sinabi, ‘Sandali na lamang, at ako'y hindi na ninyo makikita, at muling sandali pa, at ako'y inyong makikita?’
I assure you that you will cry and lament, and the world will be happy. You will be sorrowful, but your sorrow will turn into joy.	Katotohanang sinasabi ko sa inyo, na kayo'y iiyak at tatangis, subalit ang sanlibutan ay magagalak. Kayo'y malulungkot, subalit ang inyong kalungkutan ay magiging kagalakan.
When a woman gives birth, she has pain because her time has come. But when the child is born, she no longer remembers her distress because of her joy that a child has been born into the world.	Kapag ang babae ay nanganganak, siya ay nahihirapan sapagkat dumating na ang kanyang oras. Ngunit pagkapanganak niya sa sanggol ay hindi na niya naaalala ang hirap dahil sa kagalakan sa pagkapanganak sa isang tao sa sanlibutan.
In the same way, you have sorrow now; but I will see you again, and you will be overjoyed. No one takes away your joy.	Kayo sa ngayon ay may kalungkutan, ngunit muli ko kayong makikita. Magagalak ang inyong puso, at walang makakapag-alis sa inyo ng inyong kagalakan.
In that day, you won’t ask me anything. I assure you that the Father will give you whatever you ask in my name.	Sa araw na iyon ay hindi kayo magtatanong sa akin ng anuman. Katotohanang sinasabi ko sa inyo, kung kayo'y hihingi ng anuman sa Ama sa aking pangalan ay ibibigay niya ito sa inyo.
Up to now, you have asked nothing in my name. Ask and you will receive so that your joy will be complete.	Hanggang ngayo'y wala pa kayong hinihinging anuman sa pangalan ko. Kayo'y humingi at kayo'y tatanggap, upang malubos ang inyong kagalakan.
“ I’ve been using figures of speech with you. The time is coming when I will no longer speak to you in such analogies. Instead, I will tell you plainly about the Father.	“Sinabi ko sa inyo ang mga bagay na ito sa paraang patalinghaga. Darating ang oras, na hindi na ako magsasalita sa inyo nang patalinghaga, kundi maliwanag na sa inyo'y sasabihin ko ang tungkol sa Ama.
In that day you will ask in my name. I’m not saying that I will ask the Father on your behalf.	Sa araw na iyon ay hihingi kayo sa aking pangalan, at hindi ko sinasabi sa inyo na ako'y hihingi sa Ama para sa inyo.
The Father himself loves you, because you have loved me and believed that I came from God.	Sapagkat ang Ama mismo ang nagmamahal sa inyo, sapagkat ako'y inyong minahal, at kayo'y nanampalataya na ako'y buhat sa Diyos.
I left the Father and came into the world. I tell you again: I am leaving the world and returning to the Father. ”	Ako'y nagbuhat sa Ama at dumating ako sa sanlibutan. Muli, iiwan ko ang sanlibutan, at ako'y pupunta sa Ama.”
His disciples said, “See! Now you speak plainly; you aren’t using figures of speech.	Sinasabi ng kanyang mga alagad, “Oo nga, ngayo'y nagsasalita kang malinaw, at hindi patalinghaga.
Now we know that you know everything and you don’t need anyone to ask you. Because of this we believe you have come from God.”	Ngayon ay nalalaman namin na nalalaman mo ang lahat ng mga bagay, at hindi na kailangang tanungin ka ng sinuman. Dahil dito'y sumasampalataya kami na ikaw ay nagbuhat sa Diyos.”
Jesus replied, “ Now you believe?	Sinagot sila ni Jesus, “Ngayon ba ay sumasampalataya na kayo?
Look! A time is coming—and is here!—when each of you will be scattered to your own homes and you will leave me alone. I’m not really alone, for the Father is with me.	Narito, ang oras ay dumarating, at dumating na nga, na kayo'y magkakawatak-watak, ang bawat isa sa kanyang sarili, at ako'y iiwan ninyong mag-isa. Subalit hindi ako nag-iisa, sapagkat ang Ama ay kasama ko.
I’ve said these things to you so that you will have peace in me. In the world you have distress. But be encouraged! I have conquered the world. ”	Ang mga bagay na ito ay sinabi ko sa inyo, upang sa akin ay magkaroon kayo ng kapayapaan. Sa sanlibutan ay nahaharap kayo sa paguusig. Ngunit lakasan ninyo ang inyong loob, dinaig ko na ang sanlibutan.”
When Jesus finished saying these things, he looked up to heaven and said, “Father, the time has come. Glorify your Son, so that the Son can glorify you.	Nang masabi na ni Jesus ang mga bagay na ito, tumingala siya sa langit at sinabi, “Ama, dumating na ang oras, luwalhatiin mo ang iyong Anak, upang luwalhatiin ka ng Anak,
You gave him authority over everyone so that he could give eternal life to everyone you gave him.	yamang binigyan mo siya ng awtoridad sa lahat ng laman upang bigyan niya ng buhay na walang hanggan ang lahat ng ibinigay mo sa kanya.
This is eternal life: to know you, the only true God, and Jesus Christ whom you sent.	At ito ang buhay na walang hanggan, na ikaw ay makilala nila na iisang Diyos na tunay, at si Jesu-Cristo na iyong sinugo.
I have glorified you on earth by finishing the work you gave me to do.	Niluwalhati kita sa lupa, sa pagtatapos ko ng gawaing ibinigay mo sa akin.
Now, Father, glorify me in your presence with the glory I shared with you before the world was created.	At ngayon, Ama, luwalhatiin mo ako sa iyong harapan ng kaluwalhatiang aking tinaglay sa harapan mo bago nagkaroon ng sanlibutan.
“I have revealed your name to the people you gave me from this world. They were yours and you gave them to me, and they have kept your word.	Ipinahayag ko ang iyong pangalan sa mga taong ibinigay mo sa akin mula sa sanlibutan. Sila ay sa iyo, at sila'y ibinigay mo sa akin, at tinupad nila ang iyong salita.
Now they know that everything you have given me comes from you.	Ngayon ay nalalaman nila na ang lahat ng mga bagay na ibinigay mo sa akin ay mula sa iyo;
This is because I gave them the words that you gave me, and they received them. They truly understood that I came from you, and they believed that you sent me.	sapagkat ang mga salitang ibinigay mo sa akin ay ibinigay ko sa kanila, at kanilang tinanggap, at totoong nalaman na ako ay nagmula sa iyo, at naniwala silang ikaw ang nagsugo sa akin.
“I’m praying for them. I’m not praying for the world but for those you gave me, because they are yours.	Idinadalangin ko sila. Hindi ang sanlibutan ang idinadalangin ko, kundi para doon sa mga ibinigay mo sa akin, sapagkat sila'y iyo.
Everything that is mine is yours and everything that is yours is mine; I have been glorified in them.	Ang lahat ng sa akin ay iyo, at ang sa iyo ay akin, at ako'y naluluwalhati sa kanila.
