en,ceb
those who were my enemies without cause hunted me like a bird.,"“sama sa usa ka langgam, gigukod ako sa akong mga kaaway sa walay hinungdan;"
they tried to end my life in a pit and threw stones at me;,gitambog nila ako nga buhi ngadto sa gahong ug milabay kanako ug mga bato;
"the waters closed over my head, and i thought i was about to perish.","ang tubig milapaw sa akong ulo; miingon ako, ‘mamatay na ako.’"
"i called on your name, Lord ,, from the depths of the pit.","“mitawag ako sa imong ngalan, o Ginoo, gikan sa kahiladman sa gahong;"
you heard my plea: “do not close your ears to my cry for relief.”,"gipatalinghogan nimo ang akong pagpangamuyo, ‘ayaw takpi ang imong dalunggan gikan sa akong tuaw sa pagpakitabang!’"
"you came near when i called you, and you said, “do not fear.”","ikaw mipaduol sa dihang misangpit ako kanimo; ikaw miingon, ‘ayaw kahadlok!’"
"you, Lord, took up my case; you redeemed my life.","“imong gilabanan ang akong katungod, o Ginoo, gilukat nimo ang akong kinabuhi."
"Lord ,, you have seen the wrong done to me. uphold my cause!","imong nakita ang sayop nga nabuhat kanako, o Ginoo; hukmi ang akong kahimtang."
"you have seen the depth of their vengeance, all their plots against me.","nakita nimo ang tanan nilang mga pagpanimalos, ang tanan nilang mga laraw batok kanako."
"Lord ,, you have heard their insults, all their plots against me—","“nadungog nimo ang ilang mga pagbiaybiay, o Ginoo, ang tanan nilang mga laraw batok kanako."
what my enemies whisper and mutter against me all day long.,ang mga ngabil ug mga hunahuna sa akong mga kaaway batok kanako sa tibuok nga adlaw.
"look at them! sitting or standing, they mock me in their songs.",tanawa ang ilang paglingkod ug ang ilang pagtindog; ako ang gihisgotan sa ilang mga awit.
"pay them back what they deserve, Lord ,, for what their hands have done.","“ikaw magsilot kanila, o Ginoo, sumala sa buhat sa ilang mga kamot."
"put a veil over their hearts, and may your curse be on them!",ikaw maghatag kanila ug katiga sa kasingkasing; ang imong tunglo maanaa kanila.
pursue them in anger and destroy them from under the heavens of the Lord ..,"ikaw maggukod kanila diha sa kasuko ug maglaglag kanila gikan sa ubos sa imong kalangitan, o Ginoo .”.”"
"how the gold has lost its luster, the fine gold become dull! the sacred gems are scattered at every street corner.","naunsa nga milubad man ang bulawan, ang lunsayng bulawan nausab! ang balaan nga mga bato nangakatag sa ulohan sa matag dalan."
"remember, Lord ,, what has happened to us; look, and see our disgrace.","hinumdomi, o Ginoo, unsay nahitabo kanamo; tanawa, ug sudonga ang among kaulawan!"
"our inheritance has been turned over to strangers, our homes to foreigners.","ang among panulundon gitugyan ngadto sa mga langyaw, ang among mga balay ngadto sa mga dumuduong."
"we have become fatherless, our mothers are widows.","kami nahimong mga ilo, mga wala nay amahan; ang among mga inahan nahimong sama sa mga biyuda."
we must buy the water we drink; our wood can be had only at a price.,"kami magbayad sa tubig nga among giinom, ang kahoy nga among makuha among paliton."
those who pursue us are at our heels; we are weary and find no rest.,"tungod sa yugo sa among liog, naglisod kami paglakaw; kami gikapoy ug walay pahulay."
we submitted to Egypt and Assyria to get enough bread.,"naghimo kami ug kasabotan uban sa Ehipto ug ngadto sa Asiria, aron makakuha ug igo nga pagkaon."
"our ancestors sinned and are no more, and we bear their punishment.","ang among mga amahan nakasala ug wala na, ug among giantos ang ilang kasalanan"
"slaves rule over us, and there is no one to free us from their hands.",ang mga ulipon naghari kanamo; walay makaluwas kanamo gikan sa ilang nga kamot.
we get our bread at the risk of our lives because of the sword in the desert.,"nagkuha kami sa among pagkaon diha sa kakuyaw sa among kinabuhi, tungod sa espada didto sa kamingawan."
"our skin is hot as an oven, feverish from hunger.","ang among panit init sama sa usa ka hudno, tungod sa makasunog nga kainit sa kagutom."
"women have been violated in Zion, and virgins in the towns of Judah.","ang mga babaye gipanglugos didto sa Zion, ang mga ulay didto sa mga lungsod sa Juda."
princes have been hung up by their hands; elders are shown no respect.,ang mga pangulo gibitay pinaagi sa ilang mga kamot; walay pagtahod nga gipakita ngadto sa mga kadagkoan.
the elders are gone from the city gate; the young men have stopped their music.,"ang mga tigulang nga lalaki namiya sa ganghaan sa siyudad, ang mga batanong lalaki sa ilang huni."
joy is gone from our hearts; our dancing has turned to mourning.,ang kalipay sa among kasingkasing mihunong na; ang among pagsayaw nahimong pagsubo.
"the crown has fallen from our head. woe to us, for we have sinned!","ang purongpurong nahulog gikan sa among ulo; alaot kami, kay kami nakasala!"
"because of this our hearts are faint, because of these things our eyes grow dim","tungod niini ang among kasingkasing naluya, tungod niining mga butanga ang among mga mata hanap na;"
"for mount Zion, which lies desolate, with jackals prowling over it.",tungod sa bukid sa Zion nga namingaw; ang ihalas nga mga iro nagsuroysuroy diha niini.
"you, Lord ,, reign forever; your throne endures from generation to generation.","apan ikaw, o Ginoo, naghari hangtod sa kahangtoran, ang imong trono molungtad ngadto sa tanan nga kaliwatan."
why do you always forget us? why do you forsake us so long?,"nganong nalimot man ikaw kanamo sa dayon, nganong gipasagdan man nimo kami sa dugayng panahon?"
"restore us to yourself, Lord ,, that we may return; renew our days as of old","ipahiuli kami nganha kanimo, o Ginoo, aron kami mapahiuli! bagoha ang among mga adlaw sama sa kanhing panahon!"
unless you have utterly rejected us and are angry with us beyond measure.,o gisalikway na ba gayod nimo kami? nasuko ba gayod ikaw sa hilabihan kanamo?
"the Lord called to Moses and spoke to him from the tent of meeting. he said,","ang Ginoo mitawag kang Moises ug misulti kaniya gikan sa tolda nga tagboanan, nga nagingon,"
you are to skin the burnt offering and cut it into pieces.,ug panitan niya ang halad nga sunogon ug hiwahiwaon kini.
crumble it and pour oil on it; it is a grain offering.,kini imong tipiktipikon ug buboan ug lana. mao kini ang halad nga pagkaon.
put oil and incense on it; it is a grain offering.,buboi ug lana ang ibabaw niini ug butangi kini ug insenso. kini usa ka halad nga pagkaon.
"if you offer a lamb, you are to present it before the Lord ,,","kon siya maghalad ug nating karnero ingon nga iyang halad, ihalad kini niya sa atubangan sa Ginoo."
the priest shall burn them on the altar as a food offering presented to the Lord ..,ug ang pari magsunog niini ibabaw sa halaran ingon nga pagkaon nga gihalad pinaagi sa kalayo ngadto sa Ginoo.
"““ ‘if your offering is a goat, you are to present it before the Lord ,,","“kon kanding ang iyang halad, ihalad niya kini sa atubangan sa Ginoo."
"both kidneys with the fat on them near the loins, and the long lobe of the liver, which you will remove with the kidneys.","ug ang duha ka amimislon, ug ang tambok nga anaa niini dapit sa hawak ug ang habolhabol sa atay nga kuhaon uban sa amimislon."
"the Lord said to Moses,","ang Ginoo miingon kang Moises,"
then the anointed priest shall take some of the bulls blood and carry it into the tent of meeting.,"ang dinihogan nga pari magkuha ug diyotay sa dugo sa torong baka, ug dadon niya kini sa tolda nga tagboanan."
"but the hide of the bull and all its flesh, as well as the head and legs, the internal organs and the intestines—","apan ang panit sa torong baka ug ang tanan nga unod niini, uban ang ulo niini ug ang mga paa niini ug ang sulod sa tinai niini,"
then the anointed priest is to take some of the bulls blood into the tent of meeting.,"unya ang dinihogan nga pari magdala sa dugo sa laking baka ngadto sa tolda nga tagboanan,"
he shall dip his finger into the blood and sprinkle it before the Lord seven times in front of the curtain.,"ug ituslob sa pari ang iyang tudlo sa dugo niini ug iwisik kini sa makapito sa atubangan sa Ginoo, sa atubangan sa tabil."
"he shall remove all the fat from it and burn it on the altar,",ug iyang kuhaon gikan niini ang tanan nga tambok ug sunogon niya kini ibabaw sa halaran.
"when anyone becomes aware that they are guilty in any of these matters, they must confess in what way they have sinned.","kon sadan siya sa usa niini, isugid niya ang sala nga iyang nahimo,"
the Lord said to Moses:,"ang Ginoo miingon kang Moises,"
it is a guilt offering; they have been guilty of wrongdoing against the Lord .”.”,"kini halad tungod sa paglapas, sadan gayod siya sa atubangan sa Ginoo. ””"
the Lord said to Moses:,"unya ang Ginoo miingon kang Moises,"
the Lord said to Moses:,"ang Ginoo miingon kang Moises,"
the fire must be kept burning on the altar continuously; it must not go out.,ang kalayo magdilaab gayod kanunay sa ibabaw sa halaran; kini dili palongon.
"the Lord also said to Moses,","ang Ginoo miingon kang Moises,"
every grain offering of a priest shall be burned completely; it must not be eaten.”,ug ang tanan nga halad nga pagkaon sa pari sunogon gayod ug dili kaonon.”
"the Lord said to Moses,","ang Ginoo miingon kang Moises,"
"the priest who offers it shall eat it; it is to be eaten in the sanctuary area, in the courtyard of the tent of meeting.","ang pari nga maghalad niini alang sa sala mokaon niini. kaonon kini diha sa dapit nga balaan, sa hawanan sa tolda nga tagboanan."
any male in a priests family may eat it; it is most holy.,ang tanan nga lalaki sa banay sa mga pari mokaon niini. kini labing balaan.
"““ ‘these are the regulations for the guilt offering, which is most holy:",“kini mao ang balaod sa halad tungod sa paglapas. kini labing balaan.
"both kidneys with the fat on them near the loins, and the long lobe of the liver, which is to be removed with the kidneys.","ang duha ka amimislon ug ang tambok nga anaa niini dapit sa hawak, ug ang habolhabol sa atay nga kuhaon uban sa mga amimislon."
the priest who offers a burnt offering for anyone may keep its hide for himself.,ug ang pari nga maghalad sa halad nga sunogon ni bisan kinsa makapanagiya sa panit sa halad nga sunogon nga gihalad niya.
““ ‘these are the regulations for the fellowship offering anyone may present to the Lord ::,“kini mao ang balaod sa inihaw nga halad sa pakigdait nga ihalad ni bisan kinsa ngadto sa Ginoo.
along with their fellowship offering of thanksgiving they are to present an offering with thick loaves of bread made with yeast.,"uban sa iyang inihaw nga halad sa pakigdait alang sa pasalamat, dadon niya ang iyang halad uban ang mga pan nga may patubo."
any meat of the sacrifice left over till the third day must be burned up.,"apan sa ikatulo nga adlaw, ang mahibilin sa unod sa inihaw nga halad sunogon sa kalayo."
"the Lord said to Moses,","ang Ginoo miingon kang Moises,"
"“say to the Israelites: ‘do not eat any of the fat of cattle, sheep or goats.",“sultihi ang katawhan sa Israel: ayaw kamo pagkaon ug tambok sa baka sa karnero o sa kanding.
"and wherever you live, you must not eat the blood of any bird or animal.","dugang pa ayaw gayod kamo pagkaon ug bisan unsa nga dugo, sa langgam o sa mananap, diha sa tanan ninyo nga mga puluyanan."
anyone who eats blood must be cut off from their people.’ ””,"si bisan kinsa nga mokaon ug bisan unsa nga dugo, siya ipahimulag gikan sa iyang katawhan.”"
"the Lord said to Moses,","ang Ginoo miingon kang Moises,"
"the priest shall burn the fat on the altar, but the breast belongs to Aaron and his sons.",ang tambok sunogon sa pari diha sa halaran apan ang dughan maiya ni Aaron ug sa iyang mga anak nga lalaki.
you are to give the right thigh of your fellowship offerings to the priest as a contribution.,ang tuong paa ihatag ninyo sa pari ingon nga halad gikan sa inyong inihaw nga halad sa pakigdait.
"the Lord said to Moses,","ang Ginoo miingon kang Moises,"
and gather the entire assembly at the entrance to the tent of meeting.”,unya tigoma ang tibuok nga katilingban didto sa pultahan sa tolda nga tagboanan.”
"Moses did as the Lord commanded him, and the assembly gathered at the entrance to the tent of meeting.",ug gibuhat kini ni Moises sumala sa sugo sa Ginoo kaniya. ug nagtigom ang katilingban didto sa pultahan sa tolda nga tagboanan.
"Moses said to the assembly, “this is what the Lord has commanded to be done.”","si Moises miingon sa katilingban, “kini mao ang gisugo sa Ginoo nga kinahanglang buhaton.”"
then Moses brought Aaron and his sons forward and washed them with water.,"unya gidala ni Moises si Aaron ug ang iyang mga anak nga lalaki, ug sila gihugasan niya ug tubig."
he placed the breastpiece on him and put the urim and thummim in the breastpiece.,iyang gisulob kaniya ang tabon sa dughan ug niini gibutang niya ang urim ug ang tumim.
he poured some of the anointing oil on aarons head and anointed him to consecrate him.,ug gibuboan niya ug lana nga igdidihog ang ulo ni Aaron ug gidihogan niya aron sa pagbalaan kaniya.
then Moses slaughtered the ram and splashed the blood against the sides of the altar.,ug gipatay kini ni Moises ug gisablig niya ang dugo libot sa ibabaw sa halaran.
then burn up the rest of the meat and the bread.,"ug ang mahibilin sa unod ug sa pan, sunogon ninyo sa kalayo."
what has been done today was commanded by the Lord to make atonement for you.,"ingon sa gihimo niining adlawa, ang Ginoo nagsugo nga buhaton ang paghimo sa pagtabon sa sala alang kaninyo."
so Aaron and his sons did everything the Lord commanded through Moses.,ug si Aaron ug ang iyang mga anak nga lalaki mihimo sa tanang mga butang nga gisugo sa Ginoo pinaagi kang Moises.
"then Moses said, “this is what the Lord has commanded you to do, so that the glory of the Lord may appear to you.”","unya si Moises miingon, “kini mao ang gisugo sa Ginoo nga buhaton ninyo ug ang himaya sa Ginoo magpakita kaninyo.”"
so Aaron came to the altar and slaughtered the calf as a sin offering for himself.,busa si Aaron miduol sa halaran ug gipatay niya ang nating baka nga halad tungod sa sala nga alang sa iyang kaugalingon.
the flesh and the hide he burned up outside the camp.,ang unod ug ang panit iyang gisunog sa kalayo didto sa gawas sa kampo.
"they handed him the burnt offering piece by piece, including the head, and he burned them on the altar.","ug ilang gitunol kaniya ang halad nga sunogon, sa tinagsa ka hiwa, ug ang ulo, ug iyang gisunog kini ibabaw sa halaran."
he brought the burnt offering and offered it in the prescribed way.,"ug gihalad niya ang halad nga sunogon, ug gihalad kini sumala sa tulumanon."
"these they laid on the breasts, and then Aaron burned the fat on the altar.","ug gibutang nila ang mga tambok sa ibabaw sa mga dughan, ug iyang gisunog ang tambok ibabaw sa halaran."
"so fire came out from the presence of the Lord and consumed them, and they died before the Lord ..",ug may migula nga kalayo gikan sa atubangan sa Ginoo ug milamoy kanila ug nangamatay sila sa atubangan sa Ginoo.
"then the Lord said to Aaron,","unya ang Ginoo misulti kang Aaron nga nagingon,"
and so you can teach the Israelites all the decrees the Lord has given them through Moses.”,ug tudloan ninyo ang katawhan sa Israel sa tanang mga lagda nga gisulti kanila sa Ginoo pinaagi kang Moises.”
"when Moses heard this, he was satisfied.","sa pagkadungog ni Moises niini, nakapahimuot kini kaniya."
"the Lord said to Moses and Aaron,","ang Ginoo miingon kang Moises ug kang Aaron,"
you may eat any animal that has a divided hoof and that chews the cud.,"ang tanang mananap nga may kuko nga pikas ug may tiil nga buak ug nagusap sa ilang kinaon, makaon ninyo kini."
you must not eat their meat or touch their carcasses; they are unclean for you.,"ayaw kamo pagkaon sa unod niini ug ayaw kamo paghikap sa patayng lawas niining mga mananapa, hugaw kini alang kaninyo."
anything living in the water that does not have fins and scales is to be regarded as unclean by you.,bisan unsa nga walay mga kapay ug walay mga himbis nga anaa sa katubigan dulumtanan alang kaninyo.
““ ‘all flying insects that walk on all fours are to be regarded as unclean by you.,"“ang tanan nga gagmayng mananap nga nagkamang sa yuta, pakan ug maglakaw sa upat ka tiil, dulumtanan alang kaninyo."
but all other flying insects that have four legs you are to regard as unclean.,"apan ang tanan nga mananap nga nagkamang sa yuta nga pakan ug adunay upat ka tiil, dulumtanan alang kaninyo."
"the gecko, the monitor lizard, the wall lizard, the skink and the chameleon.","ang tuko, ang halo, ang taluto, ang tabili ug ang kamelyon."
"if a carcass falls on any seeds that are to be planted, they remain clean.","kon mahulog ang bisan unsang bahin sa patayng lawas niini sa ibabaw sa bisan unsa nga binhi nga igpupugas, hinlo ra kini."
"but if water has been put on the seed and a carcass falls on it, it is unclean for you.","apan kon butangan ug tubig ang binhi, ug mahulogan kini sa patayng lawas niini, hugaw kini alang kaninyo."
““ ‘every creature that moves along the ground is to be regarded as unclean; it is not to be eaten.,"“ang tanan nga mananap nga nagkamang sa yuta dulumtanan, kini dili kaonon."
"the Lord said to Moses,","ang Ginoo miingon kang Moises,"
on the eighth day the boy is to be circumcised.,ug sa ikawalo nga adlaw tulion ang unod sa yamis sa bata.
"the Lord said to Moses and Aaron,","ang Ginoo miingon kang Moises ug kang Aaron,"
"“when anyone has a defiling skin disease, they must be brought to the priest.","“kon adunay sakit nga sanla sa usa ka tawo, kinahanglang dadon siya ngadto sa pari."
"but whenever raw flesh appears on them, they will be unclean.","apan sa diha nga makita diha kaniya ang unod, hugaw siya."
"if the raw flesh changes and turns white, they must go to the priest.","apan kon ang unod mobalik sa pagkaputi, moadto siya sa pari."
"“when someone has a boil on their skin and it heals,","“kon ang iyang panit adunay hubag ug kini naayo na,"
"if it is spreading in the skin, the priest shall pronounce them unclean; it is a defiling disease.","ug kon kini mokaylap sa panit, ang pari magpahibalo nga hugaw siya, kini may sakit."
"“when someone has a burn on their skin and a reddishwhite or white spot appears in the raw flesh of the burn,","“o kon adunay paso sa iyang panit ug ang unod nga buhi sa napaso mahimong kabang nga pulapula nga puti, o puti,"
"“if a man or woman has a sore on their head or chin,","“ug sa diha nga ang usa ka lalaki o babaye may sakit sa ulo o sa suwang,"
"but if the sore does spread in the skin after they are pronounced clean,","apan kon ang pangatol mikaylap sa panit human sa iyang paghinlo,"
"“when a man or woman has white spots on the skin,","“kon may usa ka lalaki o babaye nga may mga kabang diha sa panit sa iyang lawas, puti nga mga kabang,"
"if he has lost his hair from the front of his scalp and has a bald forehead, he is clean.","kon ang buhok dapit sa iyang agtang mangalarot, upawon siya sa atubangan, apan siya hinlo."
the man is diseased and is unclean. the priest shall pronounce him unclean because of the sore on his head.,"sanlahon siya, busa hugaw siya. ang pari magpahibalo gayod nga hugaw siya, kay sa iyang ulo adunay sakit."
"“as for any fabric that is spoiled with a defiling moldany woolen or linen clothing,","“kon adunay agupop diha sa bisti, balhibo man o lino nga bisti,"
"any woven or knitted material of linen or wool, any leather or anything made of leather—","diha man sa lindog o hulog sa hablanan sa lino o delana o diha sa panit o sa bisan unsa nga hinimo sa panit,"
the priest is to examine the affected area and isolate the article for seven days.,ang pari maghiling sa lama ug ilain niya kadtong may lama sulod sa pito ka adlaw.
he shall order that the spoiled article be washed. then he is to isolate it for another seven days.,ang pari magsugo nga hugasan nila ang butang nga gitaptan sa lama ug kini ilain sulod sa dugang nga pito ka adlaw.
"the Lord said to Moses,","unya ang Ginoo miingon kang Moises,"
"the priest is to go outside the camp and examine them. if they have been healed of their defiling skin disease,","ug ang pari mogula sa kampo ug ang pari maghimo ug paghiling. unya kon makita nga ang sakit sa sanlahon maayo na,"
"the priest shall then take some of the log of oil, pour it in the palm of his own left hand,",unya ang pari magkuha gikan sa usa ka log nga lana ug ibubo niya sa palad sa iyang wala nga kamot
"the priest is to pour some of the oil into the palm of his own left hand,",ug ang pari magbubo ug lana sa ibabaw sa palad sa iyang wala nga kamot
and with his right forefinger sprinkle some of the oil from his palm seven times before the Lord ..,ug pinaagi sa iyang tuong tudlo ang pari magwisik sa lana nga anaa sa iyang kamot nga wala sa makapito sa atubangan sa Ginoo ..
"then he shall sacrifice the doves or the young pigeons, such as the person can afford,","ihalad usab niya ang usa sa mga tukmo o sa mga kuyabog sa salampati sumala sa iyang maabot,"
"the Lord said to Moses and Aaron,","ang Ginoo miingon kang Moises ug kang Aaron,"
"the owner of the house must go and tell the priest, ‘i have seen something that looks like a defiling mold in my house.’","kinahanglan nga ang tagiya sa balay moadto ug mosulti sa pari, ‘alang kanako daw adunay agupop nga mitungha sa akong balay.’"
the priest shall go out the doorway of the house and close it up for seven days.,ang pari mogula sa balay agi sa pultahan sa balay ug takopan niya ang balay sulod sa pito ka adlaw.
"on the seventh day the priest shall return to inspect the house. if the mold has spread on the walls,","ug sa ikapito nga adlaw, ang pari mobalik ug motanaw. ug kon makita nga ang agupop mikaylap sa mga bungbong sa balay,"
he is to order that the contaminated stones be torn out and thrown into an unclean place outside the town.,magsugo ang pari nga kuhaon nila ang mga bato diin anaa ang agupop ug ilabay kini sa dapit nga hugaw sa gawas sa lungsod.
“anyone who goes into the house while it is closed up will be unclean till evening.,"dugang pa, kadtong mosulod niadtong balaya samtang kini gitakopan hugaw hangtod sa pagkakilomkilom."
he shall kill one of the birds over fresh water in a clay pot.,unya patyon niya ang usa sa mga langgam diha sa usa ka kulon ibabaw sa nagagas nga tubig.
"these are the regulations for any defiling skin disease, for a sore,","kini mao ang balaod mahitungod sa tanan nga sanla, sa pangatol,"
"and for a swelling, a rash or a shiny spot,","ug sa hubag o sa nuka o sa kabang nga puti,"
to determine when something is clean or unclean. these are the regulations for defiling skin diseases and defiling molds.,aron sa pagpakita kanusa kini hugaw ug kanusa kini hinlo. kini mao ang balaod mahitungod sa sanla.
"the Lord said to Moses and Aaron,","ang Ginoo miingon kang Moises ug kang Aaron,"
"“speak to the Israelites and say to them: ‘when any man has an unusual bodily discharge, such a discharge is unclean.","“sultihi ninyo ang katawhan sa Israel: si bisan kinsa nga lalaki nga adunay nagagos sa iyang lawas, ang nagagos kaniya hugaw."
"““ ‘any bed the man with a discharge lies on will be unclean, and anything he sits on will be unclean.","ang tanang higdaanan nga gihigdaan niadtong may nagagos hugaw, ug ang tanang butang nga lingkoran niya mahugaw."
"““ ‘everything the man sits on when riding will be unclean,",ang tanan nga montura sa kabayo nga malingkoran niadtong may nagagos mahugaw.
"““ ‘anything she lies on during her period will be unclean, and anything she sits on will be unclean.","ang tanan nga iyang higdaan sa panahon sa iyang pagkahugaw mahugaw, ang tanan usab nga lingkoran niya mahugaw."
"these are the regulations for a man with a discharge, for anyone made unclean by an emission of semen,","kini mao ang balaod alang niadtong may nagagos ug alang niadtong gigawasan sa binhi nga tungod niana nahugaw siya,"
then he is to take the two goats and present them before the Lord at the entrance to the tent of meeting.,unya kuhaon niya ang duha ka kanding ug ipahimutang niya kini sa atubangan sa Ginoo diha sa pultahan sa tolda nga tagboanan.
he is to cast lots for the two goatsone lot for the Lord and the other for the scapegoat.,"ug ripahon ni Aaron ang duha ka kanding, ang usa alang sa Ginoo ug ang usa usab alang sa asasel."
he shall also burn the fat of the sin offering on the altar.,ug sunogon niya ang tambok sa halad tungod sa sala ibabaw sa halaran.
"the Lord said to Moses,","ang Ginoo miingon kang Moises,"
"but if they do not wash their clothes and bathe themselves, they will be held responsible.’ ””","apan kon dili niya kini labhan o kaligoon ang iyang lawas, magpasan siya sa iyang kasalanan.”"
"the Lord said to Moses,","ang Ginoo miingon kang Moises,"
“speak to the Israelites and say to them: ‘i am the Lord your God.,“sultihi ang katawhan sa Israel nga ako ang Ginoo nga inyong Dios.
you must obey my laws and be careful to follow my decrees. i am the Lord your God.,buhata ninyo ang akong mga tulumanon ug tumana ang akong mga lagda ug subaya ninyo kini. ako mao ang Ginoo nga inyong Dios.
““ ‘do not have sexual relations with your fathers wife; that would dishonor your father.,ayaw buksi ang pagkahubo sa asawa sa imong amahan kay siya iya man sa imong amahan.
"““ ‘do not have sexual relations with the daughter of your fathers wife, born to your father; she is your sister.","ayaw buksi ang pagkahubo sa anak nga babaye sa asawa sa imong amahan nga anak sa imong amahan, siya imong igsoon nga babaye."
"““ ‘do not have sexual relations with your mothers sister, because she is your mothers close relative.","ayaw buksi ang pagkahubo sa igsoon nga babaye sa imong inahan, siya suod nga kadugo sa imong inahan."
““ ‘do not dishonor your fathers brother by approaching his wife to have sexual relations; she is your aunt.,"ayaw buksi ang pagkahubo sa igsoon nga lalaki sa imong amahan, sa ato pa, ayaw pagduol sa iyang asawa, siya imong iyaan."
““ ‘do not have sexual relations with your daughterinlaw. she is your sons wife; do not have relations with her.,"ayaw buksi ang pagkahubo sa imong umagad nga babaye, siya asawa sa imong anak nga lalaki, ayaw buksi ang iyang pagkahubo."
““ ‘do not have sexual relations with your brothers wife; that would dishonor your brother.,"ayaw buksi ang pagkahubo sa asawa sa imong igsoon nga lalaki, siya ang pagkahubo sa imong igsoon nga lalaki."
““ ‘do not approach a woman to have sexual relations during the uncleanness of her monthly period.,“ayaw pagduol sa usa ka babaye aron sa pagbukas sa iyang pagkahubo samtang anaa pa siya sa iyang binulan nga pagkahugaw.
““ ‘do not have sexual relations with your neighbors wife and defile yourself with her.,ayaw pagdulog sa pagpakighilawas sa asawa sa imong isigkatawo ug sa paghugaw sa imong kaugalingon uban kaniya.
““ ‘do not have sexual relations with a man as one does with a woman; that is detestable.,"ayaw pakighilawas sa isigkalalaki sama nga uban sa usa ka babaye, kini dulumtanan."
"and if you defile the land, it will vomit you out as it vomited out the nations that were before you.",kay tingali unya ug ang yuta magsuka kaninyo sa dihang mahugawan ninyo kini sama nga gisuka niini ang nasod nga nahiuna kaninyo.
"the Lord said to Moses,","ang Ginoo miingon kang Moises,"
"“speak to the entire assembly of Israel and say to them: ‘be holy because i, the Lord your God, am holy.",“sultihi ang tibuok nga katilingban sa katawhan sa Israel: pagbalaan kamo kay ako nga mao ang Ginoo nga inyong Dios balaan.
"if any of it is eaten on the third day, it is impure and will not be accepted.","kon kaonon gayod kini sa ikatulo nga adlaw, kini mahimong dulumtanan ug kini dili dawaton."
““ ‘do not steal. ““ ‘do not lie. ““ ‘do not deceive one another.,“ayaw kamo pangawat o paglimbong o pagbinakakay sa usa ug usa kaninyo.
““ ‘do not eat any meat with the blood still in it. ““ ‘do not practice divination or seek omens.,“ayaw kamo pagkaon ug bisan unsa nga unod uban ang dugo niini. ayaw paghupot ug antinganting o pagtagnatagna.
““ ‘do not cut the hair at the sides of your head or clip off the edges of your beard.,ayaw ninyo putli ang buhok sa inyong tampihak ug ayaw ninyo putli ang daplin sa inyong bungot.
““ ‘do not cut your bodies for the dead or put tattoo marks on yourselves. i am the Lord ..,ayaw ninyo samari ang inyong lawas tungod sa usa ka patay o magpapatik ug bisan unsa nga mga timaan. ako mao ang Ginoo.
““ ‘observe my sabbaths and have reverence for my sanctuary. i am the Lord ..,tumana ninyo ang akong mga adlaw nga igpapahulay ug tahora ninyo ang akong balaang dapit. ako mao ang Ginoo.
"““ ‘when a foreigner resides among you in your land, do not mistreat them.","“kon ang usa ka dumuduong magpuyo uban kaninyo sa inyong yuta, ayaw kamo pagbuhat ug daotan kaniya."
"““ ‘do not use dishonest standards when measuring length, weight or quantity.","“ayaw kamo paghimo ug dili matarong nga paghukom, sa mga sukod sa gitason, sa gibugaton o sa gidaghanon."
““ ‘keep all my decrees and all my laws and follow them. i am the Lord .’.’ ””,ug tumana ninyo ang tanan nakong mga lagda ug ang tanan nakong mga tulumanon ug buhata ninyo kini. ako mao ang Ginoo. ””
"the Lord said to Moses,","ang Ginoo miingon kang Moises,"
"““ ‘consecrate yourselves and be holy, because i am the Lord your God.",busa ihalad ang inyong kaugalingon ug pagbalaan kamo kay ako mao ang Ginoo nga inyong Dios.
"keep my decrees and follow them. i am the Lord ,, who makes you holy.","ug tumana ninyo ang akong mga lagda, ug buhata kini. ako mao ang Ginoo nga nagbalaan kaninyo."
"““ ‘if a man has sexual relations with an animal, he is to be put to death, and you must kill the animal.","kon ang usa ka tawo makighilawas sa usa ka mananap, patyon gayod siya ug patyon usab ninyo ang mananap."
"he must not make himself unclean for people related to him by marriage, and so defile himself.",dili siya maghugaw sa iyang kaugalingon ingon nga usa ka bana diha sa iyang katawhan ug magpakaulaw sa iyang kaugalingon.
““ ‘priests must not shave their heads or shave off the edges of their beards or cut their bodies.,dili sila magpaupaw sa ilang ulo o magkiskis sa kilid sa ilang bungot o magsamad sa ilang unod.
““ ‘the woman he marries must be a virgin.,mangasawa siya ug babaye nga ulay.
"the Lord said to Moses,","ang Ginoo miingon kang Moises,"
"no man with a crippled foot or hand,",o usa ka tawo nga piang ang tiil o piang ang kamot
"or who is a hunchback or a dwarf, or who has any eye defect, or who has festering or running sores or damaged testicles.",o buktot o unano o may apan ang pananaw o may pangatol o may nuka o tawo nga kinapon.
so Moses told this to Aaron and his sons and to all the Israelites.,busa si Moises misulti niini kang Aaron ug sa iyang mga anak nga lalaki ug sa tanang katawhan sa Israel.
"the Lord said to Moses,","ang Ginoo miingon kang Moises,"
"when the sun goes down, he will be clean, and after that he may eat the sacred offerings, for they are his food.","sa pagsalop na sa adlaw, mahinlo siya ug unya makakaon na siya sa mga butang nga balaan, kay kini mao man ang iyang pagkaon."
the priests must not desecrate the sacred offerings the Israelites present to the Lord,"ug dili pasipadan sa mga pari ang mga balaang butang sa katawhan sa Israel nga gihalad nila alang sa Ginoo,"
"the Lord said to Moses,","ang Ginoo miingon kang Moises,"
"you must present a male without defect from the cattle, sheep or goats in order that it may be accepted on your behalf.","aron dawaton kinahanglang laki kini ug walay tatsa, baka man o karnero o kanding ba hinuon."
