en	ceb
The sight was so terrifying that Moses said, “I am trembling with fear.”	Sa pagkatinuod, hilabihan ka makalilisang sa talan-awon nga tungod niana si Moises nakaingon, “Ako nagkurog sa kalisang.”
for our “God is a consuming fire.”	kay ang atong Dios usa ka kalayo nga mag-ut-ot.
Keep on loving one another as brothers and sisters.	Padayon sa inyong inigsoon nga paghigugmaay.
So we say with confidence, “The Lord is my helper; I will not be afraid. What can mere mortals do to me?”	Busa makaingon kita nga masaligon, “Ang Ginoo mao ang akong magtatabang, dili ako mahadlok; unsa may mahimo sa tawo kanako?”
Jesus Christ is the same yesterday and today and forever.	Si Jesu-Cristo mao sa gihapon kagahapon ug karon ug hangtod sa kahangtoran.
We have an altar from which those who minister at the tabernacle have no right to eat.	Kita adunay usa ka halaran diin ang mga nag-alagad sa tolda walay katungod sa pagkaon.
Let us, then, go to him outside the camp, bearing the disgrace he bore.	Busa mangadto kita kaniya sa gawas sa kampo, nga magpas-an sa mga pagtamay kaniya.
For here we do not have an enduring city, but we are looking for the city that is to come.	Kay dinhi sa kalibotan wala kitay siyudad nga molungtad, hinuon kita nangita niadtong siyudad nga umaabot.
And do not forget to do good and to share with others, for with such sacrifices God is pleased.	Ug ayaw ninyo kalimti ang pagbuhat ug maayo ug ang pagkamanggihatagon, kay ang maong mga halad makapahimuot sa Dios.
I particularly urge you to pray so that I may be restored to you soon.	Giawhag ko kamo sa labaw pa ka mainiton nga inyo kining himoon aron ako mahibalik diha kaninyo sa labing madali.
Grace be with you all.	Ang grasya mag-uban kaninyong tanan. Amen.
In that day I will break Israel’s bow in the Valley of Jezreel.”	Nianang adlawa, akong balion ang pana sa Israel didto sa walog ni Jesreel.”
After she had weaned Lo-Ruhamah, Gomer had another son.	Sa dihang nalutas na niya si Loruhama, siya nagsamkon ug nanganak ug usa ka lalaki.
“Say of your brothers, ‘My people,’ and of your sisters, ‘My loved one.’	Ingna ninyo ang inyong igsoong lalaki, “Ammi” ug ang inyong igsoong babaye, Ruhama.
So now I will expose her lewdness before the eyes of her lovers; no one will take her out of my hands.	Ug karon akong ipakita ang iyang kalaw-ay sa atubangan sa iyang mga hinigugma ug walay magluwas kaniya gikan sa akong kamot.
“Therefore I am now going to allure her; I will lead her into the wilderness and speak tenderly to her.	“Busa, tan-awa, danihon nako siya, ug dad-on ngadto sa kamingawan, ug sultihan nako siya diha sa kalumo.
“In that day,” declares the Lord , “you will call me ‘my husband’; you will no longer call me ‘my master. ’	“Nianang adlawa, nag-ingon ang Ginoo, ikaw magtawag kanako nga, ‘Akong bana’ ug dili na magtawag kanako nga, ‘Akong Baal.’
I will remove the names of the Baals from her lips; no longer will their names be invoked.	Kay akong kuhaon ang mga ngalan sa mga Baal gikan sa iyang baba ug dili na hisgotan ang ilang mga ngalan.
I will betroth you in faithfulness, and you will acknowledge the Lord .	Pangasaw-on ko ikaw diha sa pagkamatinumanon ug ikaw makaila sa Ginoo.
So I bought her for fifteen shekels of silver and about a homer and a lethek of barley.	Busa siya gipalit nako ug napulo ug lima ka siklo nga plata ug usa ka homer ug usa ka letek nga sebada.
“But let no one bring a charge, let no one accuse another, for your people are like those who bring charges against a priest.	Bisan pa niana ayaw itugot nga adunay makiglalis ug adunay mosumbong kay anaa kanimo ang akong pakigbangi, O pari.
You stumble day and night, and the prophets stumble with you. So I will destroy your mother—	Ikaw mahisukamod sa adlawan, ang propeta usab mahisukamod uban kanimo sa kagabhion, ug laglagon nako ang imong inahan.
They feed on the sins of my people and relish their wickedness.	Nagkaon sila diha sa sala sa akong katawhan; sila hangol sa ilang kasal-anan.
to prostitution; old wine and new wine take away their understanding.	Ang bino ug ang bag-ong bino magkuha sa pagpanabot.
Ephraim is joined to idols; leave him alone!	Ang Efraim natipon sa mga diosdios, pasagdi siya.
A whirlwind will sweep them away, and their sacrifices will bring them shame.	Giputos sila sa hangin diha sa iyang mga pako ug sila maulawan tungod sa ilang mga halad.
The rebels are knee-deep in slaughter. I will discipline all of them.	Ug ilang gipalaloman ang gahong sa Sitim, apan akong silotan silang tanan.
I know all about Ephraim; Israel is not hidden from me. Ephraim, you have now turned to prostitution; Israel is corrupt.	Ako nakaila kang Ephraim, ug ang Israel wala matago kanako; kay karon, O Ephraim, ikaw nagmakihilawason, ang Israel nahugawan.
Ephraim will be laid waste on the day of reckoning. Among the tribes of Israel I proclaim what is certain.	Ang Ephraim mahimong kamingawan sa adlaw sa pagsilot; diha sa mga banay sa Israel akong gipahayag ang matuod gayod.
I am like a moth to Ephraim, like rot to the people of Judah.	Busa ako sama sa anunugba alang sa Ephraim, ug sama sa agay-ay alang sa balay sa Juda.
After two days he will revive us; on the third day he will restore us, that we may live in his presence.	Human sa duha ka adlaw ipahiuli niya kita, sa ikatulo nga adlaw ituboy niya kita, aron kita magpuyo sa iyang atubangan.
As at Adam, they have broken the covenant; they were unfaithful to me there.	Apan didto sa Adam gilapas nila ang kasabotan, didto nagmaluibon sila kanako.
Gilead is a city of evildoers, stained with footprints of blood.	Ang Gilead siyudad sa mga tigbuhat ug daotan, nabulingan sa dugo.
“Also for you, Judah, a harvest is appointed. “Whenever I would restore the fortunes of my people,	Alang usab kanimo, O Juda, usa ka pag-ani gitagana.
“They delight the king with their wickedness, the princes with their lies.	Pinaagi sa ilang kadaotan gilipay nila ang hari, ug ang mga pangulo pinaagi sa ilang mga pagpamakak.
“Ephraim mixes with the nations; Ephraim is a flat loaf not turned over.	Si Efraim nakig-ipon sa mga katawhan; ang Efraim torta nga wala baliha.
I trained them and strengthened their arms, but they plot evil against me.	Bisan ug gibansay ug gipalig-on nako ang ilang mga bukton, naglaraw hinuon sila ug daotan batok kanako.
Israel cries out to me, ‘Our God, we acknowledge you!’	Ngari kanako sila nagtuaw, Akong Dios, kami nga Israel nakaila kanimo.
But Israel has rejected what is good; an enemy will pursue him.	Ang Israel misalikway sa maayo; ang kaaway maggukod kaniya.
Israel is swallowed up; now she is among the nations like something no one wants.	Ang Israel gilamoy; karon sila uban sa nasod sama sa sudlanan nga walay pulos.
I wrote for them the many things of my law, but they regarded them as something foreign.	Bisan pa ug magsulat ako ug napulo ka libo ka balaod alang kaniya, kini isipon nga langyaw nga butang.
Threshing floors and winepresses will not feed the people; the new wine will fail them.	Ang giokanan ug ang pug-anan sa bino dili maghatag kanila ug pagkaon, ug ang bag-ong bino magpakyas kanila.
What will you do on the day of your appointed festivals, on the feast days of the Lord ?	Unsay inyong buhaton sa adlaw sa tinakda nga kasaulogan, ug sa adlaw sa kasaulogan sa Ginoo ?
Samaria’s king will be destroyed, swept away like a twig on the surface of the waters.	Ang hari sa Samaria malaglag, sama sa mga bula sa ibabaw sa katubigan.
“When Israel was a child, I loved him, and out of Egypt I called my son.	Sa diha nga bata pa ang Israel, gihigugma nako siya, ug gikan sa Ehipto gitawag nako ang akong anak.
“Will they not return to Egypt and will not Assyria rule over them because they refuse to repent?	Sila mobalik ngadto sa yuta sa Ehipto, ug ang Asiria mahimo nga ilang hari, tungod kay sila nagdumili sa pagbalik kanako.
the Lord God Almighty, the Lord is his name!	Ang Ginoo, ang Dios sa mga panon, Yahweh mao ang iyang ngalan!
I cared for you in the wilderness, in the land of burning heat.	Ako ang nakaila kanimo didto sa kamingawan, sa yuta sa dakong hulaw.
So I will be like a lion to them, like a leopard I will lurk by the path.	Tungod niana ako mahisama sa usa ka liyon ngadto kanila, sama sa leopardo mag-atang ako diha sa dalan.
“You are destroyed, Israel, because you are against me, against your helper.	Laglagon ko ikaw, O Israel, kinsa ang makatabang kanimo?
So in my anger I gave you a king, and in my wrath I took him away.	Gihatagan ko ikaw ug hari diha sa akong kasuko ug siya gikuha nako diha sa akong kaligutgot.
The guilt of Ephraim is stored up, his sins are kept on record.	Ang kasal-anan sa Efraim gibugkosan, ang iyang sala gihipos.
Return, Israel, to the Lord your God. Your sins have been your downfall!	O Israel, balik ngadto sa Ginoo nga imong Dios, kay ikaw nahisukamod tungod sa imong kasal-anan.
If you are willing and obedient, you will eat the good things of the land;	Kon kamo andam ug masinugtanon, kamo magkaon sa maayong abot sa yuta.
but if you resist and rebel, you will be devoured by the sword.” For the mouth of the Lord has spoken.	Apan kon kamo magdumili ug mosupil, lamyon kamo pinaagi sa espada kay ang baba sa Ginoo nagsulti.”
Zion will be delivered with justice, her penitent ones with righteousness.	Ang Zion lukaton pinaagi sa hustisya ug kadtong diha kaniya nga naghinulsol, pinaagi sa pagkamatarong.
But rebels and sinners will both be broken, and those who forsake the Lord will perish.	Apan dunganon paglaglag ang mga masupilon ug mga makasasala, ug kadtong nagsalikway sa Ginoo ut-oton.
You will be like an oak with fading leaves, like a garden without water.	Kay kamo mahisama sa usa ka dakong kahoy nga ang dahon malaya, ug sama sa usa ka tanaman nga walay tubig.
This is what Isaiah son of Amoz saw concerning Judah and Jerusalem:	Ang pulong nga nakita ni Isaias nga anak ni Amos mahitungod sa Juda ug sa Jerusalem.
Come, descendants of Jacob, let us walk in the light of the Lord .	O balay ni Jacob, dali kamo, ug manglakaw kita diha sa kahayag sa Ginoo.
So people will be brought low and everyone humbled— do not forgive them.	Busa ang tawo gipakaulawan, ug ang mga tawo gipaubos— ayaw sila pasayloa!
for all the cedars of Lebanon, tall and lofty, and all the oaks of Bashan,	batok sa tanang mga cedro sa Lebanon nga tag-as ug habog, ug batok sa tanang dagkong kahoy sa Basan;
for all the towering mountains and all the high hills,	batok sa tanang habog nga kabukiran, ug batok sa tanang habog nga kabungtoran;
for every lofty tower and every fortified wall,	batok sa tanang habog nga tore, ug batok sa tanang kuta nga lig-on;
for every trading ship and every stately vessel.	batok sa tanang barko sa Tarsis, ug batok sa tanang matahom nga mga larawan.
Stop trusting in mere humans, who have but a breath in their nostrils. Why hold them in esteem?	Biyai ninyo ang tawo nga ang gininhawa anaa sa iyang ilong; kay sa unsa man siya isipon?
“I will make mere youths their officials; children will rule over them.”	Ug himoon nako nga ilang mga pangulo ang mga batang lalaki, ug ang mga masuso maoy magmando kanila.
Tell the righteous it will be well with them, for they will enjoy the fruit of their deeds.	Suginli ang mga matarong nga kini maayo alang kanila, kay sila makakaon sa bunga sa ilang binuhatan.
Woe to the wicked! Disaster is upon them! They will be paid back for what their hands have done.	Alaot ang daotan! Kay kini sakit alang kaniya, kay unsay nabuhat sa iyang mga kamot buhaton usab nganha kaniya.
The Lord takes his place in court; he rises to judge the people.	Ang Ginoo nangandam aron sa pagpakigbisog, siya mibarog aron sa paghukom sa iyang katawhan.
the earrings and bracelets and veils,	ang mga ariyos, ang pulseras, ug ang mga panyo;
the headdresses and anklets and sashes, the perfume bottles and charms,	ang mga purong nga panapton, ang dayandayan sa bukton, ang mga laso sa ulo, ang mga kahon sa pahumot, ug ang mga anting-anting;
the signet rings and nose rings,	ang mga singsing ug ang mga singsing sa ilong;
the fine robes and the capes and cloaks, the purses	ang mga bisti nga alang sa kasaulogan, ang mga kapa, ang mga kupo, ug ang mga bag;
and mirrors, and the linen garments and tiaras and shawls.	ang sihag nga mga panapton, ang mga bisting lino, ang mga turban ug ang mga pandong.
Your men will fall by the sword, your warriors in battle.	Ang imong mga tawo mangapukan pinaagi sa espada, ug ang imong mga tawo nga kusgan diha sa gubat.
So people will be brought low and everyone humbled, the eyes of the arrogant humbled.	Ang tawo gipayukbo, ug ang mga tawo gipaubos, ug ang mga mata sa mga halangdon gipaubos.
Woe to those who draw sin along with cords of deceit, and wickedness as with cart ropes,	Alaot kadtong magguyod sa kadaotan pinaagi sa mga pisi sa kabakakan, ug sa sala sama sa pisi sa karomata,
Woe to those who are wise in their own eyes and clever in their own sight.	Alaot kadtong mga maalamon diha sa ilang kaugalingong mga mata, ug mga utokan diha sa ilang kaugalingong panan-aw!
At the sound of their voices the doorposts and thresholds shook and the temple was filled with smoke.	Ang mga bisagra sa mga pultahan nauyog sa iyang tingog nga nagtawag, ug ang balay napuno sa aso.
until the Lord has sent everyone far away and the land is utterly forsaken.	ug ipalayo sa Ginoo ang mga tawo, ug ang mga dapit nga biniyaan modaghan taliwala sa yuta.
Aram, Ephraim and Remaliah’s son have plotted your ruin, saying,	Tungod kay ang Siria, ang Efraim ug ang anak ni Remalias nagtinguha ug daotan batok kanimo nga nag-ingon,
Yet this is what the Sovereign Lord says: “ ‘It will not take place, it will not happen,	busa miingon ang Ginoong Dios: Dili kini mobarog ug dili kini mahitabo.
Again the Lord spoke to Ahaz,	Ang Ginoo misulti pag-usab kang Ahas,
But Ahaz said, “I will not ask; I will not put the Lord to the test.”	Apan si Ahas miingon, “Dili ako mangayo ug dili nako sulayan ang Ginoo .”
In that day, a person will keep alive a young cow and two goats.	Nianang adlawa may usa ka tawo nga mag-alima sa usa ka nating baka ug duha ka karnero,
Hunters will go there with bow and arrow, for the land will be covered with briers and thorns.	Uban sa mga udyong ug pana, may mga tawo nga moadto tungod kay ang tibuok yuta mahimong kasampinitan ug katunokan.
So I called in Uriah the priest and Zechariah son of Jeberekiah as reliable witnesses for me.	Ug nagkuha ako ug kasaligan nga mga saksi, si Urias nga pari ug si Zacarias nga anak ni Jeberekias aron sa pagpamatuod.
The Lord spoke to me again:	Unya ang Ginoo misulti kanako pag-usab,
The Lord Almighty is the one you are to regard as holy, he is the one you are to fear, he is the one you are to dread.	Apan ang Ginoo sa mga panon, siya maoy inyong ilhon nga balaan, ug himoa nga siya maoy inyong kahadlokan ug inyong kalisangan.
Many of them will stumble; they will fall and be broken, they will be snared and captured.”	Ug daghan kanila ang mapandol niini, matumba ug mapukan, malit-ag ug madakpan.”
Bind up this testimony of warning and seal up God’s instruction among my disciples.	Hugponga ang pagpamatuod, silyohi ang pagtulun-an taliwala sa akong mga tinun-an.
I will wait for the Lord , who is hiding his face from the descendants of Jacob. I will put my trust in him.	Ako maghulat alang sa Ginoo, nga nagtago sa iyang nawong gikan sa balay ni Jacob, ug ako maglaom diha kaniya.
Every warrior’s boot used in battle and every garment rolled in blood will be destined for burning, will be fuel for the fire.	Kay ang tanang sapatos sa mga sundalo diha sa gubat ug ang tanang bisti nga natumog sa dugo, sunogon ingon nga sugnod sa kalayo.
The Lord has sent a message against Jacob; it will fall on Israel.	Ang Ginoo nagpadala ug usa ka pulong batok kang Jacob, ug kini miabot sa Israel;
But the Lord has strengthened Rezin’s foes against them and has spurred their enemies on.	Busa ang Ginoo nag-andam ug mga kaaway batok kanila ug naghagit sa ilang mga kaaway.
the elders and dignitaries are the head, the prophets who teach lies are the tail.	ang pangulo ug ang tawo nga halangdon mao ang ulo ug ang propeta nga nagtudlo ug mga bakak mao ang ikog;
Those who guide this people mislead them, and those who are guided are led astray.	kay sila nga nagmando niining katawhan maoy nagpahisalaag kanila, ug sila nga gimandoan nila nangalibog.
Woe to those who make unjust laws, to those who issue oppressive decrees,	Alaot kadtong nagsugo sa dili matarong nga mga sugo, ug ang mga tigsulat nga nagpunay ug sulat sa pagpanglupig,
“Woe to the Assyrian, the rod of my anger, in whose hand is the club of my wrath!	Ah, ang Asiria, ang bunal sa akong kasuko, ang sungkod sa akong kapungot!
‘Are not my commanders all kings?’ he says.	kay siya nag-ingon: “Dili ba mga hari man ang tanan nakong mga tigmando?
‘Has not Kalno fared like Carchemish? Is not Hamath like Arpad, and Samaria like Damascus?	Dili ba ang Calno sama sa Carkemis? Dili ba ang Hamat sama sa Arpad? Dili ba ang Samaria sama sa Damasco?
And the remaining trees of his forests will be so few that a child could write them down.	Ang mahibilin sa mga kahoy sa iyang kalasangan pipila na lamang, nga ang usa ka bata makasulat niini.
A remnant will return, a remnant of Jacob will return to the Mighty God.	May usa ka salin nga mobalik, ang salin ni Jacob, ngadto sa Dios nga makagagahom.
Very soon my anger against you will end and my wrath will be directed to their destruction.”	Kay sa dili madugay, ang akong kasuko matapos ug ang akong kapungot ipatumong alang sa ilang pagkagun-ob.
Cry out, Daughter Gallim! Listen, Laishah! Poor Anathoth!	Singgit ug kusog, O anak ni Galim! Pamati, O Laisa! Tubaga siya, O Anatot!
Madmenah is in flight; the people of Gebim take cover.	Mikagiw ang Madmena, ang mga nagpuyo sa Gebim nangagiw aron maluwas.
Righteousness will be his belt and faithfulness the sash around his waist.	Ang pagkamatarong mao ang bakos sa iyang hawak, ug ang pagkamatinumanon mao ang bakos sa iyang lawas.
The infant will play near the cobra’s den, and the young child will put its hand into the viper’s nest.	Ang mga bata nga masuso magdula ibabaw sa lungag sa halas, ug ang bata nga linutas mokuot sa puy-anan sa bitin.
With joy you will draw water from the wells of salvation.	Busa uban ang kalipay, kamo magtimba ug tubig gikan sa mga atabay sa kaluwasan.
Sing to the Lord , for he has done glorious things; let this be known to all the world.	“Pag-awit ug mga pagdayeg ngadto sa Ginoo, kay mahimayaon ang iyang mga buhat; ipahibalo kini diha sa tibuok nga yuta.
A prophecy against Babylon that Isaiah son of Amoz saw:	Ang mensahe mahitungod sa Babilonia, nga nakita ni Isaias nga anak ni Amos.
Wail, for the day of the Lord is near; it will come like destruction from the Almighty.	Pagminatay kamo, kay ang adlaw sa Ginoo duol na; ingon nga kalaglagan gikan sa Labing Gamhanan kini moabot!
Because of this, all hands will go limp, every heart will melt with fear.	Busa ang tanang mga kamot maluya, ug ang matag kasingkasing sa tawo matunaw,
I will make people scarcer than pure gold, more rare than the gold of Ophir.	Himoon nako nga ang mga tawo nihit pa kay sa lunsay nga bulawan ug ang katawhan kay sa bulawan sa Ofir.
Whoever is captured will be thrust through; all who are caught will fall by the sword.	Si bisan kinsa nga makit-an duslakon, si bisan kinsa nga madakpan mapukan pinaagi sa espada.
Their infants will be dashed to pieces before their eyes; their houses will be looted and their wives violated.	Ang ilang mga bata dugmokon sa atubangan sa ilang mga mata, ang ilang kabalayan lungkabon, ug ang ilang mga asawa lugoson.
The Lord has broken the rod of the wicked, the scepter of the rulers,	Gibali sa Ginoo ang sungkod sa daotan, ang setro sa mga pangulo,
All the lands are at rest and at peace; they break into singing.	Ang tibuok yuta nakapahulay na ug nagmalinawon; sila mihugyaw sa pag-awit.
They will all respond, they will say to you, “You also have become weak, as we are; you have become like us.”	Silang tanan mosulti ug moingon kanimo, ‘Ikaw usab naluya sama kanamo! Nahimo ikaw nga sama kanamo!’
I will ascend above the tops of the clouds; I will make myself like the Most High.”	Mokayab ako sa ibabaw sa mga kahitas-an sa kapanangoran, himoon nako ang akong kaugalingon nga sama sa Labing Halangdon.’
But you are brought down to the realm of the dead, to the depths of the pit.	Apan gidala hinuon ikaw ngadto sa Sheol, sa kinahiladmang dapit sa Gahong.
All the kings of the nations lie in state, each in his own tomb.	Ang tanang mga hari sa kanasoran nanghigda diha sa himaya, ang matag usa diha sa iyang lubnganan;
This is the plan determined for the whole world; this is the hand stretched out over all nations.	Mao kini ang tuyo nga gitinguha mahitungod sa tibuok yuta, ug kini mao ang kamot nga gibakyaw ibabaw sa tanang mga kanasoran.
This prophecy came in the year King Ahaz died:	Sa tuig sa pagkamatay ni Hari Ahas mao kini ang mensahe:
The waters of Nimrim are dried up and the grass is withered; the vegetation is gone and nothing green is left.	ang katubigan sa Nimrim mahimong biniyaan; ang balili nalaya, ang bag-ong nanurok malawos, walay butang nga lunhaw.
My heart laments for Moab like a harp, my inmost being for Kir Hareseth.	Busa ang akong kasingkasing miagulo sama sa usa ka lira alang sa Moab, ug ang akong kasingkasing alang sa Kirheres.
This is the word the Lord has already spoken concerning Moab.	Mao kini ang pulong nga gisulti sa Ginoo mahitungod sa Moab sa miaging panahon.
A prophecy against Damascus: “See, Damascus will no longer be a city but will become a heap of ruins.	Ang mensahe mahitungod sa Damasco. Tan-awa, ang Damasco mohunong ingon nga usa ka siyudad, ug mahimong usa ka pundok sa ginuba.
“In that day the glory of Jacob will fade; the fat of his body will waste away.	Nianang adlawa ang himaya ni Jacob ipaubos, ug ang katambok sa iyang unod moniwang.
In that day people will look to their Maker and turn their eyes to the Holy One of Israel.	Nianang adlawa ang mga tawo moila sa ilang Magbubuhat, ug ang ilang mga mata motan-aw sa Balaan sa Israel;
Woe to the land of whirring wings along the rivers of Cush,	Ah, ang yuta sa naghaguros nga mga pako nga atua sa unahan sa mga suba sa Etiopia;
The waters of the river will dry up, and the riverbed will be parched and dry.	Ug ang katubigan sa Nilo mohubas, ug ang suba mauga ug magmala;
The canals will stink; the streams of Egypt will dwindle and dry up. The reeds and rushes will wither,	ug ang mga agianan sa tubig mangabaho ug ang mga sapa sa Ehipto mohubas ug mauga, ang mga bugang ug mga kupongkupong mangalaya.
Those who work with combed flax will despair, the weavers of fine linen will lose hope.	Ang mga tigbuhat ug lino mawad-an ug paglaom, ingon man ang mga tighabol ug puti nga panapton.
The workers in cloth will be dejected, and all the wage earners will be sick at heart.	Kadtong mga haligi sa yuta dugmokon, ug sila nga naghago tungod sa suhol masubo.
There is nothing Egypt can do— head or tail, palm branch or reed.	Wala nay bisan unsa alang sa Ehipto, nga mahimo sa ulo o sa ikog, sa sanga o sa bugang.
This is what the Lord says to me: “Go, post a lookout and have him report what he sees.	Kay mao kini ang gisulti sa Ginoo kanako: “Lakaw, pagbutang ug usa ka tigbantay, ipapadayag niya kon unsay iyang nakita.
bring water for the thirsty; you who live in Tema, bring food for the fugitives.	Ngadto sa mga giuhaw, pagdala ug tubig, sugata ang mga nangagiw uban sa pan, O mga nagpuyo sa yuta sa Tema.
“Beware, the Lord is about to take firm hold of you and hurl you away, you mighty man.	Tan-awa, ang Ginoo, magsalibay kanimo sa kusog gayod, O ikaw nga tawong kusgan. Hugton gayod ikaw niya pagkupot,
I will depose you from your office, and you will be ousted from your position.	Papahawaon ko ikaw gikan sa imong katungdanan, ug paphaon ikaw gikan sa imong nahimutangan.
“In that day I will summon my servant, Eliakim son of Hilkiah.	Nianang adlawa tawgon nako ang akong sulugoon nga si Eliakim nga anak ni Hilkias,
Be silent, you people of the island and you merchants of Sidon, whom the seafarers have enriched.	Paghilom, O lumulupyo sa baybayon, O mga tigpatigayon sa Sidon; ang inyong mga sinugo milatas sa dagat,
When word comes to Egypt, they will be in anguish at the report from Tyre.	Sa diha nga ang taho modangat sa Ehipto, sila masakitan pag-ayo sa balita mahitungod sa Tiro.
Cross over to Tarshish; wail, you people of the island.	Panabok kamo ngadto sa Tarsis, pagminatay, O mga lumulupyo sa kabaybayonan!
Wail, you ships of Tarshish; your fortress is destroyed!	Pagminatay, O mga barko sa Tarsis, kay ang inyong lig-ong salipdanan gilaglag na.
The earth will be completely laid waste and totally plundered. The Lord has spoken this word.	Ang yuta magun-ob gayod ug laglagon gayod, kay ang Ginoo maoy nagsulti niining pulonga.
The earth dries up and withers, the world languishes and withers, the heavens languish with the earth.	Ang yuta nagbangutan ug nagkawala, ang kalibotan nag-antos ug nagkahanaw; ang kalangitan nagsubo uban sa yuta.
The new wine dries up and the vine withers; all the merrymakers groan.	Ang bino nagbangutan, ang paras nag-antos, ang tanang nagmaya nanghupaw.
The joyful timbrels are stilled, the noise of the revelers has stopped, the joyful harp is silent.	Ang kasadya sa mga gagmayng tambor mihunong; ang kabanha niadtong nagkalipay miundang, ang kalipay sa alpa mihunong.
No longer do they drink wine with a song; the beer is bitter to its drinkers.	Sila wala na moinom ug bino uban ang pag-awit; ang isog nga ilimnon pait alang niadtong nanginom niini.
The ruined city lies desolate; the entrance to every house is barred.	Ang siyudad sa kagubot naguba na, ang matag balay gitakpan aron wala nay makasulod.
The city is left in ruins, its gate is battered to pieces.	Ang nahibilin sa siyudad mao ang pagkabiniyaan, ang mga ganghaan gihampak ngadto sa kalaglagan.
Terror and pit and snare await you, people of the earth.	Ang kahadlok ug ang gahong ug ang laang, anaa kanimo, O lumulupyo sa yuta!
The earth is broken up, the earth is split asunder, the earth is violently shaken.	Ang yuta nabuak gayod, ang yuta napikas, ang yuta natay-og sa hilabihan.
In that day the Lord will punish the powers in the heavens above and the kings on the earth below.	Nianang adlawa ang Ginoo mosilot sa panon sa langit nga anaa sa langit, ug sa mga hari sa yuta nga anaa sa yuta.
Therefore strong peoples will honor you; cities of ruthless nations will revere you.	Busa ang mga kusgan nga mga katawhan magpasidungog kanimo; ang mga siyudad sa makalilisang nga mga nasod mahadlok kanimo.
Open the gates that the righteous nation may enter, the nation that keeps faith.	Buksi ang mga ganghaan aron ang matarong nga nasod nga adunay pagtuo makasulod.
You will keep in perfect peace those whose minds are steadfast, because they trust in you.	Ikaw nagbantay kaniya diha sa hingpit nga pakigdait, nga ang hunahuna nagpabilin diha kanimo, tungod kay siya nagsalig kanimo.
Trust in the Lord forever, for the Lord , the Lord himself, is the Rock eternal.	Saligi ang Ginoo hangtod sa kahangtoran, kay ang Ginoong Dios mao ang bato nga walay kataposan.
Feet trample it down— the feet of the oppressed, the footsteps of the poor.	Ang tiil nagtamak niini, ang mga tiil sa kabos, ang mga lakang sa nanginahanglan.”
The path of the righteous is level; you, the Upright One, make the way of the righteous smooth.	Ang dalan sa matarong patag; ikaw nga matarong, naghapsay sa agianan sa matarong.
Lord , you establish peace for us; all that we have accomplished you have done for us.	O Ginoo, ikaw nagtudlo ug pakigdait alang kanamo, ikaw usab ang nagbuhat alang kanamo sa tanan namong mga buluhaton.
Lord our God, other lords besides you have ruled over us, but your name alone do we honor.	O Ginoo nga among Dios, laing mga ginoo gawas kanimo ang naghari ibabaw kanamo, apan ang imong ngalan lamang ang among ilhon.
Lord , they came to you in their distress; when you disciplined them, they could barely whisper a prayer.	O Ginoo, diha sa kaguol midangop sila kanimo, nagbubo sila ug pag-ampo sa diha nga ang imong kastigo anaa ibabaw kanila.
In that day— “Sing about a fruitful vineyard:	Nianang adlawa: “Ang usa ka matahom nga parasan, pag-awit mahitungod niini!
That wreath, the pride of Ephraim’s drunkards, will be trampled underfoot.	Ang purongpurong sa garbo sa mga palahubog sa Efraim yatakan sa tiil;
All the tables are covered with vomit and there is not a spot without filth.	Kay ang tanan nga mga lamisa napuno sa sinuka, wala nay dapit nga walay hugaw.
Therefore hear the word of the Lord , you scoffers who rule this people in Jerusalem.	Busa pamatia ninyo ang pulong sa Ginoo, kamo nga mga mabiaybiayon, nga nagmando niining katawhan diha sa Jerusalem!
Listen and hear my voice; pay attention and hear what I say.	Patalinghogi ug pamatia ang akong tingog; patalinghogi ug pamatia ang akong pakigpulong.
When a farmer plows for planting, does he plow continually? Does he keep on breaking up and working the soil?	Siya nga nagdaro aron makapugas nagdaro ba kanunay? Kanunay ba siyang nagbungkag ug nagkaras sa iyang yuta?
His God instructs him and teaches him the right way.	Kay siya gitudloan sa matarong; ang iyang Dios nagtudlo kaniya.
Those who are wayward in spirit will gain understanding; those who complain will accept instruction.”	Ug kadtong nangasayop diha sa espiritu makasabot ug kadtong nagbagulbol modawat sa pahimangno.”
Though they have officials in Zoan and their envoys have arrived in Hanes,	Kay bisan ug ang iyang mga tinugyanan anaa sa Zoan, ug ang iyang mga sinugo miabot sa Hanes,
to Egypt, whose help is utterly useless. Therefore I call her Rahab the Do-Nothing.	Kay ang tabang sa Ehipto walay kapuslanan ug kawang, busa gitawag nako siya ug “Rahab nga naglingkod nga wala maglihok.”
For these are rebellious people, deceitful children, children unwilling to listen to the Lord ’s instruction.	Kay sila usa ka masupilon nga katawhan, bakakon nga mga anak, mga anak nga dili mamati sa pahimangno sa Ginoo,
The oxen and donkeys that work the soil will eat fodder and mash, spread out with fork and shovel.	Ang mga baka usab ug ang mga asno nga nag-ugmad sa yuta makakaon sa inasinan nga kompay nga pinadparan sa pala ug sa kakha.
The voice of the Lord will shatter Assyria; with his rod he will strike them down.	Tungod sa tingog sa Ginoo ang mga Asirianhon mangalisang sa diha nga maghampak siya uban sa iyang bunal.
Return, you Israelites, to the One you have so greatly revolted against.	Pamalik kamo ngadto kaniya nga inyong gisupil sa hilabihan gayod, O katawhan sa Israel.
